Accession	Gene Names	Entry
OG6_103560	C603130WA	A0A1D8PQ38
OG6_100059	C603140CA	A0A1D8PQ34
OG6_126561	C603150CA	A0A1D8PQ32
OG6_454568	C603160CA	Q5ABU8
OG6_127591	C603170CA	Q5ABU7
OG6_115043	C603180CA	A0A1D8PQ35
OG6r21_102049	C603200WA	A0A1D8PQ33
OG6_102251	C603210CA	A0A1D8PQ44
OG6r21_108076	C603220WA	Q5ABU1
OG6_101472	C603230WA	Q5ABU0
OG6_100721	C603240WA	Q5ABT9
OG6_454568	C603250WA	Q5ABT8
OG6_101549	C603260WA	A0A1D8PQ43
OG6_100207	C603270CA	A0A1D8PQ42
OG6r21_107079	C603280WA	A0A1D8PQ47
OG6_153190	C603290WA	A0A1D8PQ51
OG6_101522	C603300CA	A0A1D8PQ45
OG6_103993	C603310WA	A0A1D8PQ49
OG6_101608	C603320WA	A0A1D8PQ54
OG6_115942	C603330CA	A0A1D8PQ52
OG6_101128	C603340CA	A0A1D8PQ59
OG6_102754	C603350CA	Q5AC48
OG6r21_107086	C603360CA	A0A1D8PQ48
OG6r21_115562	C603370WA	A0A1D8PQ50
OG6_103287	C603380WA	A0A1D8PQ55
OG6_104245	C603390WA	A0A1D8PQ62
OG6_103572	C603400CA	Q5ABS1
OG6_108841	C603410CA	A0A1D8PQ57
OG6r21_103544	C603420WA	A0A1D8PQ65
OG6_101035	C603430CA	Q5A8P6
OG6_100693	C603440WA	Q5A8W9
OG6_101393	C603450CA	A0A1D8PQ56
OG6_500308	C603460WA	A0A1D8PQ58
OG6_101230	C603470WA	A0A1D8PQ60
OG6_100512	C603480WA	A0A1D8PQ66
OG6_114704	C603490CA	P0CY27
OG6_114704	C603500CA	Q5A8N2
OG6_102656	C603520CA	A0A1D8PQ64
OG6r21_115563	C603530CA	Q5A8M9
OG6_100246	C603540WA	A0A1D8PQ72
OG6_104743	C603550CA	A0A1D8PQ76
OG6_100457	C603560WA	A0A1D8PQ67
OG6r21_109272	C603570WA	A0A1D8PQ71
OG6r21_102528	C603580WA	A0A1D8PQ69
OG6_130004	C603590CA	A0A1D8PQ79
OG6_122931	C603600CA	A0A1D8PQ77
OG6_107650	C603610WA	A0A1D8PQ80
OG6_105094	C603620CA	A0A1D8PQ75
OG6_106789	C603630WA	A0A1D8PQ84
OG6_101829	C603640WA	A0A1D8PQ82
OG6_101138	C603650CA	Q5A8L5
OG6_100927	C603660CA	A0A1D8PQ78
OG6_109925	C603690WA	Q5A8T7
OG6_127329	C603700WA	Q5A8T4
OG6_109925	C603710WA	A0A1D8PQ86
OG6_100414	C603720WA	Q5A8K2
OG6_101759	C603730CA	A0A1D8PQ89
OG6r21_119640	C603740WA	A0A1D8PQ87
OG6_101574	C603750CA	A0A1D8PQ94
OG6_100262	C603760CA	O13426
OG6_102694	C603770CA	Q5A8J7
OG6_123854	C603780CA	A0A1D8PQ90
OG6_117943	C603790CA	Q5A8J5
OG6_100486	C603800CA	A0A1D8PQ93
OG6_101636	C603810WA	A0A1D8PQ97
OG6_102775	C603820CA	Q5A8J1
OG6_100222	C603830WA	A0A1D8PQA0
OG6_100151	C603840CA	A0A1D8PQ95
OG6_145591	C603850CA	Q5A8I8
OG6r21_115564	C603860CA	Q5A8I6
OG6_100272	C603880WA	Q5A8I5
OG6_103719	C603890CA	Q5A8I4
OG6_113479	C603900WA	A0A1D8PQA2
OG6_102631	C603910CA	A0A1D8PQA3
OG6_101734	C603920WA	A0A1D8PQA6
OG6_104658	C603930WA	Q5A8H9
OG6_103287	C603940CA	Q5A8H8
OG6_104154	C603950CA	Q5A8H7
OG6_103290	C603960WA	A0A1D8PQB4
OG6r21_100621	C603990CA	A0A1D8PQA8
OG6_102563	C604030WA	Q59LF2
OG6_109735	C604040CA	Q59LF3
OG6_105606	C604050WA	A0A1D8PQB1
OG6_105606	C604060WA	A0A1D8PQB0
OG6r21_115565	C604070CA	Q59LF8
OG6_100815	C604080WA	Q59LF9
OG6_101143	C604100WA	A0A1D8PQC2
OG6_100459	C604110WA	A0A1D8PQC0
OG6_500266	C604120CA	A0A1D8PQB7
OG6_127329	C604130CA	A0A1D8PQB9
OG6r21_115566	C604140CA	A0A1D8PQC6
OG6r21_140123	C604150WA	A0A1D8PQC3
OG6_101655	C604160CA	Q59KF3
OG6r21_140185	C604170CA	A0A1D8PQC5
OG6_500301	C604180WA	A0A1D8PQC4
OG6r21_126964	C604190CA	A0A1D8PQC7
OG6_101840	C604210CA	Q59R09
OG6r21_115567	C604230WA	A0A1D8PQC9
OG6r21_102831	C604240WA	A0A1D8PQD1
OG6_102345	C604250WA	A0A1D8PQD5
OG6_102835	C604260CA	A0A1D8PQD9
OG6_101511	C604270WA	A0A1D8PQD2
OG6_103192	C604280WA	A0A1D8PQD4
OG6_102794	C604290WA	A0A1D8PQC8
OG6r21_109273	C604300WA	A0A1D8PQD3
OG6_103414	C604310WA	A0A1D8PQD7
OG6r21_107080	C604320CA	Q59QW9
OG6_500385	C604330WA	A0A1D8PQD6
OG6_103036	C604340WA	A0A1D8PQE0
OG6r21_115568	C604350CA	Q59QW5
OG6_101883	C604360CA	A0A1D8PQE5
OG6_100336	C604370WA	A0A1D8PQF0
OG6_127329	C604380WA	P0CU38
OG6_199049	C604400WA	Q59RJ5
OG6_115538	C604410CA	A0A1D8PQE3
OG6_121401	C604420WA	A0A1D8PQE6
OG6r21_112739	C604430WA	A0A1D8PQE8
OG6_119800	C604440CA	A0A1D8PQE9
OG6_100571	C604450WA	A0A1D8PQE7
OG6_105468	C604470CA	A0A1D8PQF4
OG6_103125	C604480CA	Q59RI7
OG6_130000	C604490WA	Q9P8W1
OG6_102824	C604500CA	A0A1D8PQF6
OG6_104237	C604510CA	A0A1D8PQF2
OG6_100811	C604520WA	Q59RI1
OG6_104214	C604530CA	A0A1D8PQF7
OG6_101102	C604540CA	Q59RH5
OG6_100144	C604550CA	Q59RH2
OG6_101090	C604560WA	A0A1D8PQF9
OG6_104183	C604570WA	Q9C0L9
OG6_166584	C604580WA	Q59RW5
OG6_102139	C604590CA	Q04802
OG6_102909	C604600WA	A0A1D8PQG3
OG6_114945	C604610CA	A0A1D8PQG0
OG6_114945	C604620CA	Q59RG0
OG6_116543	C604650WA	Q59RF7
OG6r21_102832	C700010CA	A0A1D8PQG9
OG6_105748	C700020CA	Q5AFE4
OG6r21_119642	C700030WA	A0A1D8PQH8
OG6_194516	C700040CA	A0A1D8PQH3
OG6_101742	C700050CA	A0A1D8PQH0
OG6_103907	C700060CA	A0A1D8PQH7
OG6_104699	C700070CA	A0A1D8PQH1
OG6_114191	C700080CA	A0A1D8PQG5
OG6r21_100591	C700090CA	G1UB63
OG6_119573	C700100WA	A0A1D8PQI6
OG6_100280	C700110WA	A0A1D8PQH5
OG6_102996	C700120WA	Q5AFF7
OG6_103859	C700130WA	A0A1D8PQJ6
OG6_112960	C700140CA	A0A1D8PQI0
OG6_100819	C700150WA	A0A1D8PQI4
OG6_499915	C700160CA	Q5AFG1
OG6_100685	C700170WA	A0A1D8PQI1
OG6_468604	C700180WA	A0A1D8PQH4
OG6_109925	C700190WA	A0A1D8PQI2
OG6_117004	C700200WA	A0A1D8PQJ2
OG6_103878	C700210CA	A0A1D8PQI3
OG6_117004	C700220WA	A0A1D8PQI5
OG6_100570	C700230WA	A0A1D8PQK4
OG6_115010	C700240WA	A0A1D8PQI8
OG6_101686	C700250CA	A0A1D8PQJ1
OG6_132636	C700260CA	A0A1D8PQJ3
OG6_105857	C700270WA	Q5AFH3
OG6_100060	C700280WA	A0A1D8PQJ5
OG6_119416	C700290CA	A0A1D8PQI9
OG6_105611	C700300WA	A0A1D8PQJ9
OG6_106377	C700310CA	A0A1D8PQJ0
OG6_100158	C700320CA	A0A1D8PQK6
OG6_100577	C700330CA	A0A1D8PQL4
OG6_103714	C700340CA	A0A1D8PQJ7
OG6_100282	C700350CA	A0A1D8PQJ8
OG6_131676	C700360WA	Q5AFI4
OG6_103866	C700370WA	A0A1D8PQK7
OG6_102662	C700380WA	A0A1D8PQK1
OG6_100745	C700390WA	P87185
OG6_103350	C700400WA	A0A1D8PQK5
OG6_500262	C700410CA	A0A1D8PQK0
OG6_115065	C700420CA	A0A1D8PQL7
OG6_114876	C700430WA	A0A1D8PQM2
OG6_103495	C700440CA	A0A1D8PQM1
OG6_122832	C700450CA	A0A1D8PQK3
OG6_500732	C700460WA	A0A1D8PQL6
OG6_102888	C700470CA	A0A1D8PQL5
OG6_100812	C700480WA	A0A1D8PQL0
OG6_102160	C700490CA	A0A1D8PQL1
OG6r21_126965	C700500WA	A0A1D8PQL2
OG6_113605	C700510WA	Q5AFK0
OG6_102191	C700520WA	A0A1D8PQM5
OG6_102982	C700530CA	Q5AFK3
OG6_101072	C700550CA	A0A1D8PQM9
OG6_103009	C700560CA	A0A1D8PQL3
OG6_102249	C700570WA	A0A1D8PQM4
OG6_106381	C700580CA	A0A1D8PQM3
OG6r21_102790	C700590WA	A0A1D8PQM0
OG6_107272	C700600CA	A0A1D8PQL9
OG6_119694	C700610CA	A0A1D8PQM8
OG6_103886	C700620WA	A0A1D8PQL8
OG6_120944	C700630CA	A0A1D8PQM7
OG6_108758	C700660WA	A0A1D8PQN2
OG6_101787	C700670CA	A0A1D8PQN8
OG6_101328	C700680WA	A0A1D8PQN9
OG6_102759	C700690WA	A0A1D8PQN7
OG6_100589	C700700WA	A0A1D8PQP7
OG6_101185	C700710WA	A0A1D8PQN0
OG6_103917	C700720WA	A0A1D8PQN1
OG6_114266	C700730WA	A0A1D8PQN4
OG6_110573	C700740WA	A0A1D8PQP3
OG6_101568	C700750WA	A0A1D8PQN3
OG6_104415	C700760CA	A0A1D8PQN5
OG6r21_110838	C700770WA	A0A1D8PQQ4
OG6_137869	C700780WA	A0A1D8PQP8
OG6_105405	C700790WA	Q3MPQ4
OG6_153040	C700800CA	Q9P840
OG6_114265	C700810WA	A0A1D8PQP1
OG6_101335	C700820WA	A0A1D8PQP2
OG6r21_102050	C700830CA	A0A1D8PQN6
OG6_120864	C700840CA	A0A1D8PQQ6
OG6r21_140126	C700850WA	A0A1D8PQP0
OG6r21_126966	C700860WA	Q5AFN8
OG6_100650	C700870WA	A0A1D8PQQ8
OG6_104927	C700880CA	A0A1D8PQQ2
OG6_103066	C700890CA	Q5AFP3
OG6r21_110839	C700910CA	A0A1D8PQR7
OG6r21_126967	C700920CA	A0A1D8PQP9
OG6_100699	C700930WA	A0A1D8PQQ3
OG6_100109	C700940WA	Q5AFP8
OG6_101056	C700950WA	A0A1D8PQQ9
OG6_100333	C700960WA	A0A1D8PQQ5
OG6_119654	C700970CA	A0A1D8PQR5
OG6_102108	C700980WA	A0A1D8PQR0
OG6_100781	C700990WA	A0A1D8PQS0
OG6_186590	C701000CA	A0A1D8PQR4
OG6_238727	C701010WA	A0A1D8PQS7
OG6_101089	C701020CA	A0A1D8PQR2
OG6_103654	C701030CA	A0A1D8PQQ7
OG6_106650	C701040CA	A0A1D8PQR6
OG6_100721	C701050WA	A0A1D8PQR8
OG6r21_126968	C701060WA	A0A1D8PQR3
OG6r21_115569	C701070CA	A0A1D8PQS3
OG6_561286	C701100CA	A0A1D8PQR9
OG6r21_167661	C701130CA	A0A1D8PQS8
OG6_103824	C701150WA	A0A1D8PQS1
OG6_103777	C701160CA	A0A1D8PQU3
OG6_102099	C701170CA	A0A1D8PQS5
OG6_112022	C701180WA	Q59S52
OG6_104575	C701190WA	A0A1D8PQS6
OG6_102676	C701200CA	Q59S50
OG6_102756	C701210CA	A0A1D8PQS2
OG6_102141	C701220WA	A0A1D8PQT4
OG6_111150	C701230CA	A0A1D8PQT1
OG6_101640	C701250WA	P83774
OG6_105184	C701270CA	Q59S45
OG6_100496	C701280CA	A0A1D8PQV5
OG6_500086	C701290WA	Q59S43
OG6_103148	C701300CA	Q59S42
OG6_101726	C701320WA	A0A1D8PQT6
OG6_102717	C701330CA	A0A1D8PQT9
OG6_101854	C701340WA	A0A1D8PQT2
OG6_102875	C701350CA	A0A1D8PQT7
OG6_103202	C701360CA	A0A1D8PQU2
OG6r21_101389	C701370WA	A0A1D8PQV0
OG6r21_119643	C701380WA	A0A1D8PQU1
OG6r21_126969	C701390WA	A0A1D8PQW2
OG6_100282	C701400CA	A0A1D8PQT8
OG6_129934	C701410CA	Q5AGV0
OG6_102929	C701420WA	Q5AGV1
OG6r21_108077	C701430CA	Q5AGV2
OG6_104163	C701440WA	Q5AGV3
OG6_101924	C701450CA	Q5AGV4
OG6r21_140129	C701460CA	Q5AGV5
OG6_102011	C701470CA	A0A1D8PQW1
OG6_103912	C701480WA	Q5AGV7
OG6r21_102277	C701490WA	Q5AGV8
OG6r21_102833	C701500WA	Q5AGV9
OG6_100812	C701510WA	Q5AGW0
OG6_112504	C701520WA	G1UB37
OG6_100859	C701540WA	Q5AGW4
OG6_122634	C701550WA	Q5AGW7
OG6_143662	C701560CA	Q5AGW8
OG6_143662	C701570CA	Q5AGW9
OG6_102062	C701580WA	Q5AGX1
OG6r21_101504	C701590CA	Q5AGX2
OG6_100866	C701600WA	Q5AGX4
OG6_116114	C701610WA	A0A1D8PQV7
OG6_115045	C701620CA	Q5AGX5
OG6_100555	C701630WA	Q5AGX6
OG6_101258	C701640WA	Q5AGX8
OG6_102745	C701650WA	A0A1D8PQW6
OG6_100992	C701660CA	Q5AGY0
OG6_101248	C701670WA	Q5AGY1
OG6r21_110840	C701680CA	A0A1D8PQY1
OG6_105273	C701690WA	A0A1D8PQX5
OG6r21_101680	C701700WA	Q5AGY4
OG6_127245	C701710WA	A0A1D8PQW4
OG6_101299	C701720WA	Q5AGY6
OG6_110251	C701730CA	A0A1D8PQX7
OG6_102989	C701740CA	Q5AGY7
OG6_116884	C701750WA	Q5AGY8
OG6_100973	C701760CA	Q5AGZ0
OG6_181780	C701780WA	A0A1D8PQX8
OG6_100789	C701790CA	Q5AGZ7
OG6_100319	C701800CA	Q5AGZ8
OG6_101635	C701810WA	Q5AGZ9
OG6_100711	C701820CA	Q5AH00
OG6_124902	C701830WA	Q5AH01
OG6_101564	C701840WA	Q5AH02
OG6_100479	C701850CA	A0A1D8PQZ0
OG6_143618	C701870WA	A0A1D8PQY7
OG6_100767	C701880CA	Q5AH06
OG6_105640	C701890CA	A0A1D8PQY9
OG6_101051	C701900WA	Q5AH07
OG6_147781	C701910CA	A0A1D8PQZ4
OG6_104162	C701920WA	Q5AH09
OG6r21_104042	C701930CA	Q5AH10
OG6_105477	C701940CA	Q5AH11
OG6_116870	C701950WA	Q5AH12
OG6r21_101537	C701960WA	Q5AH13
OG6_101593	C701970CA	Q5AH14
OG6_114253	C701990CA	A0A1D8PQZ8
OG6_114253	C702000CA	A0A1D8PQZ7
OG6_100557	C702010CA	Q5AH20
OG6_104388	C702020WA	P53709
OG6_100204	C702030WA	P46598
OG6_106340	C702040CA	Q5AH24
OG6_102697	C702050CA	Q5AH25
OG6_114248	C702060WA	P43075
OG6_100315	C702070WA	A0A1D8PR08
OG6_100315	C702080WA	Q5AH29
OG6_106566	C702090CA	A0A1D8PR13
OG6_101895	C702100WA	A0A1D8PR11
OG6_112470	C702110WA	A0A1D8PR21
OG6_115525	C702120CA	Q5AH35
OG6_100599	C702130WA	A0A1D8PR28
OG6_100231	C702140WA	A0A1D8PR14
OG6_104734	C702150CA	Q5AH38
OG6_101824	C702160WA	A0A1D8PR19
OG6_106713	C702170CA	Q5AH41
OG6_102793	C702180CA	Q5AH42
OG6_158797	C702200WA	A0A1D8PR24
OG6r21_126970	C702210WA	A0A1D8PR16
OG6_110015	C702220CA	A0A1D8PR30
OG6_133379	C702240WA	A0A1D8PR25
OG6_112152	C702250WA	A0A1D8PR37
OG6r21_100261	C702260WA	Q5AH51
OG6r21_167688	C702270WA	A0A1D8PR06
OG6r21_126971	C702280WA	Q5AH54
OG6r21_108078	C702290WA	Q5AH55
OG6_107443	C702300WA	Q5AH56
OG6_102765	C702310CA	A0A1D8PR34
OG6_100816	C702320WA	Q5AH58
OG6_100026	C702330WA	A0A1D8PR42
OG6_103715	C702340CA	Q5AH60
OG6_104063	C702350CA	A0A1D8PR47
OG6r21_102051	C702360WA	A0A1D8PR33
OG6r21_167662	C702370WA	Q5AH63
OG6_100528	C702380CA	P22011
OG6_101112	C702390WA	A0A1D8PR39
OG6_100000	C702420CA	A0A1D8PR32
OG6r21_101832	C702430CA	A0A1D8PR40
OG6_109994	C702450WA	A0A1D8PR36
OG6_101544	C702460CA	A0A1D8PR52
OG6_102473	C702470CA	A0A1D8PR41
OG6_136683	C702480WA	Q5AH72
OG6_103335	C702490WA	A0A1D8PR43
OG6_100228	C702500CA	Q5AH74
OG6_102392	C702510WA	A0A1D8PR50
OG6r21_119644	C702520WA	A0A1D8PR48
OG6_109471	C702530CA	Q5AH76
OG6_107709	C702540WA	Q5AH77
OG6_102398	C702550CA	Q5AH78
OG6r21_102278	C702560WA	A0A1D8PR61
OG6_100299	C702570CA	P28870
OG6_100069	C702600CA	A0A1D8PR73
OG6r21_167663	C702610CA	A0A1D8PR55
OG6_137854	C702630WA	Q59LZ4
OG6_104251	C702640WA	Q59LZ5
OG6_100936	C702650WA	Q59LZ6
OG6_103238	C702660CA	Q59LZ7
OG6_103643	C702670WA	Q59LZ8
OG6_111918	C702680WA	Q59LZ9
OG6_100740	C702690CA	Q59M00
OG6_103535	C702770WA	Q5A594
OG6_100545	C702780WA	A0A1D8PR80
OG6_101046	C702790CA	A0A1D8PR64
OG6_100774	C702800WA	Q5A599
OG6_100111	C702810WA	Q5A5A0
OG6_130000	C702830CA	Q9P8W0
OG6_101117	C702840CA	G1UB11
OG6_131522	C702850WA	A0A1D8PR68
OG6_102767	C702860CA	A0A1D8PR66
OG6_103773	C702870CA	A0A1D8PR78
OG6_130000	C702880CA	Q9P4E6
OG6_101353	C702890CA	O74189
OG6_106383	C702910WA	Q5A5B0
OG6_101248	C702920WA	A0A1D8PR62
OG6_103161	C702930CA	Q5A5B2
OG6_100987	C702940CA	Q5A5B3
OG6_115956	C702950CA	Q5A5B4
OG6_100509	C702960CA	A0A1D8PR82
OG6_104021	C702970WA	Q5A5B6
OG6_500235	C702980CA	A0A1D8PR88
OG6_112060	C702990WA	A0A1D8PR87
OG6_101040	C703000CA	A0A1D8PRA1
OG6_100938	C703010WA	A0A1D8PR81
OG6_106702	C703020CA	Q5A5C1
OG6r21_102834	C703030WA	G1UAZ9
OG6_101538	C703040WA	G1UB62
OG6_101538	C703050WA	G1UB68
OG6_222599	C703060CA	A0A1D8PR92
OG6_102913	C703070CA	A0A1D8PR83
OG6_499838	C703080WA	A0A1D8PR98
OG6_100150	C703090CA	A0A1D8PR96
OG6_101815	C703110WA	Q5A5K7
OG6_113593	C703120WA	P48990
OG6_102548	C703130CA	Q5A5E0
OG6_102090	C703140WA	A0A1D8PR91
OG6_106382	C703150WA	A0A1D8PRA2
OG6_127271	C703160WA	A0A1D8PR90
OG6_101852	C703170WA	A0A1D8PRA5
OG6_100982	C703180CA	A0A1D8PR93
OG6_108615	C703200CA	A0A1D8PRA8
OG6r21_109274	C703210WA	A0A1D8PRA4
OG6_133403	C703220CA	A0A1D8PRB7
OG6r21_140135	C703230CA	Q5A5F0
OG6_102395	C703240WA	A0A1D8PR97
OG6_100478	C703250CA	A0A1D8PR99
OG6_105215	C703260CA	Q5A5F3
OG6r21_140136	C703270WA	A0A1D8PRA6
OG6_111232	C703280CA	A0A1D8PRB2
OG6_499614	C703290CA	Q5A5M7
OG6_130000	C703300CA	Q9P8V9
OG6r21_101390	C703310WA	A0A1D8PRB5
OG6_500770	C703320CA	Q59PP6
OG6_100262	C703330CA	A0A1D8PRB3
OG6_113602	C703340CA	A0A1D8PRA7
OG6_118235	C703350CA	A0A1D8PRB0
OG6_100109	C703360WA	A0A1D8PRC2
OG6_116978	C703370CA	A0A1D8PRB4
OG6_104914	C703380WA	A0A1D8PRB8
OG6_101970	C703390CA	A0A1D8PRB6
OG6_100340	C703400CA	A0A1D8PRD5
OG6r21_112740	C703410CA	A0A1D8PRC7
OG6_118295	C703420CA	A0A1D8PRD3
OG6_118295	C703440WA	A0A1D8PRC1
OG6_500408	C703450CA	Q59PP0
OG6r21_112741	C703460WA	Q59PP1
OG6_103623	C703470WA	A0A1D8PRE6
OG6_118287	C703480WA	A0A1D8PRB9
OG6_101355	C703490WA	A0A1D8PRC8
OG6_104510	C703500WA	Q59R13
OG6_100439	C703520WA	A0A1D8PRE2
OG6_102669	C703530CA	Q59R35
OG6_102419	C703540CA	A0A1D8PRE8
OG6r21_105367	C703550CA	A0A1D8PRE1
OG6r21_126972	C703560WA	Q59R32
OG6_101588	C703570WA	Q59R31
OG6_109671	C703580CA	Q59R30
OG6_100259	C703590CA	Q59R29
OG6_116848	C703600WA	Q59R28
OG6_105738	C703610CA	Q59R27
OG6_106714	C703620CA	Q59R26
OG6_103037	C703630CA	Q59R24
OG6_101288	C703640CA	Q59R23
OG6_108383	C703650WA	Q59R21
OG6_100749	C703660CA	Q59R20
OG6_103052	C703670WA	Q59R18
OG6_101852	C703680WA	A0A1D8PRF9
OG6_136712	C703690WA	A0A1D8PRD8
OG6_102261	C703700CA	A0A1D8PRE0
OG6_100279	C703710CA	A0A1D8PRE4
OG6_101130	C703720CA	A0A1D8PRE9
OG6_107361	C703730CA	A0A1D8PRF1
OG6r21_104659	C703760WA	A0A1D8PRF6
OG6_102192	C703770CA	Q59LC9
OG6_103816	C703780CA	A0A1D8PRG2
OG6_101181	C703790WA	A0A1D8PRG0
OG6_101272	C703800WA	A0A1D8PRG8
OG6_102577	C703810WA	A0A1D8PRF5
OG6r21_110841	C703820CA	A0A1D8PRF8
OG6_121320	C703830CA	A0A1D8PRF3
OG6_102178	C703840WA	A0A1D8PRG1
OG6_102758	C703850WA	A0A1D8PRF4
OG6_100121	C703860WA	A0A1D8PRH0
OG6_101178	C703870WA	O74201
OG6r21_101833	C703880CA	A0A1D8PRH4
OG6_500856	C703890CA	A0A1D8PRG7
OG6_102483	C703910WA	A0A1D8PRH2
OG6_101037	C703920CA	A0A1D8PRG5
OG6_105073	C703930CA	A0A1D8PRG4
OG6_100199	C703940CA	Q5A0A9
OG6_101102	C703960CA	A0A1D8PRH3
OG6_103010	C703970CA	A0A1D8PRG6
OG6_102320	C703980WA	A0A1D8PRI7
OG6_102910	C703990CA	A0A1D8PRG9
OG6r21_105368	C704000WA	A0A1D8PRH7
OG6_100423	C704010WA	A0A1D8PRH1
OG6_102143	C704020CA	A0A1D8PRH6
OG6_102979	C704030CA	A0A1D8PRI4
OG6_109462	C704040CA	A0A1D8PRI0
OG6_101281	C704050WA	A0A1D8PRI1
OG6r21_109275	C704060WA	A0A1D8PRI3
OG6r21_140139	C704070CA	A0A1D8PRI8
OG6r21_167666	C704080CA	A0A1D8PRJ4
OG6_101137	C704090CA	A0A1D8PRJ0
OG6r21_102010	C704100CA	A0A1D8PRH8
OG6_104003	C704110WA	A0A1D8PRI2
OG6r21_101681	C704120WA	A0A1D8PRH9
OG6_101265	C704130CA	A0A1D8PRJ6
OG6_105985	C704140CA	A0A1D8PRI6
OG6_137843	C704150WA	A0A1D8PRI9
OG6_114253	C704160WA	A0A1D8PRJ3
OG6_102861	C704170WA	A0A1D8PRJ7
OG6_100152	C704180WA	A0A1D8PRJ9
OG6_102672	C704190CA	A0A1D8PRJ5
OG6_103085	C704200CA	Q5A0E2
OG6_100154	C704210CA	A0A1D8PRJ1
OG6_107236	C704230WA	Q5A0E5
OG6r21_102279	C704240CA	A0A1D8PRJ8
OG6_112504	C704250WA	A0A1D8PRK9
OG6_103149	C704260WA	A0A1D8PRL2
OG6_103713	C704270CA	A0A1D8PRK4
OG6_105375	C704280CA	A0A1D8PRK7
OG6_103856	C704290WA	A0A1D8PRK3
OG6_102925	C704300WA	Q3MNT0
OG6_102379	C704310CA	A0A1D8PRK5
OG6r21_109276	C704320WA	A0A1D8PRK0
OG6_103385	C704330CA	A0A1D8PRK2
OG6r21_140141	C704340CA	A0A1D8PRL1
OG6_108054	C704360CA	A0A1D8PRM3
OG6_107452	CR00010CA	A0A1D8PRL7
OG6_100908	CR00020WA	A0A1D8PRK6
OG6r21_140142	CR00040CA	A0A1D8PRM2
OG6_197946	CR00050WA	A0A1D8PRK8
OG6_100049	CR00060CA	A0A1D8PRM6
OG6_101727	CR00070WA	Q5AAF4
OG6_100216	CR00080WA	A0A1D8PRL4
OG6_122871	CR00090CA	A0A1D8PRL3
OG6_102490	CR00100CA	Q5AAG1
OG6_102737	CR00110WA	A0A1D8PRN0
OG6_100339	CR00120CA	Q5AAG6
OG6_114736	CR00130CA	A0A1D8PRL8
OG6r21_102052	CR00140WA	A0A1D8PRN4
OG6_101592	CR00150CA	A0A1D8PRL6
OG6r21_101134	CR00160CA	A0A1D8PRN5
OG6_137737	CR00170WA	A0A1D8PRL9
OG6_107621	CR00180CA	Q5AAH2
OG6_106267	CR00190WA	A0A1D8PRM0
OG6_102030	CR00200WA	A0A1D8PRM7
OG6_122931	CR00210WA	A0A1D8PRN7
OG6_122931	CR00220WA	A0A1D8PRP5
OG6_103030	CR00230WA	A0A1D8PRM4
OG6_102118	CR00240WA	A0A1D8PRP0
OG6_115888	CR00250WA	A0A1D8PRM5
OG6_111506	CR00260WA	A0A1D8PRN8
OG6_133026	CR00270CA	A0A1D8PRM8
OG6_127218	CR00280CA	A0A1D8PRM9
OG6r21_115570	CR00290WA	A0A1D8PRN1
OG6_108825	CR00300WA	A0A1D8PRN6
OG6r21_102053	CR00310CA	A0A1D8PRQ2
OG6_100833	CR00320CA	Q5AAI8
OG6_100236	CR00330CA	A0A1D8PRN3
OG6_109441	CR00340CA	A0A1D8PRP7
OG6_100907	CR00350WA	A0A1D8PRN2
OG6_101506	CR00360CA	A0A1D8PRP8
OG6_102066	CR00370WA	A0A1D8PRP1
OG6_100194	CR00380WA	A0A1D8PRP2
OG6r21_102015	CR00390WA	A0A1D8PRP3
OG6_102680	CR00400CA	Q5AAJ7
OG6_113601	CR00410WA	Q5AAJ8
OG6_108411	CR00420WA	A0A1D8PRS0
OG6_103994	CR00430CA	A0A1D8PRQ4
OG6_111250	CR00440CA	A0A1D8PRQ6
OG6_102070	CR00460CA	A0A1D8PRP4
OG6_100011	CR00470WA	A0A1D8PRQ0
OG6_103727	CR00480WA	A0A1D8PRP9
OG6_100949	CR00490WA	A0A1D8PRP6
OG6_101413	CR00510CA	A0A1D8PRQ1
OG6_101697	CR00520CA	A0A1D8PRR9
OG6r21_109277	CR00530WA	A0A1D8PRR6
OG6_101212	CR00540CA	P83778
OG6_111461	CR00560WA	A0A1D8PRR3
OG6_100316	CR00570WA	A0A1D8PRR4
OG6_101736	CR00580WA	A0A1D8PRQ3
OG6_111525	CR00590WA	A0A1D8PRR1
OG6r21_167667	CR00600CA	A0A1D8PRQ5
OG6_109925	CR00610WA	Q5AAL9
OG6_101359	CR00620CA	A0A1D8PRR5
OG6_222573	CR00630WA	A0A1D8PRT2
OG6_101052	CR00640WA	A0A1D8PRR7
OG6_105356	CR00650WA	A0A1D8PRU0
OG6_105356	CR00660WA	A0A1D8PRS3
OG6_103381	CR00670CA	A0A1D8PRS2
OG6_115800	CR00680WA	A0A1D8PRR2
OG6_102618	CR00690CA	A0A1D8PRS1
OG6r21_102280	CR00700WA	Q5A843
OG6_100272	CR00710CA	Q5A845
OG6r21_140143	CR00720WA	Q5A844
OG6_588367	CR00740CA	Q5A846
OG6_102291	CR00750CA	Q5A847
OG6_109925	CR00760CA	Q5A849
OG6_103561	CR00780CA	Q5A850
OG6_102497	CR00800CA	Q5A852
OG6_105849	CR00810WA	Q5A853
OG6_103276	CR00820CA	A0A1D8PRS9
OG6_103410	CR00830WA	Q5A857
