Gene Names	Accession	Entry
YHL029C	OG6_499877	P38738
YHL030W	OG6_103321	P38737
YHL031C	OG6_102989	P38736
YHL032C	OG6_100613	P32190
YHL033C	OG6_101259	P17076
YHL034C	OG6_222589	P10080
YHL035C	OG6_100026	P38735
YHL036W	OG6_132283	P38734
YHL038C	OG6_500149	P03874
YHL039W	OG6_101154	P38732
YHL040C	OG6_105688	P38731
YHL042W	OG6_111794	P38729
YHL043W	OG6_111794	P38728
YHL044W	OG6_111794	P38727
YHL046C	OG6_109825	P38725
YHL047C	OG6_105688	P38724
YHL048C-A	OG6_500306	Q3E758
YHL048W	OG6_111794	P38723
YHL049C	OG6_108906	P38722
YHL050C	OG6_108906	P38721
YHR001W	OG6_102132	P38755
YHR001W-A	OG6_115933	P37299
YHR002W	OG6_100703	P38702
YHR003C	OG6_104712	P38756
YHR004C	OG6_105071	P38757
YHR005C	OG6_100285	P08539
YHR005C-A	OG6_103064	P87108
YHR006W	OG6_222568	P38704
YHR007C	OG6_103408	P10614
YHR007C-A	OG6_500125	Q07074
YHR008C	OG6_100280	P00447
YHR009C	OG6_108388	P38758
YHR010W	OG6_101266	P0C2H6
YHR011W	OG6_100275	P38705
YHR012W	OG6_101343	P38759
YHR013C	OG6_100590	P07347
YHR014W	OG6_499945	P23624
YHR015W	OG6_205241	P38760
YHR016C	OG6_103525	P32793
YHR017W	OG6_499881	P32792
YHR018C	OG6_101588	P04076
YHR019C	OG6_103052	P38707
YHR020W	OG6_100749	P38708
YHR021C	OG6_100584	P38711
YHR021W-A	OG6_500108	O13529
YHR022C	OG6_500527	P38763
YHR022C-A	OG6_500882	Q8TGT6
YHR023W	OG6_100110	P08964
YHR024C	OG6_102381	P11914
YHR025W	OG6_103889	P17423
YHR026W	OG6_102000	P23968
YHR027C	OG6_101799	P38764
YHR028C	OG6_100574	P18962
YHR029C	OG6_101608	P38765
YHR030C	OG6_100339	Q00772
YHR031C	OG6_100049	P38766
YHR032W	OG6_100259	P38767
YHR033W	OG6_104735	P38690
YHR034C	OG6_105060	P38768
YHR035W	OG6_500736	P38769
YHR036W	OG6_109555	P38770
YHR037W	OG6_102275	P07275
YHR038W	OG6_101101	P38771
YHR039C	OG6_108000	P38694
YHR039C-A	OG6_101449	P48836
YHR040W	OG6_102819	P38772
YHR041C	OG6_104763	P34162
YHR042W	OG6_100886	P16603
YHR043C	OG6_111160	P38773
YHR044C	OG6_111160	P38774
YHR045W	OG6_123099	P38775
YHR046C	OG6_100401	P38710
YHR047C	OG6_100948	P37898
YHR048W	OG6_133385	P38776
YHR049W	OG6_151978	P38777
YHR050W	OG6_100775	P38778
YHR050W-A	OG6_500544	Q05451
YHR051W	OG6_104716	P00427
YHR052W	OG6_102551	P38779
YHR053C	OG6_222590	P0CX80
YHR054C	OG6_181776	P38780
YHR055C	OG6_222590	P0CX81
YHR056C	OG6_181776	P38781
YHR057C	OG6_100844	P23285
YHR058C	OG6_102673	P38782
YHR059W	OG6_111592	P38783
YHR060W	OG6_105121	P38784
YHR061C	OG6_222565	P38785
YHR062C	OG6_102854	P38786
YHR063C	OG6_102045	P38787
YHR064C	OG6_115931	P38788
YHR065C	OG6_101585	P38712
YHR066W	OG6_101976	P38789
YHR067W	OG6_113000	P38790
YHR068W	OG6_101093	P38791
YHR069C	OG6_101400	P38792
YHR070W	OG6_100981	P38793
YHR071W	OG6_137450	P38794
YHR072W	OG6_101245	P38604
YHR072W-A	OG6_102021	Q6Q547
YHR073W	OG6_101238	P38713
YHR074W	OG6_100679	P38795
YHR075C	OG6_102589	P38796
YHR076W	OG6_100742	P38797
YHR077C	OG6_103377	P38798
YHR078W	OG6_103122	P38799
YHR079C	OG6_102150	P32361
YHR079C-A	OG6_107974	P89114
YHR080C	OG6_173470	P38800
YHR081W	OG6_103626	P38801
YHR082C	OG6_137086	P38691
YHR083W	OG6_500464	P14693
YHR084W	OG6_110016	P13574
YHR085W	OG6_105039	P38803
YHR086W	OG6_102296	Q00539
YHR086W-A	OG6_500466	Q3E746
YHR087W	OG6_110565	P38804
YHR088W	OG6_102467	P38805
YHR089C	OG6_102146	P28007
YHR090C	OG6_137182	P38806
YHR091C	OG6_100350	P38714
YHR092C	OG6_100060	P32467
YHR094C	OG6_100060	P32465
YHR096C	OG6_100060	P38695
YHR097C	OG6_137783	P38809
YHR098C	OG6_101536	P38810
YHR099W	OG6_101815	P38811
YHR100C	OG6_106813	P38812
YHR101C	OG6_121415	P38813
YHR102W	OG6_100860	P38692
YHR103W	OG6_222566	P38814
YHR104W	OG6_100072	P38715
YHR105W	OG6_104966	P38815
YHR106W	OG6_101104	P38816
YHR107C	OG6_108099	P32468
YHR108W	OG6_112760	P38817
YHR109W	OG6_499893	P38818
YHR110W	OG6_102210	P38819
YHR111W	OG6_100543	P38820
YHR112C	OG6_112885	P38716
YHR113W	OG6_102047	P38821
YHR114W	OG6_113935	P38822
YHR115C	OG6_111255	P38823
YHR116W	OG6_106193	P38824
YHR117W	OG6_104251	P38825
YHR118C	OG6_500607	P38826
YHR119W	OG6_101262	P38827
YHR120W	OG6_100652	P25846
YHR121W	OG6_103238	P38828
YHR122W	OG6_102398	P38829
YHR123W	OG6_100740	P22140
YHR128W	OG6_100147	P18562
YHR124W	OG6_500752	P38830
YHR126C	OG6_500028	P38832
YHR127W	OG6_500160	P38833
YHR129C	OG6_499966	P38696
YHR131C	OG6_500661	P38835
YHR132C	OG6_100142	P38836
YHR132W-A	OG6_108957	Q9P305
YHR133C	OG6_105282	P38837
YHR134W	OG6_108834	P38838
YHR135C	OG6_101750	P23291
YHR136C	OG6_499913	P38839
YHR137W	OG6_500208	P38840
YHR138C	OG6_110554	P38841
YHR139C	OG6_222591	P13130
YHR140W	OG6_102603	P38842
YHR141C	OG6_100788	P0CX28
YHR142W	OG6_113009	P38843
YHR143W	OG6_500734	P38844
YHR143W-A	OG6_103748	P40422
YHR144C	OG6_102571	P06773
YHR146W	OG6_500814	P38845
YHR147C	OG6_103727	P32904
YHR148W	OG6_102070	P32899
YHR149C	OG6_222588	P32900
YHR150W	OG6_101057	P38848
YHR151C	OG6_137749	P38849
YHR152W	OG6_500695	P17123
YHR153C	OG6_500421	P17122
YHR154W	OG6_119473	P38850
YHR155W	OG6_114861	P38851
YHR156C	OG6_103383	P38852
YHR157W	OG6_500438	P33323
YHR158C	OG6_107531	P38853
YHR159W	OG6_500404	P38854
YHR160C	OG6_499862	P38855
YHR161C	OG6_102822	P38856
YHR162W	OG6_101975	P38857
YHR163W	OG6_101429	P38858
YHR164C	OG6_102643	P38859
YHR165C	OG6_101765	P33334
YHR166C	OG6_102790	P16522
YHR167W	OG6_500880	O13539
YHR168W	OG6_101006	P38860
YHR169W	OG6_102828	P38719
YHR170W	OG6_101748	P38861
YHR171W	OG6_102679	P38862
YHR172W	OG6_101900	P38863
YHR173C	OG6_499886	P38864
YHR174W	OG6_100260	P00925
YHR175W	OG6_102787	P38865
YHR175W-A	OG6_500916	Q3E815
YHR176W	OG6_100150	P38866
YHR177W	OG6_110307	P38867
YHR178W	OG6_186916	P38699
YHR179W	OG6_100194	Q03558
YHR181W	OG6_104172	P38869
YHR182W	OG6_500877	P38870
YHR183W	OG6_100975	P38720
YHR184W	OG6_500577	P38871
YHR185C	OG6_175148	P38872
YHR186C	OG6_101923	P38873
YHR187W	OG6_137837	P38874
YHR188C	OG6_103068	P38875
YHR189W	OG6_102507	P38876
YHR190W	OG6_103822	P29704
YHR191C	OG6_142748	P38877
YHR192W	OG6_170440	P38878
YHR193C	OG6_101216	P38879
YHR194W	OG6_112021	P38880
YHR195W	OG6_500292	P38881
YHR196W	OG6_500468	P38882
YHR197W	OG6_499990	P38883
YHR198C	OG6_111849	P38884
YHR199C	OG6_111849	P38885
YHR199C-A	OG6_499985	Q3E7Y6
YHR200W	OG6_102002	P38886
YHR201C	OG6_103741	P38698
YHR202W	OG6_111211	P38887
YHR203C	OG6_100732	P0CX36
YHR204W	OG6_101442	P38888
YHR205W	OG6_100157	P11792
YHR206W	OG6_165983	P38889
YHR207C	OG6_114637	P38890
YHR208W	OG6_100313	P38891
YHR209W	OG6_101540	P38892
YHR210C	OG6_101504	P38893
YHR211W	OG6_128677	P38894
YHR212W-A	OG6_128677	P0CX91
YHR213W	OG6_128677	P0CI67
YHR213W-A	OG6_500613	Q8TGT4
YHR213W-B	OG6_222542	Q8TGK1
YHR214C-B	OG6_100069	O13535
YHR214C-C	OG6_100069	P0C2I4
YHR214C-D	OG6_500257	P0CX93
YHR214C-E	OG6_500378	Q8TGK0
YHR214W	OG6_162024	P0CX19
YHR215W	OG6_101372	P38693
YHR216W	OG6_100534	P38697
YHR218W	OG6_108906	P38899
YHR219W	OG6_108906	P38900
YIL001W	OG6_106650	P40560
YIL002C	OG6_138560	P40559
YIL002W-A	OG6_500243	Q3E7Z5
YIL003W	OG6_100169	P40558
YIL004C	OG6_101026	P22804
YIL005W	OG6_104137	P40557
YIL006W	OG6_100767	P40556
YIL007C	OG6_102356	P40555
YIL008W	OG6_102802	P40554
YIL009C-A	OG6_500131	Q03096
YIL009W	OG6_100746	P39002
YIL010W	OG6_101292	P40553
YIL011W	OG6_109825	P40552
YIL013C	OG6_100151	P40550
YIL014C-A	OG6_162025	Q02598
YIL014W	OG6_105463	P40549
YIL015W	OG6_114704	P12630
YIL016W	OG6_500628	P40548
YIL017C	OG6_103879	P40547
YIL018W	OG6_100234	P0CX46
YIL019W	OG6_116866	P40546
YIL020C	OG6_107815	P40545
YIL021W	OG6_101363	P16370
YIL022W	OG6_102237	Q01852
YIL023C	OG6_103840	P40544
YIL024C	OG6_500298	P40543
YIL026C	OG6_500309	P40541
YIL027C	OG6_152871	P40540
YIL029C	OG6_181779	P40538
YIL030C	OG6_102767	P40318
YIL031W	OG6_102905	P40537
YIL033C	OG6_100449	P07278
YIL034C	OG6_103032	P13517
YIL035C	OG6_100821	P15790
YIL036W	OG6_499995	P40535
YIL037C	OG6_500190	P40534
YIL038C	OG6_101346	P06102
YIL039W	OG6_124368	P40533
YIL040W	OG6_499935	P40532
YIL041W	OG6_112318	P40531
YIL042C	OG6_103927	P40530
YIL043C	OG6_100179	P38626
YIL044C	OG6_100831	P40529
YIL045W	OG6_222572	P40187
YIL046W	OG6_112271	P39014
YIL046W-A	OG6_500556	Q3E7Z4
YIL047C	OG6_100965	P40528
YIL048W	OG6_101160	P40527
YIL049W	OG6_103960	P40526
YIL050W	OG6_101636	P40186
YIL051C	OG6_100612	P40185
YIL052C	OG6_100855	P40525
YIL053W	OG6_111160	P41277
YIL054W	OG6_500013	P40524
YIL055C	OG6_500361	P40523
YIL056W	OG6_222573	P40522
YIL057C	OG6_222574	P40188
YIL060W	OG6_181777	P40519
YIL061C	OG6_102349	Q00916
YIL062C	OG6_102485	P40518
YIL063C	OG6_139042	P40517
YIL064W	OG6_103983	P40516
YIL065C	OG6_102996	P40515
YIL066C	OG6_100448	P21672
YIL067C	OG6_114167	P40514
YIL068C	OG6_103744	P32844
YIL069C	OG6_100698	P0CX32
YIL070C	OG6_105073	P40513
YIL071C	OG6_103258	P40512
YIL072W	OG6_103312	P20050
YIL073C	OG6_133389	P40511
YIL074C	OG6_100629	P40510
YIL075C	OG6_101410	P32565
YIL076W	OG6_102500	P40509
YIL077C	OG6_500010	P40508
YIL078W	OG6_100294	P04801
YIL079C	OG6_105655	P40507
YIL082W-A	OG6_100000	Q7LHG5
YIL083C	OG6_102247	P40506
YIL084C	OG6_500648	P40505
YIL085C	OG6_127232	P40504
YIL087C	OG6_125877	P40502
YIL088C	OG6_124658	P40501
YIL089W	OG6_222592	P40500
YIL090W	OG6_121373	P40499
YIL091C	OG6_102630	P40498
YIL092W	OG6_500941	P40497
YIL093C	OG6_115945	P40496
YIL094C	OG6_100541	P40495
YIL095W	OG6_101386	P40494
YIL096C	OG6_105097	P40493
YIL097W	OG6_103231	P40492
YIL098C	OG6_109050	P40491
YIL099W	OG6_110305	P08019
YIL101C	OG6_499912	P40489
YIL102C	OG6_162025	P40488
YIL102C-A	OG6_105019	Q2V2P5
YIL103W	OG6_101267	P40487
YIL104C	OG6_103996	P40486
YIL105C	OG6_110583	P40485
YIL105W-A	OG6_500959	Q8TGN5
YIL106W	OG6_101569	P40484
YIL107C	OG6_116779	P40433
YIL108W	OG6_107913	P40483
YIL109C	OG6_101023	P40482
YIL110W	OG6_102864	P40481
YIL111W	OG6_103849	P00425
YIL112W	OG6_100104	P40480
YIL113W	OG6_115683	P40479
YIL114C	OG6_101484	P40478
YIL115C	OG6_108801	P40477
YIL116W	OG6_102457	P07172
YIL117C	OG6_222593	P40476
YIL118W	OG6_119792	Q00245
YIL119C	OG6_500278	P23250
YIL120W	OG6_104355	P40475
YIL121W	OG6_104355	P40474
YIL122W	OG6_499978	P40473
YIL123W	OG6_130006	P40472
YIL124W	OG6_100207	P40471
YIL125W	OG6_100311	P20967
YIL126W	OG6_101122	P32597
YIL127C	OG6_500295	P40470
YIL128W	OG6_102900	P40469
YIL129C	OG6_102307	P40468
YIL130W	OG6_127204	P40467
YIL131C	OG6_104629	P40466
YIL132C	OG6_500651	P40465
YIL133C	OG6_100793	P26784
YIL134C-A	OG6_500960	Q45U18
YIL134W	OG6_100767	P40464
YIL135C	OG6_500834	P40463
YIL136W	OG6_500627	P16547
YIL137C	OG6_500301	P40462
YIL138C	OG6_110870	P40414
YIL139C	OG6_104299	P38927
YIL140W	OG6_140267	P38928
YIL142W	OG6_101721	P39076
YIL143C	OG6_100822	Q00578
YIL144W	OG6_103226	P40460
YIL145C	OG6_104342	P40459
YIL146C	OG6_499854	P40458
YIL147C	OG6_133293	P39928
YIL148W	OG6_101560	P0CH08
YIL149C	OG6_103190	P40457
YIL150C	OG6_137778	P32354
YIL151C	OG6_222594	P40456
YIL152W	OG6_500765	P40455
YIL153W	OG6_101438	P40454
YIL154C	OG6_500563	P32351
YIL155C	OG6_101157	P32191
YIL156W	OG6_175840	P40453
YIL156W-B	OG6_112154	Q2V2P4
YIL157C	OG6_115671	P40452
YIL158W	OG6_222595	P40451
YIL159W	OG6_133137	P40450
YIL160C	OG6_101592	P27796
YIL161W	OG6_500919	P40449
YIL162W	OG6_101843	P00724
YIL163C	OG6_500842	P40448
YIL164C	OG6_108105	P40447
YIL165C	OG6_500502	P40446
YIL166C	OG6_114253	P40445
YIL169C	OG6_162024	P40442
YIL172C	OG6_100402	P0CW40
YIL173W	OG6_101285	P40438
YIL176C	OG6_109825	P0CE89
YIL177C	OG6_108906	P40434
YIR001C	OG6_151471	P40561
YIR002C	OG6_102422	P40562
YIR003W	OG6_500435	P40563
YIR004W	OG6_102152	P40564
YIR005W	OG6_102431	P40565
YIR006C	OG6_113577	P32521
YIR007W	OG6_107622	P40566
YIR008C	OG6_101221	P10363
YIR009W	OG6_100753	P40567
YIR010W	OG6_499880	P40568
YIR011C	OG6_113988	P38637
YIR012W	OG6_100610	P35184
YIR013C	OG6_222596	P40569
YIR014W	OG6_500549	P40570
YIR015W	OG6_103265	P40571
YIR016W	OG6_500594	P40572
YIR017C	OG6_127326	P40573
YIR018C-A	OG6_500345	Q3E7Z3
YIR018W	OG6_131160	P40574
YIR019C	OG6_500074	P08640
YIR020C	OG6_500853	P40575
YIR021W	OG6_129971	P07266
YIR021W-A	OG6_499983	Q3E739
YIR022W	OG6_100807	P15367
YIR023W	OG6_119786	P21657
YIR024C	OG6_500130	P40576
YIR025W	OG6_500570	P40577
YIR026C	OG6_101936	Q02256
YIR027C	OG6_101673	P32375
YIR028W	OG6_110303	Q04895
YIR029W	OG6_105441	P25335
YIR030C	OG6_115929	P32460
YIR031C	OG6_104513	P21826
YIR032C	OG6_121421	P32459
YIR033W	OG6_114160	P40578
YIR034C	OG6_111236	P38998
YIR035C	OG6_108186	P40579
YIR036C	OG6_108186	P40580
YIR037W	OG6_100297	P40581
YIR038C	OG6_109856	P40582
YIR039C	OG6_114704	P40583
YJL002C	OG6_102688	P41543
YIR041W	OG6_109825	P40585
YIR042C	OG6_106642	P40586
YJL001W	OG6_101390	P38624
YJL003W	OG6_106785	P47081
YJL004C	OG6_103385	P41544
YJL005W	OG6_102913	P08678
YJL006C	OG6_101562	P46962
YJL008C	OG6_102087	P47079
YJL010C	OG6_103394	P47077
YJL011C	OG6_103530	P47076
YJL012C	OG6_106806	P47075
YJL013C	OG6_154723	P47074
YJL014W	OG6_100235	P39077
YJL016W	OG6_500329	P47072
YJL019W	OG6_500060	P47069
YJL020C	OG6_148106	P47068
YJL023C	OG6_499842	P47065
YJL024C	OG6_102376	P47064
YJL025W	OG6_118120	P40992
YJL026W	OG6_100537	P09938
YJL027C	OG6_500230	P47063
YJL028W	OG6_499909	P47062
YJL029C	OG6_102035	P47061
YJL030W	OG6_103574	P40958
YJL031C	OG6_102100	Q00618
YJL033W	OG6_102138	P20448
YJL034W	OG6_100083	P16474
YJL035C	OG6_100779	P47058
YJL036W	OG6_106436	P47057
YJL037W	OG6_222597	P47056
YJL038C	OG6_222597	P47055
YJL039C	OG6_103030	P47054
YJL041W	OG6_102783	P14907
YJL042W	OG6_181780	P43638
YJL043W	OG6_222598	P47053
YJL044C	OG6_103725	P32806
YJL045W	OG6_100447	P47052
YJL046W	OG6_101366	P47051
YJL047C	OG6_500709	P47050
YJL047C-A	OG6_499936	Q3E737
YJL048C	OG6_105479	P47049
YJL049W	OG6_122791	P47048
YJL050W	OG6_100340	P47047
YJL051W	OG6_500841	P47046
YJL052C-A	OG6_500746	Q3E837
YJL052W	OG6_100218	P00360
YJL053W	OG6_101403	P40335
YJL054W	OG6_113593	P47045
YJL055W	OG6_103602	P47044
YJL056C	OG6_100166	P47043
YJL057C	OG6_108604	P47042
YJL058C	OG6_221330	P47041
YJL059W	OG6_102552	P47040
YJL060W	OG6_100255	P47039
YJL061W	OG6_113479	P40368
YJL062W	OG6_104308	P40367
YJL062W-A	OG6_116114	Q3E7B2
YJL063C	OG6_100929	P22353
YJL065C	OG6_499844	P40366
YJL066C	OG6_499937	P40364
YJL068C	OG6_103701	P40363
YJL069C	OG6_102672	P40362
YJL070C	OG6_222550	P40361
YJL071W	OG6_115934	P40360
YJL072C	OG6_102798	P40359
YJL073W	OG6_500634	P40358
YJL074C	OG6_101525	P47037
YJL076W	OG6_500407	P47035
YJL077C	OG6_500896	P47034
YJL077W-A	OG6_500244	Q8TGN3
YJL077W-B	OG6_500680	Q8TGT3
YJL078C	OG6_101367	P47033
YJL079C	OG6_101367	P47032
YJL080C	OG6_104272	P06105
YJL081C	OG6_102754	P80428
YJL082W	OG6_104710	P47031
YJL083W	OG6_499859	P47030
YJL084C	OG6_115043	P47029
YJL085W	OG6_102697	P19658
YJL087C	OG6_114248	P09880
YJL088W	OG6_101472	P05150
YJL089W	OG6_170066	P46954
YJL090C	OG6_102493	P47027
YJL091C	OG6_103051	P47026
YJL092W	OG6_101651	P12954
YJL093C	OG6_105970	P40310
YJL094C	OG6_101610	P40309
YJL095W	OG6_100581	Q01389
YJL096W	OG6_101040	P40858
YJL097W	OG6_101538	P40857
YJL098W	OG6_100938	P40856
YJL099W	OG6_222599	P40955
YJL100W	OG6_101496	P42951
YJL101C	OG6_102076	P32477
YJL102W	OG6_103657	P39677
YJL103C	OG6_500337	P42950
YJL104W	OG6_102816	P42949
YJL105W	OG6_118281	P42948
YJL106W	OG6_101384	P32581
YJL107C	OG6_500601	P42947
YJL108C	OG6_105477	P42946
YJL109C	OG6_102005	P42945
YJL110C	OG6_107467	P42944
YJL111W	OG6_101782	P42943
YJL112W	OG6_114900	P47025
YJL113W	OG6_100069	P47024
YJL114W	OG6_100069	P47023
YJL115W	OG6_101293	P32447
YJL116C	OG6_130006	P46955
YJL117W	OG6_500731	P46956
YJL118W	OG6_500605	P47022
YJL121C	OG6_100819	P46969
YJL122W	OG6_499915	P47019
YJL123C	OG6_116978	P47018
YJL124C	OG6_102846	P47017
YJL125C	OG6_100880	P46959
YJL126W	OG6_103694	P47016
YJL127C	OG6_109739	P35208
YJL127C-B	OG6_135366	Q3E828
YJL128C	OG6_100914	P08018
YJL129C	OG6_105015	P12685
YJL130C	OG6_100435	P07259
YJL131C	OG6_500494	P47015
YJL132W	OG6_110159	P47014
YJL133C-A	OG6_500708	Q3E7A3
YJL133W	OG6_101882	P10566
YJL134W	OG6_102878	P47013
YJL136C	OG6_101819	Q3E754
YJL136W-A	OG6_500801	Q3E801
YJL137C	OG6_101901	P47011
YJL138C	OG6_101294	P10081
YJL139C	OG6_166515	P26725
YJL140W	OG6_102742	P20433
YJL141C	OG6_100394	P14680
YJL143W	OG6_101935	P39515
YJL144W	OG6_500686	P47009
YJL145W	OG6_110260	P47008
YJL146W	OG6_107247	P46958
YJL147C	OG6_499947	P47007
YJL148W	OG6_500269	P47006
YJL149W	OG6_222560	P47005
YJL151C	OG6_500482	P14359
YJL153C	OG6_100830	P11986
YJL154C	OG6_101945	P34110
YJL155C	OG6_100250	P32604
YJL156C	OG6_222600	P47002
YJL157C	OG6_500219	P21268
YJL158C	OG6_127524	P47001
YJL159W	OG6_127524	P32478
YJL160C	OG6_127524	P46999
YJL161W	OG6_500505	P46998
YJL162C	OG6_105154	P46997
YJL163C	OG6_111049	P46996
YJL164C	OG6_100326	P06244
YJL165C	OG6_222601	P38970
YJL166W	OG6_105128	P08525
YJL167W	OG6_101661	P08524
YJL168C	OG6_102278	P46995
YJL170C	OG6_500417	P46993
YJL171C	OG6_114872	P46992
YJL172W	OG6_104171	P27614
YJL173C	OG6_500395	P26755
YJL174W	OG6_137739	P39005
YJL176C	OG6_100909	P32591
YJL177W	OG6_100758	P46990
YJL178C	OG6_114648	P46989
YJL179W	OG6_103090	P46988
YJL180C	OG6_102681	P22135
YJL181W	OG6_222602	P46987
YJL183W	OG6_119656	P46985
YJL184W	OG6_500766	P46984
YJL185C	OG6_500471	P46983
YJL186W	OG6_116848	P46982
YJL187C	OG6_104974	P32944
YJL189W	OG6_101109	P04650
YJL190C	OG6_100322	P0C0W1
YJL191W	OG6_100266	P39516
YJL192C	OG6_500079	P39543
YJL193W	OG6_121034	P39542
YJL194W	OG6_100406	P09119
YJL196C	OG6_100254	P39540
YJL197W	OG6_100913	P39538
YJL198W	OG6_191423	P39535
YJL200C	OG6_101426	P39533
YJL201W	OG6_103505	P32525
YJL203W	OG6_102246	P32524
YJL204C	OG6_113005	P39531
YJL205C	OG6_140562	Q02820
YJL206C	OG6_127204	P39529
YJL207C	OG6_102302	P39526
YJL208C	OG6_102078	P08466
YJL209W	OG6_500757	P07252
YJL210W	OG6_103635	P32800
YJL212C	OG6_102439	P40897
YJL213W	OG6_109063	P40896
YJL214W	OG6_100060	P40886
YJL216C	OG6_100402	P40884
YJL217W	OG6_112059	P40893
YJL218W	OG6_101136	P40892
YJL219W	OG6_100060	P40885
YJL221C	OG6_100402	P0CW41
YJL222W	OG6_101285	P40890
YJL223C	OG6_109825	P0CE88
YJL225C	OG6_108906	P40889
YJR001W	OG6_100570	P47082
YJR002W	OG6_102269	P47083
YJR003C	OG6_499911	P47084
YJR004C	OG6_500497	P20840
YJR005C-A	OG6_222586	Q3E827
YJR005W	OG6_100684	P27351
YJR006W	OG6_102286	P46957
YJR007W	OG6_101220	P20459
YJR008W	OG6_101032	P47085
YJR009C	OG6_100218	P00358
YJR010C-A	OG6_103297	P46965
YJR010W	OG6_100343	P08536
YJR011C	OG6_500892	P47086
YJR012C	OG6_113595	P47087
YJR013W	OG6_102429	P47088
YJR014W	OG6_102629	P47089
YJR015W	OG6_118295	P47090
YJR016C	OG6_102200	P39522
YJR017C	OG6_100390	P22696
YJR019C	OG6_104258	P41903
YJR021C	OG6_500151	P21651
YJR022W	OG6_102771	P47093
YJR024C	OG6_103116	P47095
YJR025C	OG6_105385	P47096
YJR026W	OG6_100069	P0CX74
YJR027W	OG6_100069	P47098
YJR028W	OG6_100069	P47099
YJR029W	OG6_100069	P47100
YJR030C	OG6_222602	P47101
YJR031C	OG6_102130	P47102
YJR032W	OG6_500258	P47103
YJR033C	OG6_115930	P47104
YJR034W	OG6_104546	Q02772
YJR035W	OG6_103189	P40352
YJR036C	OG6_101192	P40985
YJR039W	OG6_500268	P47107
YJR040W	OG6_100336	P37020
YJR041C	OG6_500487	P47108
YJR042W	OG6_143877	P46673
YJR043C	OG6_500701	P47110
YJR044C	OG6_103010	P47111
YJR045C	OG6_100423	P0CS90
YJR046W	OG6_500506	P47112
YJR047C	OG6_100628	P19211
YJR048W	OG6_101063	P00044
YJR049C	OG6_100357	P21373
YJR050W	OG6_102669	P21374
YJR051W	OG6_104311	P21375
YJR052W	OG6_109058	P06779
YJR053W	OG6_500290	P47113
YJR054W	OG6_115045	P47114
YJR055W	OG6_104054	P46973
YJR056C	OG6_137804	P47115
YJR057W	OG6_100714	P00572
YJR058C	OG6_102766	Q00381
YJR059W	OG6_222603	P47116
YJR060W	OG6_118300	P17106
YJR061W	OG6_133175	P40355
YJR062C	OG6_110430	P40354
YJR063W	OG6_103317	P32529
YJR064W	OG6_100235	P40413
YJR065C	OG6_102024	P47117
YJR066W	OG6_100794	P35169
YJR067C	OG6_153040	P47118
YJR068W	OG6_101335	P40348
YJR069C	OG6_100769	P47119
YJR070C	OG6_101312	P47120
YJR072C	OG6_101544	P47122
YJR073C	OG6_105799	P05375
YJR074W	OG6_104657	P47123
YJR075W	OG6_106964	P47124
YJR076C	OG6_108525	P32458
YJR077C	OG6_101022	P23641
YJR078W	OG6_104344	P47125
YJR079W	OG6_500940	P47126
YJR080C	OG6_143868	P47127
YJR082C	OG6_102943	P47128
YJR083C	OG6_500476	P47129
YJR084W	OG6_101860	P47130
YJR085C	OG6_110442	P47131
YJR086W	OG6_110251	P18852
YJR088C	OG6_102350	P47133
YJR089W	OG6_104442	P47134
YJR090C	OG6_101086	P24814
YJR091C	OG6_111629	P47135
YJR092W	OG6_499867	P47136
YJR093C	OG6_103053	P45976
YJR094C	OG6_500966	P21190
YJR094W-A	OG6_100717	P0CX26
YJR095W	OG6_106728	P33303
YJR096W	OG6_100072	P47137
YJR097W	OG6_104505	P47138
YJR098C	OG6_130005	P47139
YJR099W	OG6_101218	P35127
YJR100C	OG6_100156	P47140
YJR101W	OG6_115955	P47141
YJR102C	OG6_103180	P47142
YJR103W	OG6_100470	P38627
YJR104C	OG6_101013	P00445
YJR105W	OG6_100649	P47143
YJR106W	OG6_101277	P47144
YJR107W	OG6_100474	P47145
YJR108W	OG6_162025	P47146
YJR109C	OG6_100435	P03965
YJR110W	OG6_101490	P47147
YJR111C	OG6_127195	P47148
YJR115W	OG6_500553	P47152
YJR112W	OG6_107147	P47149
YJR112W-A	OG6_121391	Q3E743
YJR113C	OG6_102117	P47150
YJR116W	OG6_101954	P47153
YJR117W	OG6_101632	P47154
YJR118C	OG6_222604	P47155
YJR119C	OG6_100617	P47156
YJR120W	OG6_500914	P47157
YJR121W	OG6_100608	P00830
YJR122W	OG6_102468	P47158
YJR123W	OG6_100920	P26783
YJR124C	OG6_133054	P47159
YJR125C	OG6_103183	P47160
YJR126C	OG6_100685	P47161
YJR127C	OG6_110016	P46974
YJR129C	OG6_103791	P47163
YJR130C	OG6_110525	P47164
YJR131W	OG6_100239	P32906
YJR132W	OG6_101190	P46970
YJR133W	OG6_110217	P47165
YJR134C	OG6_103865	P47166
YJR135C	OG6_500242	P47167
YJR135W-A	OG6_101956	P57744
YJR136C	OG6_115935	P47168
YJR137C	OG6_103271	P47169
YJR138W	OG6_103753	P47170
YJR139C	OG6_100697	P31116
YJR140C	OG6_127207	P47171
YJR141W	OG6_106444	P47172
YJR142W	OG6_104807	P47173
YJR143C	OG6_105038	P46971
YJR144W	OG6_110272	P32787
YJR145C	OG6_100732	P0CX35
YJR146W	OG6_500436	P47174
