Entry	Entry Name	Protein names	Gene Names
A0A1D8PFI5	A0A1D8PFI5_CANAL	USP domain-containing protein	CAALFM_C112740WA orf19.13704
A0A1D8PFI8	A0A1D8PFI8_CANAL	Uncharacterized protein	CAALFM_C112940CA orf19.4923.1
A0A1D8PFI9	A0A1D8PFI9_CANAL	Uncharacterized protein	CAALFM_C112700WA orf19.13710
A0A1D8PFJ0	A0A1D8PFJ0_CANAL	Uncharacterized protein	CAALFM_C112720CA orf19.13707
A0A1D8PFJ5	A0A1D8PFJ5_CANAL	Cleavage/polyadenylation specificity factor A subunit N-terminal domain-containing protein	CAALFM_C112950WA orf19.12390
A0A1D8PFJ7	A0A1D8PFJ7_CANAL	Micro-fibrillar-associated protein 1 C-terminal domain-containing protein	CAALFM_C112800WA orf19.13698
A0A1D8PFJ9	A0A1D8PFJ9_CANAL	Op4p	OP4 CAALFM_C113080WA orf19.12400
A0A1D8PFK0	A0A1D8PFK0_CANAL	Uncharacterized protein	CAALFM_C112870CA orf19.12383
A0A1D8PFK2	A0A1D8PFK2_CANAL	Uncharacterized protein	CAALFM_C113100WA orf19.4936.1
A0A1D8PFK4	A0A1D8PFK4_CANAL	Mon2p	MON2 CAALFM_C113120CA orf19.12405
A0A1D8PFL0	A0A1D8PFL0_CANAL	Mitochondrial group I intron splicing factor CCM1	CAALFM_C113010WA orf19.12395
A0A1D8PFL2	A0A1D8PFL2_CANAL	Uncharacterized protein	CAALFM_C113250WA orf19.12417
A0A1D8PFL4	A0A1D8PFL4_CANAL	Uncharacterized protein	CAALFM_C112910WA orf19.4921.1
A0A1D8PFL6	A0A1D8PFL6_CANAL	Uncharacterized protein	CAALFM_C113240WA orf19.12415
A0A1D8PFM0	A0A1D8PFM0_CANAL	DUF4149 domain-containing protein	CAALFM_C113190WA orf19.4947
A0A1D8PFM4	A0A1D8PFM4_CANAL	Uncharacterized protein	CAALFM_C113390WA orf19.12430
A0A1D8PFN1	A0A1D8PFN1_CANAL	Tgl99p	TGL99 CAALFM_C113510CA orf19.12449
A0A1D8PFN5	A0A1D8PFN5_CANAL	Uncharacterized protein	CAALFM_C113370WA orf19.12428
A0A1D8PFN9	A0A1D8PFN9_CANAL	Uncharacterized protein	CAALFM_C113290WA orf19.12420
A0A1D8PFP0	A0A1D8PFP0_CANAL	Uncharacterized protein	CAALFM_C113430CA orf19.12435
A0A1D8PFR1	A0A1D8PFR1_CANAL	Uncharacterized protein	CAALFM_C113590WA orf19.12462
A0A1D8PFS0	A0A1D8PFS0_CANAL	SNAP receptor	CAALFM_C113690CA orf19.5006.2
A0A1D8PFT4	A0A1D8PFT4_CANAL	Protein-tyrosine-phosphatase	OCA6 CAALFM_C113990WA orf19.7206
A0A1D8PFU1	A0A1D8PFU1_CANAL	Rho GDP-dissociation inhibitor	CAALFM_C114020WA orf19.7209
A0A1D8PFU2	A0A1D8PFU2_CANAL	MEMO1 family protein	CAALFM_C114030WA orf19.7210
A0A1D8PFU4	A0A1D8PFU4_CANAL	Dur7p	DUR7 CAALFM_C113980CA orf19.7205
A0A1D8PFU7	A0A1D8PFU7_CANAL	Protein GMH1	CAALFM_C114200WA orf19.7228
A0A1D8PFU9	A0A1D8PFU9_CANAL	Uncharacterized protein	CAALFM_C114180WA orf19.7225
A0A1D8PFV6	A0A1D8PFV6_CANAL	Fumarylacetoacetase-like C-terminal domain-containing protein	CAALFM_C114320CA orf19.7244
A0A1D8PFW0	A0A1D8PFW0_CANAL	ATP-dependent 3'-5' DNA helicase	CAALFM_C114050CA orf19.7213
A0A1D8PFW1	A0A1D8PFW1_CANAL	Protein-lysine N-methyltransferase	CAALFM_C114160WA orf19.7223
A0A1D8PFW4	A0A1D8PFW4_CANAL	Irr1p	IRR1 CAALFM_C114230CA orf19.7233
A0A1D8PFW6	A0A1D8PFW6_CANAL	Deoxycytidine monophosphate deaminase	CAALFM_C114310WA orf19.7243
A0A1D8PFX1	A0A1D8PFX1_CANAL	Mismatch repair protein	MLH3 CAALFM_C114400CA orf19.7257
A0A1D8PFX5	A0A1D8PFX5_CANAL	Wsc4p	WSC4 CAALFM_C114360CA orf19.7251
A0A1D8PFX7	A0A1D8PFX7_CANAL	NADP-dependent oxidoreductase domain-containing protein	CAALFM_C114430CA orf19.7260
A0A1D8PFX9	A0A1D8PFX9_CANAL	Uncharacterized protein	CAALFM_C114250CA orf19.7235
A0A1D8PFY0	A0A1D8PFY0_CANAL	Polyamine acetyltransferase	CAALFM_C114500CA orf19.7269
A0A1D8PFY1	A0A1D8PFY1_CANAL	ATPase expression protein 2, mitochondrial	CAALFM_C114380CA orf19.7254
A0A1D8PFY2	A0A1D8PFY2_CANAL	mRNA splicing protein	CAALFM_C114470WA orf19.7265
A0A1D8PFY3	A0A1D8PFY3_CANAL	SAM complex subunit	SAM35 CAALFM_C114490CA orf19.7267
A0A1D8PFY4	A0A1D8PFY4_CANAL	Uncharacterized protein	CAALFM_C114520WA
A0A1D8PFY5	A0A1D8PFY5_CANAL	Xaa-Pro dipeptidase	CAALFM_C114450CA orf19.7263
A0A1D8PFY6	A0A1D8PFY6_CANAL	Uncharacterized protein	CAALFM_C114530WA orf19.7271
A0A1D8PFY7	A0A1D8PFY7_CANAL	Reverse transcriptase domain-containing protein	CAALFM_C114560CA orf19.7273
A0A1D8PFY8	A0A1D8PFY8_CANAL	Uncharacterized protein	CAALFM_C114480WA orf19.7266
A0A1D8PFZ0	A0A1D8PFZ0_CANAL	Tlo4p	TLO4 CAALFM_C114590CA orf19.7276.1
A0A1D8PFZ1	A0A1D8PFZ1_CANAL	Tlo5p	TLO5 CAALFM_C200010WA orf19.9481
A0A1D8PFZ3	A0A1D8PFZ3_CANAL	Uncharacterized protein	CIS301 CAALFM_C200050CA orf19.9476
A0A1D8PFZ5	A0A1D8PFZ5_CANAL	Uncharacterized protein	CAALFM_C114630CA
A0A1D8PFZ6	A0A1D8PFZ6_CANAL	Uncharacterized protein	CAALFM_C114550CA orf19.7272
A0A1D8PFZ7	A0A1D8PFZ7_CANAL	Fav3p	FAV3 CAALFM_C200080CA orf19.9470
A0A1D8PG01	A0A1D8PG01_CANAL	Emc9p	EMC9 CAALFM_C200120CA orf19.9463
A0A1D8PG02	A0A1D8PG02_CANAL	CCHC-type domain-containing protein	CAALFM_C114580CA orf19.7277
A0A1D8PG03	A0A1D8PG03_CANAL	Flavin reductase like domain-containing protein	CAALFM_C200110WA orf19.9466
A0A1D8PG05	A0A1D8PG05_CANAL	Required for respiratory growth protein 8, mitochondrial	CAALFM_C200090WA orf19.9469
A0A1D8PG06	A0A1D8PG06_CANAL	Nat2p	NAT2 CAALFM_C200160CA orf19.9664
A0A1D8PG09	A0A1D8PG09_CANAL	Stf2p	STF2 CAALFM_C200250WA orf19.2107.1
A0A1D8PG12	A0A1D8PG12_CANAL	Arginyl-tRNA--protein transferase 1 (EC 2.3.2.8) (Arginine-tRNA--protein transferase 1)	CAALFM_C200230WA orf19.9658
A0A1D8PG18	A0A1D8PG18_CANAL	tRNA threonylcarbamoyladenosine dehydratase	HMA1 CAALFM_C200170CA orf19.9663
A0A1D8PG23	A0A1D8PG23_CANAL	Uncharacterized protein	CAALFM_C200270CA orf19.9654
A0A1D8PG26	A0A1D8PG26_CANAL	Uncharacterized protein	CAALFM_C200360CA orf19.9642
A0A1D8PG36	A0A1D8PG36_CANAL	V-SNARE coiled-coil homology domain-containing protein	CAALFM_C200420WA orf19.9636
A0A1D8PG38	A0A1D8PG38_CANAL	Pdr6p	PDR6 CAALFM_C200370WA orf19.9641
A0A1D8PG44	A0A1D8PG44_CANAL	Pom152p	POM152 CAALFM_C200470WA orf19.9628
A0A1D8PG47	A0A1D8PG47_CANAL	Uncharacterized protein	CAALFM_C200590WA orf19.9615
A0A1D8PG50	A0A1D8PG50_CANAL	F1F0 ATP synthase subunit i	ATP18 CAALFM_C200610CA orf19.2066.1
A0A1D8PG52	A0A1D8PG52_CANAL	Uncharacterized protein	CAALFM_C200510WA orf19.9623
A0A1D8PG60	A0A1D8PG60_CANAL	ER transporter 6TM N-terminal domain-containing protein	CAALFM_C200640WA orf19.9611
A0A1D8PG62	A0A1D8PG62_CANAL	Npl6p	NPL6 CAALFM_C200710WA orf19.9602
A0A1D8PG77	A0A1D8PG77_CANAL	C2H2-type domain-containing protein	CAALFM_C200730CA orf19.9599
A0A1D8PG78	A0A1D8PG78_CANAL	Uncharacterized protein	CAALFM_C200890WA orf19.9583
A0A1D8PG85	A0A1D8PG85_CANAL	Uncharacterized protein	CAALFM_C200920WA orf19.9580
A0A1D8PG94	A0A1D8PG94_CANAL	Mitochondrial 54S ribosomal protein YmL47	CAALFM_C201030WA orf19.9569
A0A1D8PG95	A0A1D8PG95_CANAL	Biogenesis of lysosome-related organelles complex 1 subunit BLI1	CAALFM_C201040WA orf19.2018.1
A0A1D8PG98	A0A1D8PG98_CANAL	Uncharacterized protein	CAALFM_C201050WA orf19.2018.2
A0A1D8PGA0	A0A1D8PGA0_CANAL	Uncharacterized protein	CAALFM_C201140CA orf19.9561
A0A1D8PGA2	A0A1D8PGA2_CANAL	Protein phosphatase regulator	REG1 CAALFM_C201200CA orf19.9556
A0A1D8PGA5	A0A1D8PGA5_CANAL	Vacuolar membrane protein	CAALFM_C201190CA orf19.9557
A0A1D8PGA7	A0A1D8PGA7_CANAL	Fe2OG dioxygenase domain-containing protein	CAALFM_C201230WA orf19.9552
A0A1D8PGE2	A0A1D8PGE2_CANAL	Transcription factor IIIC 90kDa subunit N-terminal domain-containing protein	CAALFM_C201260WA orf19.9549
A0A1D8PGE7	A0A1D8PGE7_CANAL	TauD/TfdA-like domain-containing protein	CAALFM_C201540WA orf19.9036
A0A1D8PGE9	A0A1D8PGE9_CANAL	tRNA(Adenine34) deaminase	CAALFM_C201510CA orf19.9033
A0A1D8PGF3	A0A1D8PGF3_CANAL	Zcf6p	ZCF6 CAALFM_C201880CA orf19.1497
A0A1D8PGG2	A0A1D8PGG2_CANAL	Ima1 N-terminal domain-containing protein	CAALFM_C201930CA orf19.9081
A0A1D8PGG7	A0A1D8PGG7_CANAL	Srd1p	SRD1 CAALFM_C201980CA orf19.9085
A0A1D8PGH1	A0A1D8PGH1_CANAL	Uncharacterized protein	CAALFM_C201760CA orf19.9065
A0A1D8PGH3	A0A1D8PGH3_CANAL	Transcription factor domain-containing protein	CAALFM_C201870CA orf19.9073
A0A1D8PGH6	A0A1D8PGH6_CANAL	Zn(2+) transporter	ZRT3 CAALFM_C202180WA orf19.9109
A0A1D8PGI1	A0A1D8PGI1_CANAL	Uncharacterized protein	CAALFM_C201900CA orf19.9076
A0A1D8PGI2	A0A1D8PGI2_CANAL	Uncharacterized protein	CAALFM_C202050CA orf19.9097
A0A1D8PGI3	A0A1D8PGI3_CANAL	Uncharacterized protein	CAALFM_C202040WA orf19.9094
A0A1D8PGI6	A0A1D8PGI6_CANAL	Peptidyl-tRNA hydrolase	CAALFM_C201910WA orf19.9078
A0A1D8PGJ3	A0A1D8PGJ3_CANAL	Globin family profile domain-containing protein	CAALFM_C202220CA orf19.9113
A0A1D8PGJ5	A0A1D8PGJ5_CANAL	Polynucleotide 3'-phosphatase	CAALFM_C202290CA orf19.9121
A0A1D8PGJ6	A0A1D8PGJ6_CANAL	Uncharacterized protein	CAALFM_C202140CA orf19.1530
A0A1D8PGJ8	A0A1D8PGJ8_CANAL	Uncharacterized protein	CAALFM_C202170WA orf19.9108
A0A1D8PGJ9	A0A1D8PGJ9_CANAL	Uncharacterized protein	CAALFM_C202310WA orf19.9123
A0A1D8PGK3	A0A1D8PGK3_CANAL	Uncharacterized protein	CAALFM_C202130CA orf19.9105
A0A1D8PGL0	A0A1D8PGL0_CANAL	TAFII55 protein conserved region domain-containing protein	CAALFM_C202500WA orf19.9147
A0A1D8PGL5	A0A1D8PGL5_CANAL	Ribosomal lysine N-methyltransferase 5	CAALFM_C202360CA
A0A1D8PGM6	A0A1D8PGM6_CANAL	U4/U6-U5 snRNP complex subunit	CAALFM_C202300WA orf19.9122
A0A1D8PGM7	A0A1D8PGM7_CANAL	Ato7p	ATO7 CAALFM_C202470CA orf19.9144
A0A1D8PGN2	A0A1D8PGN2_CANAL	Major facilitator superfamily (MFS) profile domain-containing protein	CAALFM_C202570WA orf19.9155
A0A1D8PGN3	A0A1D8PGN3_CANAL	ATPase	ECM3 CAALFM_C202400WA orf19.9136
A0A1D8PGN6	A0A1D8PGN6_CANAL	Uncharacterized protein	CAALFM_C202550CA orf19.9153
A0A1D8PGN9	A0A1D8PGN9_CANAL	Importin N-terminal domain-containing protein	CAALFM_C202720WA orf19.13256
A0A1D8PGP2	A0A1D8PGP2_CANAL	rRNA-processing protein	UTP21 CAALFM_C202430WA orf19.9139
A0A1D8PGP5	A0A1D8PGP5_CANAL	Succinate dehydrogenase assembly factor 4, mitochondrial	CAALFM_C202620WA orf19.9161
A0A1D8PGP7	A0A1D8PGP7_CANAL	GABA-specific permease	CAALFM_C202790CA orf19.13248
A0A1D8PGQ1	A0A1D8PGQ1_CANAL	Topoisomerase I damage affected protein 2	CAALFM_C202670CA
A0A1D8PGQ5	A0A1D8PGQ5_CANAL	Uncharacterized protein	CAALFM_C202920WA orf19.13235
A0A1D8PGQ6	A0A1D8PGQ6_CANAL	Uga6p	UGA6 CAALFM_C202850WA orf19.13242
A0A1D8PGR3	A0A1D8PGR3_CANAL	Uncharacterized protein	CAALFM_C202910WA orf19.5814.1
A0A1D8PGR6	A0A1D8PGR6_CANAL	5-oxoprolinase	HYU1 CAALFM_C202990CA orf19.13226
A0A1D8PGS4	A0A1D8PGS4_CANAL	Uncharacterized protein	CAALFM_C203110WA orf19.13207
A0A1D8PGT0	A0A1D8PGT0_CANAL	Protein-arginine N-methyltransferase	CAALFM_C203130WA orf19.13205
A0A1D8PGT1	A0A1D8PGT1_CANAL	Carboxylic ester hydrolase	CAALFM_C203140CA orf19.13204
A0A1D8PGT5	A0A1D8PGT5_CANAL	Aldehyde dehydrogenase (NAD(P)(+))	ALD5 CAALFM_C202970CA orf19.13228
A0A1D8PGT8	A0A1D8PGT8_CANAL	LCCL domain-containing protein	CAALFM_C203150CA orf19.13202
A0A1D8PGU5	A0A1D8PGU5_CANAL	Uncharacterized protein	CAALFM_C203450WA orf19.8494
A0A1D8PGU6	A0A1D8PGU6_CANAL	Rgp1p	CAALFM_C203340WA orf19.8513
A0A1D8PGV8	A0A1D8PGV8_CANAL	ATP synthase subunit K, mitochondrial	CAALFM_C203210WA orf19.909.1
A0A1D8PGW0	A0A1D8PGW0_CANAL	Adaecp	ADAEC CAALFM_C203520CA orf19.8487
A0A1D8PGW4	A0A1D8PGW4_CANAL	Fmo2p	FMO2 CAALFM_C203610WA orf19.8477
A0A1D8PGW6	A0A1D8PGW6_CANAL	Uncharacterized protein	CAALFM_C203570CA orf19.8481
A0A1D8PGW9	A0A1D8PGW9_CANAL	Amidase	CAALFM_C203700WA orf19.8470
A0A1D8PGX0	A0A1D8PGX0_CANAL	S-adenosylmethionine-dependent methyltransferase	CAALFM_C202960CA orf19.13230
A0A1D8PGX4	A0A1D8PGX4_CANAL	Solute carrier family 66 member 3	CAALFM_C203290WA orf19.8518
A0A1D8PGX5	A0A1D8PGX5_CANAL	Sap98p	SAP98 CAALFM_C203680WA orf19.8472
A0A1D8PGX9	A0A1D8PGX9_CANAL	Uncharacterized protein	CAALFM_C203630WA orf19.8475
A0A1D8PGY3	A0A1D8PGY3_CANAL	Protein LST4	CAALFM_C203500WA orf19.8490
A0A1D8PGZ0	A0A1D8PGZ0_CANAL	Phosphoprotein phosphatase	CAALFM_C203780CA orf19.8463
A0A1D8PGZ1	A0A1D8PGZ1_CANAL	UNC-45/Cro1/She4 central domain-containing protein	CAALFM_C203420CA orf19.8498
A0A1D8PGZ4	A0A1D8PGZ4_CANAL	Uncharacterized protein	CAALFM_C203890WA orf19.8456
A0A1D8PGZ6	A0A1D8PGZ6_CANAL	Ino eighty subunit 1	CAALFM_C203900CA orf19.8455
A0A1D8PGZ9	A0A1D8PGZ9_CANAL	Sap99p	SAP99 CAALFM_C203670WA orf19.8473
A0A1D8PH00	A0A1D8PH00_CANAL	Asr3p	ASR3 CAALFM_C203790CA orf19.8462
A0A1D8PH02	A0A1D8PH02_CANAL	Trifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase/thiaminase	THI20 CAALFM_C203370WA orf19.8508
A0A1D8PH07	A0A1D8PH07_CANAL	Uncharacterized protein	CAALFM_C203970WA orf19.8447
A0A1D8PH10	A0A1D8PH10_CANAL	Protein kinase	CAALFM_C203760CA orf19.8466
A0A1D8PH25	A0A1D8PH25_CANAL	Uncharacterized protein	CAALFM_C204100WA orf19.8431
A0A1D8PH30	A0A1D8PH30_CANAL	Rpd3L histone deacetylase complex subunit	CAALFM_C204130WA orf19.8428
A0A1D8PH38	A0A1D8PH38_CANAL	Uncharacterized protein	CAALFM_C204450WA orf19.11983
A0A1D8PH39	A0A1D8PH39_CANAL	Uncharacterized protein	CAALFM_C204170CA orf19.804.1
A0A1D8PH41	A0A1D8PH41_CANAL	Uncharacterized protein	CAALFM_C204090WA orf19.8432
A0A1D8PH44	A0A1D8PH44_CANAL	Uncharacterized protein	CAALFM_C204320WA orf19.1590
A0A1D8PH47	A0A1D8PH47_CANAL	DUF1279 domain-containing protein	CAALFM_C204300CA orf19.1592
A0A1D8PH50	A0A1D8PH50_CANAL	Uncharacterized protein	CAALFM_C204440WA orf19.11984
A0A1D8PH54	A0A1D8PH54_CANAL	Ifa4p	IFA4 CAALFM_C204420WA orf19.11986
A0A1D8PH57	A0A1D8PH57_CANAL	Cyclin N-terminal domain-containing protein	CAALFM_C204400WA orf19.11988
A0A1D8PH58	A0A1D8PH58_CANAL	Uncharacterized protein	CAALFM_C204670WA orf19.149
A0A1D8PH61	A0A1D8PH61_CANAL	F-box domain-containing protein	CAALFM_C204410WA
A0A1D8PH64	A0A1D8PH64_CANAL	Adh3p	ADH3 CAALFM_C204470WA orf19.11981
A0A1D8PH67	A0A1D8PH67_CANAL	Enoyl reductase (ER) domain-containing protein	CAALFM_C204480WA orf19.11980
A0A1D8PH73	A0A1D8PH73_CANAL	Uncharacterized protein	CAALFM_C204620WA orf19.11964
A0A1D8PH76	A0A1D8PH76_CANAL	Uncharacterized protein	CAALFM_C204780WA orf19.7818
A0A1D8PH77	A0A1D8PH77_CANAL	Cell division control protein 14	CAALFM_C204740CA orf19.7823
A0A1D8PH79	A0A1D8PH79_CANAL	Tpo5p	TPO5 CAALFM_C204690CA orf19.7792
A0A1D8PH84	A0A1D8PH84_CANAL	Uncharacterized protein	CAALFM_C204700CA orf19.7793
A0A1D8PH86	A0A1D8PH86_CANAL	Uncharacterized protein	CAALFM_C204730WA orf19.7824
A0A1D8PH88	A0A1D8PH88_CANAL	NADPH-adrenodoxin reductase	ARH2 CAALFM_C204880CA orf19.11004
A0A1D8PH90	A0A1D8PH90_CANAL	Uncharacterized protein	CAALFM_C204750WA orf19.7822
A0A1D8PH91	A0A1D8PH91_CANAL	Mitochondrial 37S ribosomal protein MRP51	CAALFM_C204790CA orf19.7816
A0A1D8PHA7	A0A1D8PHA7_CANAL	Abp2p	ABP2 CAALFM_C204970WA orf19.11013
A0A1D8PHB1	A0A1D8PHB1_CANAL	Protein phosphatase regulator	BUD14 CAALFM_C205260WA orf19.11038
A0A1D8PHB9	A0A1D8PHB9_CANAL	Uncharacterized protein	CAALFM_C205330CA orf19.11047
A0A1D8PHC5	A0A1D8PHC5_CANAL	Uncharacterized protein	CAALFM_C205220CA orf19.11035
A0A1D8PHC7	A0A1D8PHC7_CANAL	Rxt3p	RXT3 CAALFM_C205370CA orf19.11052
A0A1D8PHD9	A0A1D8PHD9_CANAL	Gag1-like clamp domain-containing protein	CAALFM_C205380WA orf19.11053
A0A1D8PHE0	A0A1D8PHE0_CANAL	Mitochondrial 37S ribosomal protein MRPS35	CAALFM_C205300CA orf19.11043
A0A1D8PHE3	A0A1D8PHE3_CANAL	Cx9C motif-containing protein 4, mitochondrial	CAALFM_C205480CA orf19.3577.1
A0A1D8PHE6	A0A1D8PHE6_CANAL	Altered inheritance rate of mitochondria protein 29	CAALFM_C204960CA orf19.11012
A0A1D8PHF1	A0A1D8PHF1_CANAL	U1 snRNP complex subunit	CAALFM_C205540CA orf19.14156
A0A1D8PHF9	A0A1D8PHF9_CANAL	RanBD1 domain-containing protein	CAALFM_C205530CA orf19.11067
A0A1D8PHG1	A0A1D8PHG1_CANAL	Oxysterol-binding protein	OSH4 CAALFM_C205720CA orf19.14172
A0A1D8PHG8	A0A1D8PHG8_CANAL	Uncharacterized protein	CAALFM_C205400WA orf19.11056
A0A1D8PHG9	A0A1D8PHG9_CANAL	GRIP domain-containing protein	CAALFM_C205800CA orf19.14182
A0A1D8PHH2	A0A1D8PHH2_CANAL	Png2p	PNG2 CAALFM_C205660WA orf19.14166
A0A1D8PHH8	A0A1D8PHH8_CANAL	Transmembrane protein 135 N-terminal domain-containing protein	CAALFM_C205820WA orf19.12672
A0A1D8PHI1	A0A1D8PHI1_CANAL	Uncharacterized protein	CAALFM_C205870WA orf19.5210.1
A0A1D8PHJ0	A0A1D8PHJ0_CANAL	HTH APSES-type domain-containing protein	CAALFM_C205860CA orf19.12677
A0A1D8PHJ1	A0A1D8PHJ1_CANAL	PCI domain-containing protein	CAALFM_C206030WA orf19.11599
A0A1D8PHJ5	A0A1D8PHJ5_CANAL	N-acetyltransferase	CAALFM_C206040CA orf19.11597
A0A1D8PHK4	A0A1D8PHK4_CANAL	Uncharacterized protein	CAALFM_C206090WA orf19.11591
A0A1D8PHK8	A0A1D8PHK8_CANAL	rRNA-processing protein	LAS1 CAALFM_C206000WA orf19.11602
A0A1D8PHL1	A0A1D8PHL1_CANAL	Faa2-1p	FAA2-1 CAALFM_C206070WA orf19.11595
A0A1D8PHL7	A0A1D8PHL7_CANAL	F1F0 ATP synthase subunit h	ATP14 CAALFM_C206290CA orf19.5491.1
A0A1D8PHM2	A0A1D8PHM2_CANAL	Nudix hydrolase domain-containing protein	CAALFM_C206080CA orf19.11593
A0A1D8PHM7	A0A1D8PHM7_CANAL	Uncharacterized protein	CAALFM_C206270WA orf19.12944
A0A1D8PHN4	A0A1D8PHN4_CANAL	Autophagy-related protein 25	CAALFM_C206280CA orf19.12946
A0A1D8PHP1	A0A1D8PHP1_CANAL	Scp1p	SCP1 CAALFM_C206370CA orf19.7688
A0A1D8PHP4	A0A1D8PHP4_CANAL	Conserved oligomeric Golgi complex subunit 8 (Component of oligomeric Golgi complex 8)	CAALFM_C206620WA orf19.7709
A0A1D8PHP5	A0A1D8PHP5_CANAL	Uncharacterized protein	CAALFM_C206510WA orf19.7698
A0A1D8PHP8	A0A1D8PHP8_CANAL	Ammonium permease	FRP3 CAALFM_C206680WA orf19.8810
A0A1D8PHQ3	A0A1D8PHQ3_CANAL	Antitoxin	CAALFM_C206630CA orf19.36.1
A0A1D8PHQ6	A0A1D8PHQ6_CANAL	Gre2p	GRE2 CAALFM_C206720WA orf19.10660
A0A1D8PHQ7	A0A1D8PHQ7_CANAL	Telomere replication protein EST3	CAALFM_C206760CA orf19.10656
A0A1D8PHR4	A0A1D8PHR4_CANAL	Mitotic regulator	LTE1 CAALFM_C206860WA orf19.9780
A0A1D8PHR7	A0A1D8PHR7_CANAL	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	CAALFM_C206750CA orf19.10657
A0A1D8PHS4	A0A1D8PHS4_CANAL	Uncharacterized protein	CAALFM_C207000WA orf19.9796
A0A1D8PHS6	A0A1D8PHS6_CANAL	Uncharacterized protein	CAALFM_C206980WA orf19.9792
A0A1D8PHT1	A0A1D8PHT1_CANAL	Uncharacterized protein	CAALFM_C206740WA orf19.10658
A0A1D8PHT6	A0A1D8PHT6_CANAL	Uncharacterized protein	CAALFM_C206930CA orf19.9787
A0A1D8PHT7	A0A1D8PHT7_CANAL	Reverse transcriptase Ty1/copia-type domain-containing protein	CAALFM_C206610CA
A0A1D8PHT8	A0A1D8PHT8_CANAL	Uncharacterized protein	CAALFM_C207110CA orf19.9806
A0A1D8PHU0	A0A1D8PHU0_CANAL	Mitochondrial 54S ribosomal protein MRPL50	CAALFM_C207030CA orf19.9799
A0A1D8PHU4	A0A1D8PHU4_CANAL	DUF1682 family protein	CAALFM_C207010WA orf19.9797
A0A1D8PHU5	A0A1D8PHU5_CANAL	NAD-dependent epimerase/dehydratase domain-containing protein	CAALFM_C206710WA orf19.10661
A0A1D8PHU6	A0A1D8PHU6_CANAL	Phosphoric monoester hydrolase	CAALFM_C207140WA orf19.9809
A0A1D8PHV7	A0A1D8PHV7_CANAL	Altered inheritance of mitochondria protein 44	CAALFM_C207390CA orf19.9449
A0A1D8PHW0	A0A1D8PHW0_CANAL	Sedoheptulose-bisphosphatase	CAALFM_C207420WA orf19.9445
A0A1D8PHW7	A0A1D8PHW7_CANAL	G-patch domain-containing protein	CAALFM_C207510WA orf19.9433
A0A1D8PHY0	A0A1D8PHY0_CANAL	Uncharacterized protein	CAALFM_C207550WA orf19.9428
A0A1D8PHY1	A0A1D8PHY1_CANAL	Meiotic recombination directing protein	MSC7 CAALFM_C207600CA orf19.9421
A0A1D8PHY2	A0A1D8PHY2_CANAL	Mitochondrial 54S ribosomal protein YmL7/YmL5	CAALFM_C207680WA orf19.9759
A0A1D8PHY3	A0A1D8PHY3_CANAL	5'-3' DNA helicase ZGRF1-like N-terminal domain-containing protein	CAALFM_C207690WA orf19.9758
A0A1D8PHY7	A0A1D8PHY7_CANAL	AB hydrolase-1 domain-containing protein	CAALFM_C207650CA orf19.9762
A0A1D8PHY8	A0A1D8PHY8_CANAL	Flavin reductase like domain-containing protein	CAALFM_C207270WA orf19.9824
A0A1D8PHZ0	A0A1D8PHZ0_CANAL	Uncharacterized protein	CAALFM_C207020CA orf19.9798
A0A1D8PHZ2	A0A1D8PHZ2_CANAL	Sedoheptulose 1,7-bisphosphatase	CAALFM_C207790CA orf19.9748
A0A1D8PHZ3	A0A1D8PHZ3_CANAL	RRM domain-containing protein	CAALFM_C207520CA orf19.9432
A0A1D8PHZ6	A0A1D8PHZ6_CANAL	Pds5p	PDS5 CAALFM_C207660WA orf19.9761
A0A1D8PHZ9	A0A1D8PHZ9_CANAL	EamA domain-containing protein	CAALFM_C207760WA orf19.9749
A0A1D8PI02	A0A1D8PI02_CANAL	Uncharacterized protein	CAALFM_C207910CA orf19.2191.1
A0A1D8PI08	A0A1D8PI08_CANAL	Pho86p	PHO86 CAALFM_C207820CA orf19.9745
A0A1D8PI09	A0A1D8PI09_CANAL	DH domain-containing protein	CAALFM_C207620WA orf19.9419
A0A1D8PI10	A0A1D8PI10_CANAL	Fumarylacetoacetase-like C-terminal domain-containing protein	CAALFM_C207980WA orf19.9730
A0A1D8PI13	A0A1D8PI13_CANAL	Serine/threonine protein kinase	CAALFM_C207530CA orf19.9430
A0A1D8PI18	A0A1D8PI18_CANAL	Uncharacterized protein	CAALFM_C207720CA orf19.9755
A0A1D8PI29	A0A1D8PI29_CANAL	Uncharacterized protein	CAALFM_C208260WA orf19.9765
A0A1D8PI30	A0A1D8PI30_CANAL	Biogenesis of lysosome-related organelles complex 1 subunit CNL1	CAALFM_C207770CA orf19.2203.1
A0A1D8PI33	A0A1D8PI33_CANAL	Sterol esterase	CAALFM_C207440CA orf19.9443
A0A1D8PI34	A0A1D8PI34_CANAL	Uncharacterized protein	CAALFM_C208200WA orf19.9711
A0A1D8PI37	A0A1D8PI37_CANAL	Uncharacterized protein	CAALFM_C207540WA orf19.9429
A0A1D8PI39	A0A1D8PI39_CANAL	Uncharacterized protein	CAALFM_C208150WA orf19.9715
