Entry	Entry Name	Protein names	Gene Names
A0A2H0ZWE3	A0A2H0ZWE3_CANAR	N-acetyltransferase domain-containing protein	B9J08_002077 CA7LBN_003151
A0A2H0ZWE5	A0A2H0ZWE5_CANAR	Transcription factor Iwr1 domain-containing protein	B9J08_002441
A0A2H0ZWF0	A0A2H0ZWF0_CANAR	Uncharacterized protein	B9J08_002108
A0A2H0ZWG1	A0A2H0ZWG1_CANAR	Uncharacterized protein	B9J08_002097
A0A2H0ZWG2	A0A2H0ZWG2_CANAR	Uncharacterized protein	B9J08_002451
A0A2H0ZWG3	A0A2H0ZWG3_CANAR	RRM domain-containing protein	B9J08_002094
A0A2H0ZWG4	A0A2H0ZWG4_CANAR	RRM domain-containing protein	B9J08_002410
A0A2H0ZWG6	A0A2H0ZWG6_CANAR	Uncharacterized protein	B9J08_002119
A0A2H0ZWG7	A0A2H0ZWG7_CANAR	Fumarylacetoacetase-like C-terminal domain-containing protein	B9J08_002107
A0A2H0ZWH0	A0A2H0ZWH0_CANAR	Inner nuclear membrane protein SRC1	B9J08_002137
A0A2H0ZWH7	A0A2H0ZWH7_CANAR	Arginosuccinase	B9J08_002117
A0A2H0ZWH8	A0A2H0ZWH8_CANAR	Uncharacterized protein	B9J08_002141 CA7LBN_003097
A0A2H0ZWH9	A0A2H0ZWH9_CANAR	SH3 domain-containing protein	B9J08_002139 CA7LBN_003099
A0A2H0ZWI0	A0A2H0ZWI0_CANAR	Arrestin C-terminal-like domain-containing protein	B9J08_002432
A0A2H0ZWI1	A0A2H0ZWI1_CANAR	Uncharacterized protein	B9J08_002471
A0A2H0ZWI5	A0A2H0ZWI5_CANAR	Protein IFH1	B9J08_002127 CA7LBN_003109
A0A2H0ZWI7	A0A2H0ZWI7_CANAR	ABC1 atypical kinase-like domain-containing protein	B9J08_002133 CA7LBN_003104
A0A2H0ZWI8	A0A2H0ZWI8_CANAR	PRELI/MSF1 domain-containing protein	B9J08_002442
A0A2H0ZWJ1	A0A2H0ZWJ1_CANAR	Peptidase A1 domain-containing protein	B9J08_002149 CA7LBN_003090
A0A2H0ZWJ3	A0A2H0ZWJ3_CANAR	Uncharacterized protein	B9J08_002156 CA7LBN_003084
A0A2H0ZWJ4	A0A2H0ZWJ4_CANAR	Uncharacterized protein	B9J08_002138
A0A2H0ZWJ6	A0A2H0ZWJ6_CANAR	Uncharacterized protein	B9J08_002135 CA7LBN_003103
A0A2H0ZWJ7	A0A2H0ZWJ7_CANAR	Uncharacterized protein	B9J08_002157
A0A2H0ZWK1	A0A2H0ZWK1_CANAR	UDENN domain-containing protein	B9J08_002144 CA7LBN_003094
A0A2H0ZWK2	A0A2H0ZWK2_CANAR	Uncharacterized protein	B9J08_002161 CA7LBN_003080
A0A2H0ZWK7	A0A2H0ZWK7_CANAR	N-acetyltransferase domain-containing protein	B9J08_002171
A0A2H0ZWK8	A0A2H0ZWK8_CANAR	Bud22 domain-containing protein	B9J08_002154 CA7LBN_003086
A0A2H0ZWK9	A0A2H0ZWK9_CANAR	STAS domain-containing protein	B9J08_002462 CA7LBN_004695
A0A2H0ZWL0	A0A2H0ZWL0_CANAR	AB hydrolase-1 domain-containing protein	B9J08_002166
A0A2H0ZWL1	A0A2H0ZWL1_CANAR	Cytochrome c oxidase assembly protein COX16, mitochondrial	B9J08_002511
A0A2H0ZWL4	A0A2H0ZWL4_CANAR	Myb-like domain-containing protein	B9J08_002522
A0A2H0ZWL5	A0A2H0ZWL5_CANAR	YCII-related domain-containing protein	B9J08_002158
A0A2H0ZWL6	A0A2H0ZWL6_CANAR	Kinetochore-associated protein	B9J08_002472
A0A2H0ZWL7	A0A2H0ZWL7_CANAR	Aminotransferase class I/classII domain-containing protein	B9J08_002164 CA7LBN_003077
A0A2H0ZWL9	A0A2H0ZWL9_CANAR	Uncharacterized protein	B9J08_002176
A0A2H0ZWM7	A0A2H0ZWM7_CANAR	Uncharacterized protein	B9J08_002174 CA7LBN_003068
A0A2H0ZWM8	A0A2H0ZWM8_CANAR	Antagonist of mitotic exit network protein 1	B9J08_002177
A0A2H0ZWM9	A0A2H0ZWM9_CANAR	Major facilitator superfamily (MFS) profile domain-containing protein	B9J08_002168 CA7LBN_003073
A0A2H0ZWN0	A0A2H0ZWN0_CANAR	Uncharacterized protein	B9J08_002175
A0A2H0ZWN4	A0A2H0ZWN4_CANAR	Protein SIP5	B9J08_002542 CA7LBN_004624
A0A2H0ZWN5	A0A2H0ZWN5_CANAR	HAD hydrolase	B9J08_002189
A0A2H0ZWN6	A0A2H0ZWN6_CANAR	Uncharacterized protein	B9J08_002492
A0A2H0ZWN7	A0A2H0ZWN7_CANAR	Uncharacterized protein	B9J08_002187
A0A2H0ZWP3	A0A2H0ZWP3_CANAR	Arrestin C-terminal-like domain-containing protein	B9J08_002178
A0A2H0ZWP6	A0A2H0ZWP6_CANAR	Uncharacterized protein	B9J08_002205
A0A2H0ZWP9	A0A2H0ZWP9_CANAR	Topoisomerase I damage affected protein 11	B9J08_002204 CA7LBN_003045
A0A2H0ZWQ1	A0A2H0ZWQ1_CANAR	Uncharacterized protein	B9J08_002200
A0A2H0ZWQ2	A0A2H0ZWQ2_CANAR	F-box domain-containing protein	B9J08_002552 CA7LBN_004616
A0A2H0ZWQ7	A0A2H0ZWQ7_CANAR	HIT-type domain-containing protein	B9J08_002215
A0A2H0ZWQ9	A0A2H0ZWQ9_CANAR	Histone H2A.Z-specific chaperone CHZ1 (Histone H2A.Z-specific chaperone chz1)	B9J08_002221
A0A2H0ZWR1	A0A2H0ZWR1_CANAR	SMP-30/Gluconolactonase/LRE-like region domain-containing protein	B9J08_002214 CA7LBN_003036
A0A2H0ZWR3	A0A2H0ZWR3_CANAR	Chromatin structure-remodeling complex protein RSC58	B9J08_002198
A0A2H0ZWR4	A0A2H0ZWR4_CANAR	DNA-directed RNA polymerase III subunit RPC4	B9J08_002210 CA7LBN_003040
A0A2H0ZWR7	A0A2H0ZWR7_CANAR	Gfd2/YDR514C-like C-terminal domain-containing protein	B9J08_002572
A0A2H0ZWS0	A0A2H0ZWS0_CANAR	Purine permease	B9J08_002227 CA7LBN_003025
A0A2H0ZWS1	A0A2H0ZWS1_CANAR	Uncharacterized protein	B9J08_002226 CA7LBN_003026
A0A2H0ZWS2	A0A2H0ZWS2_CANAR	Cyclin N-terminal domain-containing protein	B9J08_002220 CA7LBN_003032
A0A2H0ZWS6	A0A2H0ZWS6_CANAR	AN1-type domain-containing protein	B9J08_002533
A0A2H0ZWT1	A0A2H0ZWT1_CANAR	Uncharacterized protein	B9J08_002230
A0A2H0ZWT4	A0A2H0ZWT4_CANAR	Uncharacterized protein	B9J08_002229
A0A2H0ZWT5	A0A2H0ZWT5_CANAR	Uncharacterized protein	B9J08_002234 CA7LBN_003019
A0A2H0ZWT6	A0A2H0ZWT6_CANAR	Uncharacterized protein	B9J08_002543 CA7LBN_004623
A0A2H0ZWT7	A0A2H0ZWT7_CANAR	Uncharacterized protein	B9J08_002218
A0A2H0ZWU0	A0A2H0ZWU0_CANAR	Uncharacterized protein	B9J08_002247 CA7LBN_004881
A0A2H0ZWU5	A0A2H0ZWU5_CANAR	Major facilitator superfamily (MFS) profile domain-containing protein	B9J08_002239 CA7LBN_004889
A0A2H0ZWU7	A0A2H0ZWU7_CANAR	Uncharacterized protein	B9J08_002228
A0A2H0ZWU8	A0A2H0ZWU8_CANAR	DUF410-domain-containing protein	B9J08_002553
A0A2H0ZWW0	A0A2H0ZWW0_CANAR	Uncharacterized protein	B9J08_002260
A0A2H0ZWW2	A0A2H0ZWW2_CANAR	VWFA domain-containing protein	B9J08_002563 CA7LBN_004608
A0A2H0ZWW7	A0A2H0ZWW7_CANAR	Uncharacterized protein	B9J08_002285
A0A2H0ZWW8	A0A2H0ZWW8_CANAR	Uncharacterized protein	B9J08_002266
A0A2H0ZWX6	A0A2H0ZWX6_CANAR	Uncharacterized protein	B9J08_002274
A0A2H0ZWY1	A0A2H0ZWY1_CANAR	Uncharacterized protein	B9J08_001988
A0A2H0ZWZ2	A0A2H0ZWZ2_CANAR	Aspartate-tRNA ligase	B9J08_001999
A0A2H0ZWZ3	A0A2H0ZWZ3_CANAR	D-galactonate transporter	B9J08_002583
A0A2H0ZWZ4	A0A2H0ZWZ4_CANAR	Uncharacterized protein	B9J08_002296
A0A2H0ZX10	A0A2H0ZX10_CANAR	CP-type G domain-containing protein	B9J08_002009 CA7LBN_003210
A0A2H0ZX16	A0A2H0ZX16_CANAR	VPS37 C-terminal domain-containing protein	B9J08_002343
A0A2H0ZX31	A0A2H0ZX31_CANAR	Protein FMP42	B9J08_001977
A0A2H0ZX39	A0A2H0ZX39_CANAR	Uncharacterized protein	B9J08_002341
A0A2H0ZX54	A0A2H0ZX54_CANAR	Uncharacterized protein	B9J08_002375
A0A2H0ZX58	A0A2H0ZX58_CANAR	Protein disulfide-isomerase domain	B9J08_002360 CA7LBN_004780
A0A2H0ZX66	A0A2H0ZX66_CANAR	Uncharacterized protein	B9J08_002369
A0A2H0ZX77	A0A2H0ZX77_CANAR	Uracil-DNA glycosylase-like domain-containing protein	B9J08_002385 CA7LBN_004762
A0A2H0ZX89	A0A2H0ZX89_CANAR	DUF202 domain-containing protein	B9J08_002425
A0A2H0ZX90	A0A2H0ZX90_CANAR	Altered inheritance of mitochondria protein 19	B9J08_002071
A0A2H0ZXC2	A0A2H0ZXC2_CANAR	Proteasome assembly chaperone 1	B9J08_002438 CA7LBN_004718
A0A2H0ZXC8	A0A2H0ZXC8_CANAR	Phosphatidylglycerol/phosphatidylinositol transfer protein	B9J08_002461
A0A2H0ZXC9	A0A2H0ZXC9_CANAR	TEA domain-containing protein	B9J08_002052 CA7LBN_003175
A0A2H0ZXD5	A0A2H0ZXD5_CANAR	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	B9J08_002450
A0A2H0ZXD6	A0A2H0ZXD6_CANAR	Uncharacterized protein	B9J08_002443
A0A2H0ZXE0	A0A2H0ZXE0_CANAR	Bromo domain-containing protein	B9J08_002111
A0A2H0ZXE1	A0A2H0ZXE1_CANAR	YTH domain-containing protein	B9J08_002062 CA7LBN_003165
A0A2H0ZXF2	A0A2H0ZXF2_CANAR	Iron transporter FTH1	B9J08_002464 CA7LBN_004693
A0A2H0ZXF5	A0A2H0ZXF5_CANAR	Uncharacterized protein	B9J08_002468
A0A2H0ZXH1	A0A2H0ZXH1_CANAR	FAD/NAD(P)-binding domain-containing protein	B9J08_002499 CA7LBN_004663
A0A2H0ZXH4	A0A2H0ZXH4_CANAR	Uncharacterized protein	B9J08_002131 CA7LBN_003105
A0A2H0ZXH5	A0A2H0ZXH5_CANAR	Uncharacterized protein	B9J08_002525 CA7LBN_004641
A0A2H0ZXI8	A0A2H0ZXI8_CANAR	Ubiquitin-conjugating enzyme variant MMS2	B9J08_002502
A0A2H0ZXJ2	A0A2H0ZXJ2_CANAR	Uncharacterized protein	B9J08_002507
A0A2H0ZXJ3	A0A2H0ZXJ3_CANAR	25S rRNA (uridine-N(3))-methyltransferase BMT5-like domain-containing protein	B9J08_002092 CA7LBN_003137
A0A2H0ZXJ6	A0A2H0ZXJ6_CANAR	Probable endonuclease LCL3 (Probable endonuclease lcl3)	B9J08_002513
A0A2H0ZXK6	A0A2H0ZXK6_CANAR	Uncharacterized protein	B9J08_002523
A0A2H0ZXK8	A0A2H0ZXK8_CANAR	Amino acid transporter transmembrane domain-containing protein	B9J08_002102
A0A2H0ZXL2	A0A2H0ZXL2_CANAR	Uncharacterized protein	B9J08_002540
A0A2H0ZXM7	A0A2H0ZXM7_CANAR	Histone chaperone RTT106 (Histone chaperone rtt106)	B9J08_002162
A0A2H0ZXN5	A0A2H0ZXN5_CANAR	Amino acid permease/ SLC12A domain-containing protein	B9J08_001530 CA7LBN_001650
A0A2H0ZXP0	A0A2H0ZXP0_CANAR	Amino acid transporter transmembrane domain-containing protein	B9J08_001536 CA7LBN_001645
A0A2H0ZXP8	A0A2H0ZXP8_CANAR	Dihydrodipicolinate synthase	B9J08_001540
A0A2H0ZXQ5	A0A2H0ZXQ5_CANAR	Uncharacterized protein	B9J08_002132
A0A2H0ZXR1	A0A2H0ZXR1_CANAR	Aldehyde dehydrogenase domain-containing protein	B9J08_001533 CA7LBN_001648
A0A2H0ZXR3	A0A2H0ZXR3_CANAR	Uncharacterized protein	B9J08_001545
A0A2H0ZXR4	A0A2H0ZXR4_CANAR	NAD(P)-binding domain-containing protein	B9J08_001538 CA7LBN_001643
A0A2H0ZXR5	A0A2H0ZXR5_CANAR	Nucleoporin	B9J08_002192 CA7LBN_003056
A0A2H0ZXR7	A0A2H0ZXR7_CANAR	Uncharacterized protein	B9J08_001556
A0A2H0ZXS1	A0A2H0ZXS1_CANAR	Programmed cell death protein 2 C-terminal domain-containing protein	B9J08_001560 CA7LBN_001625
A0A2H0ZXS4	A0A2H0ZXS4_CANAR	Uncharacterized protein	B9J08_001555
A0A2H0ZXS5	A0A2H0ZXS5_CANAR	Uncharacterized protein	B9J08_001548
A0A2H0ZXT0	A0A2H0ZXT0_CANAR	TauD/TfdA-like domain-containing protein	B9J08_001570 CA7LBN_001616
A0A2H0ZXT1	A0A2H0ZXT1_CANAR	Amino acid transporter transmembrane domain-containing protein	B9J08_001537 CA7LBN_001644
A0A2H0ZXT2	A0A2H0ZXT2_CANAR	Uncharacterized protein	B9J08_001549
A0A2H0ZXT4	A0A2H0ZXT4_CANAR	Uncharacterized protein	B9J08_001565 CA7LBN_001620
A0A2H0ZXT5	A0A2H0ZXT5_CANAR	TauD/TfdA-like domain-containing protein	B9J08_001558 CA7LBN_001627
A0A2H0ZXT6	A0A2H0ZXT6_CANAR	EF-hand domain-containing protein	B9J08_002163
A0A2H0ZXT7	A0A2H0ZXT7_CANAR	Uncharacterized protein	B9J08_001547
A0A2H0ZXU1	A0A2H0ZXU1_CANAR	PPM-type phosphatase domain-containing protein	B9J08_001580 CA7LBN_001607
A0A2H0ZXU2	A0A2H0ZXU2_CANAR	Uncharacterized protein	B9J08_001563
A0A2H0ZXU4	A0A2H0ZXU4_CANAR	VanZ-like domain-containing protein	B9J08_001575
A0A2H0ZXU9	A0A2H0ZXU9_CANAR	EngB-type G domain-containing protein	B9J08_001574 CA7LBN_001612
A0A2H0ZXV5	A0A2H0ZXV5_CANAR	Homoserine O-acetyltransferase	B9J08_001578 CA7LBN_001609
A0A2H0ZXV7	A0A2H0ZXV7_CANAR	Amino acid permease	B9J08_001567 CA7LBN_001618
A0A2H0ZXV8	A0A2H0ZXV8_CANAR	Uncharacterized protein	B9J08_001579 CA7LBN_001608
A0A2H0ZXW1	A0A2H0ZXW1_CANAR	Uncharacterized protein	B9J08_001596 CA7LBN_001592
A0A2H0ZXW4	A0A2H0ZXW4_CANAR	Uncharacterized protein	B9J08_001597
A0A2H0ZXW5	A0A2H0ZXW5_CANAR	Uncharacterized protein	B9J08_001589
A0A2H0ZXW8	A0A2H0ZXW8_CANAR	Uncharacterized protein	B9J08_001590
A0A2H0ZXX4	A0A2H0ZXX4_CANAR	RNase III domain-containing protein	B9J08_001607 CA7LBN_001582
A0A2H0ZXX5	A0A2H0ZXX5_CANAR	CENP-T/Histone H4 histone fold domain-containing protein	B9J08_001599 CA7LBN_001589
A0A2H0ZXX7	A0A2H0ZXX7_CANAR	Uncharacterized protein	B9J08_001600
A0A2H0ZXX8	A0A2H0ZXX8_CANAR	Uncharacterized protein	B9J08_001588
A0A2H0ZXY2	A0A2H0ZXY2_CANAR	Uncharacterized protein	B9J08_001604
A0A2H0ZXY3	A0A2H0ZXY3_CANAR	DUF1479 domain protein	B9J08_001621 CA7LBN_001569
A0A2H0ZXY4	A0A2H0ZXY4_CANAR	Uncharacterized protein	B9J08_002262
A0A2H0ZXY5	A0A2H0ZXY5_CANAR	Uncharacterized protein	B9J08_001617
A0A2H0ZXY6	A0A2H0ZXY6_CANAR	Uncharacterized protein	B9J08_001609
A0A2H0ZXZ0	A0A2H0ZXZ0_CANAR	5'/3'-nucleotidase SurE	B9J08_001614 CA7LBN_001575
A0A2H0ZXZ1	A0A2H0ZXZ1_CANAR	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	B9J08_001598 CA7LBN_001590
A0A2H0ZXZ2	A0A2H0ZXZ2_CANAR	Uncharacterized protein	B9J08_002213 CA7LBN_003037
A0A2H0ZXZ3	A0A2H0ZXZ3_CANAR	Gfo/Idh/MocA-like oxidoreductase N-terminal domain-containing protein	B9J08_001633 CA7LBN_001561
A0A2H0ZXZ7	A0A2H0ZXZ7_CANAR	Protein kinase domain-containing protein	B9J08_001619 CA7LBN_001571
A0A2H0ZY00	A0A2H0ZY00_CANAR	EXS domain-containing protein	B9J08_001608
A0A2H0ZY02	A0A2H0ZY02_CANAR	Uncharacterized protein	B9J08_001638
A0A2H0ZY05	A0A2H0ZY05_CANAR	Importin N-terminal domain-containing protein	B9J08_001643 CA7LBN_001553
A0A2H0ZY07	A0A2H0ZY07_CANAR	Mso1 N-terminal domain-containing protein	B9J08_002302
A0A2H0ZY09	A0A2H0ZY09_CANAR	Uncharacterized protein	B9J08_001637
A0A2H0ZY10	A0A2H0ZY10_CANAR	RRM domain-containing protein	B9J08_001632 CA7LBN_001562
A0A2H0ZY12	A0A2H0ZY12_CANAR	UBX domain-containing protein	B9J08_001618 CA7LBN_001572
A0A2H0ZY21	A0A2H0ZY21_CANAR	Xaa-Pro aminopeptidase	B9J08_001642 CA7LBN_001554
A0A2H0ZY22	A0A2H0ZY22_CANAR	Uncharacterized protein	B9J08_001630
A0A2H0ZY25	A0A2H0ZY25_CANAR	Uncharacterized protein	B9J08_001646
A0A2H0ZY37	A0A2H0ZY37_CANAR	Pre-mRNA processing factor 4 (PRP4)-like domain-containing protein	B9J08_001656 CA7LBN_001540
A0A2H0ZY43	A0A2H0ZY43_CANAR	Uncharacterized protein	B9J08_001664 CA7LBN_001535
A0A2H0ZY46	A0A2H0ZY46_CANAR	Uncharacterized protein	B9J08_001680
A0A2H0ZY51	A0A2H0ZY51_CANAR	Amino acid permease/ SLC12A domain-containing protein	B9J08_001673
A0A2H0ZY52	A0A2H0ZY52_CANAR	BHLH domain-containing protein	B9J08_001679 CA7LBN_001521
A0A2H0ZY59	A0A2H0ZY59_CANAR	Ndc10 domain-containing protein	B9J08_001678 CA7LBN_001522
A0A2H0ZY61	A0A2H0ZY61_CANAR	Uncharacterized protein	B9J08_001683
A0A2H0ZY62	A0A2H0ZY62_CANAR	Uncharacterized protein	B9J08_001689 CA7LBN_001512
A0A2H0ZY66	A0A2H0ZY66_CANAR	Uncharacterized protein	B9J08_001672
A0A2H0ZY67	A0A2H0ZY67_CANAR	Autophagy-related protein 11	B9J08_001700 CA7LBN_001501
A0A2H0ZY82	A0A2H0ZY82_CANAR	Genetic interactor of prohibitin 5, mitochondrial	B9J08_001711
A0A2H0ZY83	A0A2H0ZY83_CANAR	Bud site selection protein 5	B9J08_001703 CA7LBN_001498
A0A2H0ZY84	A0A2H0ZY84_CANAR	AAA+ ATPase domain-containing protein	B9J08_001704 CA7LBN_001497
A0A2H0ZY85	A0A2H0ZY85_CANAR	Uncharacterized protein	B9J08_001692
A0A2H0ZY86	A0A2H0ZY86_CANAR	Rho-GAP domain-containing protein	B9J08_001709 CA7LBN_001493
A0A2H0ZY91	A0A2H0ZY91_CANAR	Ribosomal protein	B9J08_001708
A0A2H0ZY92	A0A2H0ZY92_CANAR	Chromosome transmission fidelity protein 8	B9J08_002335
A0A2H0ZY95	A0A2H0ZY95_CANAR	Uncharacterized protein	B9J08_001714
A0A2H0ZY96	A0A2H0ZY96_CANAR	Uncharacterized protein	B9J08_001719
A0A2H0ZY99	A0A2H0ZY99_CANAR	Uncharacterized protein	B9J08_001730
A0A2H0ZYA0	A0A2H0ZYA0_CANAR	Uncharacterized protein	B9J08_001735
A0A2H0ZYA2	A0A2H0ZYA2_CANAR	Uncharacterized protein	B9J08_001718
A0A2H0ZYA5	A0A2H0ZYA5_CANAR	HMG box domain-containing protein	B9J08_002353 CA7LBN_004786
A0A2H0ZYA6	A0A2H0ZYA6_CANAR	Peptidyl-tRNA hydrolase (EC 3.1.1.29)	B9J08_001723
A0A2H0ZYA8	A0A2H0ZYA8_CANAR	Uncharacterized protein	B9J08_001712 CA7LBN_001490
A0A2H0ZYB5	A0A2H0ZYB5_CANAR	Rho1 guanine nucleotide exchange factor TUS1	B9J08_001734
A0A2H0ZYB7	A0A2H0ZYB7_CANAR	3-oxoacyl-[acyl-carrier-protein] reductase	B9J08_001733
A0A2H0ZYC0	A0A2H0ZYC0_CANAR	Autophagy-related protein 101	B9J08_001722
A0A2H0ZYC1	A0A2H0ZYC1_CANAR	Bul1 N-terminal domain-containing protein	B9J08_001738 CA7LBN_001473
A0A2H0ZYC4	A0A2H0ZYC4_CANAR	Uncharacterized protein	B9J08_001755
A0A2H0ZYC5	A0A2H0ZYC5_CANAR	Uncharacterized protein	B9J08_001751
A0A2H0ZYC6	A0A2H0ZYC6_CANAR	Manganese/iron superoxide dismutase C-terminal domain-containing protein	B9J08_001744
A0A2H0ZYC7	A0A2H0ZYC7_CANAR	Pal1 cell morphology protein	B9J08_001743
A0A2H0ZYD0	A0A2H0ZYD0_CANAR	Rrn9 domain-containing protein	B9J08_001760 CA7LBN_001454
A0A2H0ZYD2	A0A2H0ZYD2_CANAR	Uncharacterized protein	B9J08_001749
A0A2H0ZYD9	A0A2H0ZYD9_CANAR	WKF domain-containing protein	B9J08_001753 CA7LBN_001460
A0A2H0ZYE0	A0A2H0ZYE0_CANAR	UBP-type domain-containing protein	B9J08_001770
A0A2H0ZYE5	A0A2H0ZYE5_CANAR	FYVE-type domain-containing protein	B9J08_001742 CA7LBN_001469
A0A2H0ZYE7	A0A2H0ZYE7_CANAR	Uncharacterized protein	B9J08_001775
A0A2H0ZYE8	A0A2H0ZYE8_CANAR	Uncharacterized protein	B9J08_001764
A0A2H0ZYE9	A0A2H0ZYE9_CANAR	C3HC-type domain-containing protein	B9J08_001763 CA7LBN_001451
A0A2H0ZYF1	A0A2H0ZYF1_CANAR	Uncharacterized protein	B9J08_001780
A0A2H0ZYF3	A0A2H0ZYF3_CANAR	Uncharacterized protein	B9J08_001768 CA7LBN_001446
A0A2H0ZYF6	A0A2H0ZYF6_CANAR	Uncharacterized protein	B9J08_001781
A0A2H0ZYF8	A0A2H0ZYF8_CANAR	Uncharacterized protein	B9J08_001785
A0A2H0ZYG4	A0A2H0ZYG4_CANAR	DUF4484 domain-containing protein	B9J08_001778 CA7LBN_001438
A0A2H0ZYG5	A0A2H0ZYG5_CANAR	Signal recognition particle SEC65 subunit	B9J08_001762 CA7LBN_001452
A0A2H0ZYG6	A0A2H0ZYG6_CANAR	Uncharacterized protein	B9J08_001791
A0A2H0ZYG9	A0A2H0ZYG9_CANAR	LsmAD domain-containing protein	B9J08_001779
A0A2H0ZYH7	A0A2H0ZYH7_CANAR	RING-type domain-containing protein	B9J08_001802
A0A2H0ZYI5	A0A2H0ZYI5_CANAR	Urea carboxylase	B9J08_002457 CA7LBN_004700
A0A2H0ZYI6	A0A2H0ZYI6_CANAR	Uncharacterized protein	B9J08_001782
A0A2H0ZYI8	A0A2H0ZYI8_CANAR	Uncharacterized protein	B9J08_001812
A0A2H0ZYJ4	A0A2H0ZYJ4_CANAR	UBX domain-containing protein	B9J08_001800 CA7LBN_001423
A0A2H0ZYJ8	A0A2H0ZYJ8_CANAR	Uncharacterized protein	B9J08_001809
A0A2H0ZYK3	A0A2H0ZYK3_CANAR	Nucleotide exchange factor SIL1	B9J08_001831 CA7LBN_001397
A0A2H0ZYK6	A0A2H0ZYK6_CANAR	Stress response protein NST1	B9J08_001810 CA7LBN_001415
A0A2H0ZYL0	A0A2H0ZYL0_CANAR	Cullin family profile domain-containing protein	B9J08_001819 CA7LBN_001406
A0A2H0ZYM3	A0A2H0ZYM3_CANAR	Ribosomal protein L15	B9J08_001851
A0A2H0ZYM5	A0A2H0ZYM5_CANAR	NTF2 domain-containing protein	B9J08_001846
A0A2H0ZYN1	A0A2H0ZYN1_CANAR	Uncharacterized protein	B9J08_001551
A0A2H0ZYN5	A0A2H0ZYN5_CANAR	Uncharacterized protein	B9J08_001845
A0A2H0ZYN6	A0A2H0ZYN6_CANAR	CAP-Gly domain-containing protein	B9J08_001844 CA7LBN_001385
A0A2H0ZYN7	A0A2H0ZYN7_CANAR	Copper transport protein	B9J08_001856 CA7LBN_001375
A0A2H0ZYP0	A0A2H0ZYP0_CANAR	Uncharacterized protein	B9J08_001840
A0A2H0ZYP7	A0A2H0ZYP7_CANAR	Protein OCA4	B9J08_001855
A0A2H0ZYP8	A0A2H0ZYP8_CANAR	Uncharacterized protein	B9J08_001866
A0A2H0ZYQ0	A0A2H0ZYQ0_CANAR	Cell division control protein 31	B9J08_001843
A0A2H0ZYQ5	A0A2H0ZYQ5_CANAR	Uncharacterized protein	B9J08_001872
A0A2H0ZYQ8	A0A2H0ZYQ8_CANAR	Uncharacterized protein	B9J08_001864 CA7LBN_001367
A0A2H0ZYQ9	A0A2H0ZYQ9_CANAR	Uncharacterized protein	B9J08_001876
A0A2H0ZYR3	A0A2H0ZYR3_CANAR	Uncharacterized protein	B9J08_002578
A0A2H0ZYR5	A0A2H0ZYR5_CANAR	Uncharacterized protein	B9J08_001882 CA7LBN_001351
A0A2H0ZYR7	A0A2H0ZYR7_CANAR	Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase domain-containing protein	B9J08_001892
A0A2H0ZYR8	A0A2H0ZYR8_CANAR	Hydrolase	B9J08_001874 CA7LBN_001358
A0A2H0ZYR9	A0A2H0ZYR9_CANAR	Vacuolar protein sorting-associated protein 70	B9J08_001532
A0A2H0ZYS2	A0A2H0ZYS2_CANAR	40S ribosomal protein S13	B9J08_001870
A0A2H0ZYT0	A0A2H0ZYT0_CANAR	Cullin family profile domain-containing protein	B9J08_001897
A0A2H0ZYT1	A0A2H0ZYT1_CANAR	Uncharacterized protein	B9J08_001873
A0A2H0ZYT6	A0A2H0ZYT6_CANAR	Uncharacterized protein	B9J08_001896
A0A2H0ZYT7	A0A2H0ZYT7_CANAR	Arrestin-like N-terminal domain-containing protein	B9J08_001552 CA7LBN_001632
A0A2H0ZYU0	A0A2H0ZYU0_CANAR	NAD-dependent epimerase/dehydratase domain-containing protein	B9J08_001891
A0A2H0ZYU1	A0A2H0ZYU1_CANAR	Uncharacterized protein	B9J08_001907
A0A2H0ZYU2	A0A2H0ZYU2_CANAR	Glycolate oxidase, subunit GlcD	B9J08_001883 CA7LBN_001350
A0A2H0ZYU5	A0A2H0ZYU5_CANAR	Uncharacterized protein	B9J08_001913 CA7LBN_001324
A0A2H0ZYV0	A0A2H0ZYV0_CANAR	Uncharacterized protein	B9J08_001894 CA7LBN_001341
A0A2H0ZYV3	A0A2H0ZYV3_CANAR	Uncharacterized protein	B9J08_001622
A0A2H0ZYV5	A0A2H0ZYV5_CANAR	rRNA methyltransferase 2, mitochondrial	B9J08_001923
A0A2H0ZYW0	A0A2H0ZYW0_CANAR	Uncharacterized protein	B9J08_001932 CA7LBN_001304
A0A2H0ZYW2	A0A2H0ZYW2_CANAR	Uncharacterized protein	B9J08_001926
A0A2H0ZYW7	A0A2H0ZYW7_CANAR	C2H2-type domain-containing protein	B9J08_001904
A0A2H0ZYW9	A0A2H0ZYW9_CANAR	Selenoprotein O	B9J08_001933
A0A2H0ZYX2	A0A2H0ZYX2_CANAR	Uncharacterized protein	B9J08_001937
A0A2H0ZYX3	A0A2H0ZYX3_CANAR	Major facilitator superfamily (MFS) profile domain-containing protein	B9J08_001936 CA7LBN_001300
A0A2H0ZYX4	A0A2H0ZYX4_CANAR	Uncharacterized protein	B9J08_001940
