Accession	Gene Names
OG6r21_106212	C307880CA
OG6_101956	C307890WA
OG6r21_105365	C307900CA
OG6_103921	C307910WA
OG6_103921	C307920WA
OG6r21_140053	C307930CA
OG6_111849	C307940WA
OG6_100460	C307950CA
OG6_108054	C307970CA
OG6r21_167640	C307980CA
OG6_115022	C400010WA
OG6_101546	C400020WA
OG6_103936	C400030CA
OG6_107465	C400040WA
OG6r21_107072	C400050WA
OG6_101165	C400060WA
OG6_100685	C400070CA
OG6_104484	C400080CA
OG6_107446	C400090WA
OG6r21_101529	C400100CA
OG6_119573	C400110CA
OG6r21_103991	C400120WA
OG6_152720	C400130WA
OG6_103269	C400140CA
OG6_101647	C400150CA
OG6_100416	C400160CA
OG6_500811	C400170WA
OG6_499846	C400180WA
OG6r21_126989	C400190WA
OG6_106883	C400200CA
OG6_500723	C400210WA
OG6_101150	C400220CA
OG6_473989	C400230WA
OG6_100382	C400240CA
OG6r21_126932	C400250WA
OG6_100617	C400260WA
OG6_100608	C400270WA
OG6_101632	C400280WA
OG6_109308	C400290CA
OG6_108795	C400300CA
OG6_133176	C400310CA
OG6_103665	C400320CA
OG6_113984	C400330CA
OG6_100742	C400340WA
OG6_105165	C400350WA
OG6_105690	C400360CA
OG6_103923	C400370WA
OG6_104231	C400380WA
OG6_102997	C400390WA
OG6_500088	C400400WA
OG6_102592	C400410WA
OG6_124880	C400420CA
OG6_100186	C400430WA
OG6_153234	C400440CA
OG6_148071	C400450CA
OG6_101296	C400460CA
OG6_102933	C400470CA
OG6_105980	C400480WA
OG6_103331	C400490WA
OG6_100865	C400500WA
OG6_101340	C400510CA
OG6_101286	C400520WA
OG6_152465	C400530CA
OG6_101190	C400540CA
OG6_110538	C400560CA
OG6_101770	C400570CA
OG6_106594	C400580WA
OG6_102822	C400590CA
OG6_215421	C400600CA
OG6_100599	C400610WA
OG6_103476	C400620CA
OG6_115523	C400630CA
OG6r21_110829	C400640WA
OG6_102457	C400650WA
OG6_100208	C400660WA
OG6_105970	C400670WA
OG6_100863	C400680WA
OG6_103331	C400690CA
OG6_100677	C400700CA
OG6_121390	C400710WA
OG6_127524	C400720WA
OG6r21_106213	C400730CA
OG6_152915	C400740WA
OG6r21_102270	C400750CA
OG6_173339	C400760WA
OG6_102629	C400770CA
OG6_500508	C400780CA
OG6_101011	C400790CA
OG6_102377	C400800WA
OG6_100288	C400810CA
OG6_112766	C400820WA
OG6_101971	C400830WA
OG6r21_101626	C400840WA
OG6_101180	C400850CA
OG6r21_100792	C400860CA
OG6_104034	C400880WA
OG6_100765	C400890WA
OG6r21_294839	C400910CA
OG6r21_140055	C400920CA
OG6_500014	C400940WA
OG6_102894	C400950CA
OG6_119586	C400960WA
OG6_100908	C400970CA
OG6r21_140056	C400980CA
OG6_100775	C400990WA
OG6r21_126933	C401000CA
OG6_105785	C401010CA
OG6_222594	C401020CA
OG6r21_140057	C401030WA
OG6_101560	C401050CA
OG6_103190	C401060WA
OG6_143748	C401070WA
OG6_100417	C401080WA
OG6_124534	C401090CA
OG6_129674	C401100CA
OG6_100474	C401120CA
OG6_104246	C401130CA
OG6_104453	C401140CA
OG6r21_102522	C401150WA
OG6_166404	C401160WA
OG6r21_101253	C401170CA
OG6r21_140058	C401180WA
OG6_111549	C401190WA
OG6_100337	C401200CA
OG6_108914	C401220CA
OG6r21_104039	C401230CA
OG6_100467	C401240CA
OG6_102911	C401250WA
OG6_113827	C401260WA
OG6_100737	C401270WA
OG6_102246	C401280CA
OG6_101709	C401290WA
OG6_105071	C401300WA
OG6r21_101530	C401310WA
OG6_140564	C401320CA
OG6r21_126934	C401330WA
OG6r21_126935	C401340WA
OG6r21_140059	C401350WA
OG6r21_126936	C401360WA
OG6_104341	C401370WA
OG6_133403	C401380WA
OG6_101084	C401390WA
OG6r21_140060	C401400WA
OG6_114264	C401410WA
OG6_117982	C401420WA
OG6r21_104040	C401430CA
OG6_101234	C401440WA
OG6_102416	C401450WA
OG6_114106	C401460CA
OG6_104095	C401470WA
OG6r21_140061	C401480CA
OG6_101999	C401490WA
OG6_100947	C401500WA
OG6_100320	C401510WA
OG6_101208	C401520CA
OG6_102540	C401530CA
OG6_103680	C401550CA
OG6_160270	C401560CA
OG6_102091	C401650CA
OG6_143633	C401660WA
OG6_102570	C401670CA
OG6_103706	C401680WA
OG6_102304	C401690CA
OG6_100324	C401700CA
OG6r21_167641	C401710CA
OG6_500974	C401720CA
OG6_111397	C401730CA
OG6_103064	C401740WA
OG6_102020	C401750CA
OG6_101962	C401760WA
OG6_100882	C401770WA
OG6_500066	C401780CA
OG6_124904	C401790WA
OG6_102257	C401800WA
OG6_100356	C401820CA
OG6_104171	C401830CA
OG6_102257	C401840CA
OG6_104452	C401850CA
OG6_108413	C401860CA
OG6_106644	C401870CA
OG6_106957	C401880WA
OG6_103249	C401890CA
OG6_101212	C401900CA
OG6_103019	C401910WA
OG6_104618	C401920WA
OG6_108985	C401930CA
OG6_100354	C401940WA
OG6_103032	C401950WA
OG6_500404	C401960CA
OG6r21_101384	C401970WA
OG6_103026	C401980CA
OG6_106319	C401990WA
OG6_110137	C402000CA
OG6_104675	C402010CA
OG6_102174	C402020WA
OG6r21_104656	C402030WA
OG6_132473	C402040WA
OG6_103137	C402050WA
OG6_115055	C402060CA
OG6_101372	C402070WA
OG6_111963	C402080WA
OG6_101074	C402090CA
OG6_102429	C402100CA
OG6_113595	C402110WA
OG6_104535	C402120WA
OG6_101849	C402130WA
OG6_103064	C402140CA
OG6r21_102003	C402150CA
OG6_103424	C402160CA
OG6_109506	C402170CA
OG6_153271	C402180CA
OG6_121197	C402190CA
OG6_152838	C402200CA
OG6_132411	C402210WA
OG6_129996	C402220CA
OG6_111226	C402230CA
OG6_123860	C402240CA
OG6_108914	C402250CA
OG6_102561	C402260CA
OG6_105795	C402270CA
OG6_102471	C402280WA
OG6_100980	C402290WA
OG6_121212	C402300WA
OG6_111846	C402310WA
OG6_101013	C402320CA
OG6r21_109263	C402330CA
OG6_110554	C402340WA
OG6_103853	C402360WA
OG6_500526	C402370CA
OG6r21_140062	C402380WA
OG6_149176	C402390WA
OG6r21_108070	C402400CA
OG6_101112	C402410CA
OG6_104722	C402420CA
OG6_103351	C402430WA
OG6r21_112728	C402440CA
OG6_100473	C402450WA
OG6_101087	C402460WA
OG6_101631	C402470CA
OG6_103836	C402480CA
OG6_153271	C402490WA
OG6_170170	C402500CA
OG6_100246	C402510WA
OG6_129929	C402520CA
OG6_133403	C402530WA
OG6_137735	C402540WA
OG6_100462	C402550CA
OG6r21_112729	C402560CA
OG6_100918	C402570CA
OG6r21_102523	C402580WA
OG6r21_103543	C402590CA
OG6_124945	C402600CA
OG6_100144	C402610CA
OG6_104010	C402620CA
OG6_103329	C402630CA
OG6_103858	C402640CA
OG6_100091	C402660WA
OG6_102610	C402670WA
OG6r21_102523	C402680CA
OG6_100918	C402690WA
OG6_103195	C402700WA
OG6_101660	C402710CA
OG6_118309	C402720CA
OG6r21_140063	C402730CA
OG6r21_126937	C402740WA
OG6_104054	C402750WA
OG6_101744	C402760CA
OG6_103549	C402770CA
OG6_101757	C402780WA
OG6_126521	C402790CA
OG6_122843	C402800WA
OG6_102961	C402820WA
OG6_102138	C402830CA
OG6_104763	C402840CA
OG6_103229	C402850WA
OG6_112910	C402860WA
OG6_102149	C402870CA
OG6_101125	C402880CA
OG6_104587	C402890CA
OG6_142788	C402900CA
OG6r21_140064	C402910WA
OG6_113507	C402920WA
OG6r21_106214	C402930WA
OG6_104762	C402940WA
OG6_103722	C402950CA
OG6_101603	C402960WA
OG6_101603	C402970CA
OG6_101224	C402980WA
OG6_100130	C402990CA
OG6r21_115543	C403000CA
OG6_114251	C403020WA
OG6_102924	C403030CA
OG6_101548	C403040WA
OG6_104171	C403050CA
OG6_109925	C403070WA
OG6_100282	C403080WA
OG6_120036	C403090WA
OG6_101324	C403100WA
OG6_102565	C403110WA
OG6_103677	C403120CA
OG6_103068	C403130WA
OG6_137837	C403140CA
OG6_101702	C403150WA
OG6r21_112730	C403160CA
OG6_114002	C403170WA
OG6_100886	C403180WA
OG6_102044	C403190WA
OG6_113000	C403200CA
OG6_100069	C403230CA
OG6r21_140065	C403250CA
OG6_102467	C403270WA
OG6_103801	C403280WA
OG6_109072	C403290WA
OG6r21_167642	C403300CA
OG6r21_167643	C403310CA
OG6_143868	C403320WA
OG6_137005	C403330WA
OG6_102044	C403340CA
OG6_102044	C403350CA
OG6_106806	C403360CA
OG6_124940	C403370CA
OG6_100720	C403380CA
OG6_112508	C403390WA
OG6_119811	C403400WA
OG6_101227	C403410WA
OG6r21_294832	C403420CA
OG6_100480	C403430WA
OG6_500427	C403440CA
OG6_102889	C403450CA
OG6_137515	C403460CA
OG6r21_115545	C403470CA
OG6r21_126938	C403480CA
OG6r21_140066	C403490CA
OG6r21_119632	C403500CA
OG6_111931	C403510CA
OG6_500526	C403520CA
OG6_103843	C403530WA
OG6_103998	C403540CA
OG6_101242	C403550WA
OG6_101595	C403560WA
OG6r21_115546	C403570WA
OG6r21_102041	C403580WA
OG6_101238	C403590CA
OG6_142074	C403600CA
OG6_100151	C403620CA
OG6_100323	C403670WA
OG6_102113	C403680CA
OG6_104711	C403690CA
OG6_111608	C403700WA
OG6_103193	C403710CA
OG6_100398	C403720CA
OG6_100981	C403730CA
OG6_101400	C403740WA
OG6_101033	C403750CA
OG6r21_115547	C403760WA
OG6r21_115548	C403770WA
OG6_100787	C403780CA
OG6_101896	C403790WA
OG6_103478	C403800CA
OG6_111249	C403810WA
OG6_166362	C403820CA
OG6_102883	C403830WA
OG6_129058	C403840CA
OG6r21_126939	C403850WA
OG6r21_140067	C403860CA
OG6r21_126940	C403870CA
OG6_100282	C403880WA
OG6_104767	C403890WA
OG6_101706	C403900CA
OG6_145298	C403910WA
OG6_102329	C403920WA
OG6_103910	C403930CA
OG6_101725	C403940CA
OG6r21_167685	C403950CA
OG6r21_107073	C403960WA
OG6r21_126941	C403970WA
OG6r21_100621	C403990CA
OG6_114266	C404000WA
OG6r21_110830	C404010WA
OG6r21_126942	C404020CA
OG6_104856	C404030WA
OG6r21_126943	C404040WA
OG6r21_100261	C404050CA
OG6r21_126944	C404060WA
OG6r21_100261	C404070CA
OG6r21_100261	C404080CA
OG6_102144	C404090CA
OG6_143832	C404100CA
OG6r21_167646	C404110WA
OG6_103656	C404120CA
OG6_115671	C404130WA
OG6_108531	C404140WA
OG6_101309	C404150CA
OG6_102325	C404160WA
OG6_140267	C404170CA
OG6_105238	C404180CA
OG6r21_101385	C404190CA
OG6r21_101385	C404200CA
OG6_103162	C404210CA
OG6_118288	C404220WA
OG6_112012	C404230WA
OG6r21_100173	C404240CA
OG6_103711	C404250WA
OG6_112063	C404260CA
OG6_121421	C404270WA
OG6_105923	C404280CA
OG6_101663	C404290WA
OG6r21_106215	C404300CA
OG6_102743	C404310WA
OG6_114877	C404320WA
OG6_473980	C404330CA
OG6_102217	C404340CA
OG6r21_101505	C404350WA
OG6_118293	C404360WA
OG6_127179	C404370CA
OG6r21_167647	C404380CA
OG6_101015	C404390WA
OG6r21_108071	C404400CA
OG6_101506	C404410CA
OG6r21_102042	C404420WA
OG6_499900	C404430WA
OG6_114113	C404440WA
OG6_101938	C404450CA
OG6_110822	C404460CA
OG6_114704	C404470WA
OG6_101695	C404480CA
OG6_103288	C404500CA
OG6_198028	C404510WA
OG6_104777	C404520WA
OG6_107446	C404530CA
OG6r21_140068	C404540CA
OG6_102706	C404550CA
OG6_222595	C404560CA
OG6_103186	C404570WA
OG6r21_126945	C404580WA
OG6_103477	C404590WA
OG6r21_101531	C404600CA
OG6_100067	C404620CA
OG6r21_140069	C404630CA
OG6r21_101825	C404640CA
OG6_102520	C404650WA
OG6_175840	C404660CA
OG6_108531	C404670CA
OG6_115931	C404700WA
OG6_101452	C404710WA
OG6_111112	C404720WA
OG6_100129	C404730WA
OG6_102654	C404750WA
OG6_103156	C404760CA
OG6_116848	C404770CA
OG6_101353	C404780WA
OG6r21_109264	C404790WA
OG6_128923	C404800WA
OG6_100919	C404810CA
OG6_124821	C404820CA
OG6_101368	C404830WA
OG6_132941	C404840CA
OG6_100166	C404850CA
OG6r21_110831	C404860WA
OG6_111832	C404870CA
OG6_104158	C404880WA
OG6_101189	C404890CA
OG6_100932	C404900WA
OG6r21_104041	C404910CA
OG6_100288	C404920WA
OG6_103146	C404930CA
OG6r21_126946	C404940WA
OG6_109537	C404950WA
OG6_103551	C404970CA
OG6_101700	C404980WA
OG6_102512	C404990CA
OG6r21_101674	C405000WA
OG6_101916	C405010WA
OG6_104265	C405020WA
OG6_104404	C405030CA
OG6_103313	C405040WA
OG6_110133	C405050CA
OG6_101368	C405060WA
OG6_100416	C405070CA
OG6_119781	C405080CA
OG6_116612	C405090CA
OG6_100187	C405100CA
OG6_131160	C405110CA
OG6r21_140070	C405120CA
OG6_102212	C405130CA
OG6_103063	C405140CA
OG6_108710	C405150WA
OG6_122791	C405160CA
OG6r21_294841	C405170CA
OG6_101756	C405180CA
OG6_106564	C405190CA
OG6r21_115549	C405200CA
OG6_102569	C405210WA
OG6_104954	C405220CA
OG6_499990	C405230CA
OG6_100301	C405240CA
OG6_103776	C405250WA
OG6_102646	C405260WA
OG6_500099	C405270CA
OG6_103848	C405280WA
OG6_106370	C405290WA
OG6_104017	C405300WA
OG6r21_106216	C405310WA
OG6_111236	C405320WA
OG6_103104	C405330CA
OG6_102501	C405340WA
OG6_102082	C405350WA
OG6r21_140071	C405360CA
OG6_100436	C405370WA
OG6_103297	C405380CA
OG6_143663	C405390WA
OG6_106486	C405400CA
OG6_104155	C405420CA
OG6_103579	C405430CA
OG6_107691	C405440CA
OG6_100179	C405450CA
OG6_104447	C405460CA
OG6r21_100621	C405530WA
OG6_100697	C405540WA
OG6_112318	C405550CA
OG6_500208	C405560CA
OG6_101897	C405570CA
OG6r21_100711	C405580CA
OG6_115052	C405590WA
OG6_101065	C405600WA
OG6r21_102271	C405610CA
OG6_143805	C405620CA
OG6_101363	C405630WA
OG6_107815	C405640CA
OG6_116866	C405650WA
OG6_103100	C405660CA
OG6_101196	C405670WA
OG6_106693	C405680WA
OG6_100992	C405690WA
OG6_137780	C405700WA
OG6r21_140072	C405720WA
OG6r21_126947	C405730WA
OG6_113007	C405740CA
OG6_102567	C405750CA
OG6_101990	C405760WA
OG6_114877	C405770CA
OG6_114877	C405780CA
OG6_104539	C405790WA
OG6r21_140073	C405800CA
OG6_102152	C405810WA
OG6_103491	C405820WA
OG6r21_140074	C405830WA
OG6_114877	C405840WA
OG6_114171	C405850CA
OG6_102908	C405860WA
OG6r21_126948	C405870CA
OG6_107467	C405880WA
OG6_113966	C405890WA
OG6r21_101826	C405900CA
OG6_102537	C405910CA
OG6r21_126949	C405920CA
OG6_120864	C405940WA
OG6_102764	C405960WA
OG6_114707	C405970WA
OG6_100651	C405980CA
OG6_102371	C406000WA
OG6_106313	C406010CA
OG6_103155	C406020CA
OG6_100851	C406030WA
OG6_129960	C406040WA
OG6_139144	C406050WA
OG6_101020	C406060WA
OG6_101497	C406070CA
OG6_112444	C406080WA
OG6r21_102272	C406090CA
OG6_103455	C406100WA
OG6_102774	C406110CA
OG6_100455	C406120WA
OG6_209567	C406130WA
OG6_103711	C406140CA
OG6_103529	C406150CA
OG6_102729	C406160WA
OG6_101211	C406170CA
OG6_102422	C406190CA
OG6r21_108072	C406200WA
OG6_101399	C406210CA
OG6r21_110832	C406220CA
OG6_101124	C406230CA
OG6r21_101386	C406240WA
OG6r21_115550	C406250CA
OG6r21_102043	C406260WA
OG6_102847	C406270CA
OG6_115538	C406280CA
OG6_104774	C406290WA
OG6r21_119633	C406300CA
OG6r21_140075	C406310CA
OG6_140355	C406320CA
OG6_137871	C406340WA
OG6_109925	C406350CA
OG6_100272	C406360CA
OG6_100185	C406370CA
OG6_119760	C406380WA
OG6_119760	C406390WA
OG6_101069	C406400CA
OG6_102092	C406410WA
OG6r21_106217	C406420WA
OG6_101377	C406430CA
OG6_101110	C406440CA
OG6_104604	C406450WA
OG6_103373	C406460CA
OG6_129958	C406470WA
OG6_100339	C406480CA
OG6_102391	C406490CA
OG6_102309	C406500WA
OG6_105118	C406510CA
OG6_107787	C406530CA
OG6_133175	C406540WA
OG6_109925	C406550CA
OG6r21_140076	C406560WA
OG6_104452	C406570CA
OG6_118300	C406580WA
OG6_102445	C406590WA
OG6_100284	C406600WA
OG6_100447	C406610CA
OG6_102220	C406620CA
OG6r21_115551	C406630CA
OG6r21_115552	C406640CA
OG6_102065	C406650WA
OG6_100067	C406660WA
OG6_153153	C406670WA
OG6_173085	C406680CA
OG6_102572	C406690CA
OG6r21_140077	C406700WA
OG6_100445	C406710WA
OG6_100868	C406720WA
OG6_100148	C406730CA
OG6_500023	C406740CA
OG6r21_140078	C406750CA
OG6_101157	C406760WA
OG6_105399	C406770WA
OG6_100194	C406780CA
OG6_102080	C406790WA
OG6_101792	C406800WA
OG6_101825	C406810CA
OG6_124662	C406820CA
OG6_101716	C406830CA
OG6_105072	C406840WA
OG6_100342	C406850CA
OG6_100962	C406860CA
OG6_101915	C406870WA
OG6_106980	C406880CA
OG6_105259	C406890WA
OG6_100130	C406900WA
OG6_103429	C406910WA
OG6r21_140079	C406920CA
OG6_103514	C406930CA
OG6_105273	C406940CA
OG6_100211	C406950WA
OG6_121401	C406960WA
OG6_101746	C406970CA
OG6_137798	C406980WA
OG6_133175	C406990WA
OG6r21_115553	C407000WA
OG6_101199	C407010CA
OG6r21_115554	C407020CA
OG6_104458	C407030WA
OG6_133359	C407040WA
OG6_104603	C407050WA
OG6_100210	C407060WA
OG6r21_107074	C407070WA
OG6_100282	C407080CA
OG6_103270	C407090CA
OG6_100305	C407100CA
OG6_100754	C407110CA
OG6_102031	C407120CA
OG6_109925	C407130WA
OG6_102353	C407140WA
OG6r21_110833	C407150WA
OG6r21_140080	C407160WA
OG6r21_167648	C407170CA
OG6_101107	C407180WA
OG6_102983	C407190WA
OG6_104282	C407200CA
OG6r21_110847	C407210WA
OG6_103308	C407220CA
OG6_156413	C407230CA
OG6_118131	C407240WA
OG6r21_119634	C407250CA
OG6r21_167649	C407260WA
OG6r21_167650	C500010WA
OG6_100942	C500030WA
OG6_104164	C500040CA
OG6r21_102826	C500050WA
OG6r21_119635	C500060CA
OG6_108525	C500070WA
OG6_102500	C500080CA
OG6_500010	C500090CA
OG6r21_101675	C500100CA
OG6_100294	C500110CA
OG6r21_140081	C500120WA
OG6_100370	C500130CA
OG6_102603	C500140CA
OG6_100442	C500150CA
OG6r21_101254	C500160WA
OG6_118187	C500170WA
OG6_101402	C500180WA
OG6_101866	C500190CA
OG6_100249	C500200CA
OG6_113897	C500210CA
OG6_100592	C500220WA
OG6_103129	C500230CA
OG6_111996	C500240WA
OG6_104590	C500250CA
OG6_118316	C500260WA
OG6_121753	C500270WA
OG6_102078	C500280CA
OG6_104072	C500290WA
OG6_101113	C500300CA
OG6r21_106218	C500310CA
OG6_102992	C500320WA
OG6_110173	C500330CA
OG6r21_101827	C500340WA
OG6_120853	C500350CA
OG6_100500	C500370WA
OG6_167350	C500380WA
OG6_108420	C500390CA
OG6r21_102044	C500400CA
OG6r21_140082	C500410WA
OG6_104065	C500420CA
OG6_100343	C500430WA
OG6_102450	C500440CA
OG6_100720	C500450CA
OG6_100257	C500460CA
OG6_105803	C500470CA
OG6_100867	C500480CA
OG6_129770	C500490CA
OG6_101981	C500500WA
OG6_109925	C500510WA
OG6r21_140083	C500520WA
OG6_101180	C500530WA
OG6r21_115555	C500540CA
OG6r21_101532	C500550CA
OG6_101934	C500560WA
OG6_100089	C500570WA
OG6_114406	C500580WA
OG6_100505	C500590WA
OG6r21_140084	C500600CA
OG6r21_102045	C500610CA
OG6_103892	C500620WA
OG6_101671	C500630CA
OG6_102372	C500640CA
OG6_103889	C500650CA
OG6_103408	C500660CA
OG6_104805	C500670CA
OG6_105679	C500680WA
OG6_103797	C500690CA
OG6_102374	C500700CA
OG6_109925	C500710WA
OG6r21_100223	C500730WA
OG6_142748	C500740WA
OG6_104348	C500750CA
OG6_100958	C500760WA
OG6_103256	C500770CA
OG6r21_102273	C500780CA
OG6_129981	C500790CA
OG6_104344	C500800CA
OG6_101949	C500810CA
OG6_103062	C500820WA
OG6_101674	C500830CA
OG6_103233	C500840WA
OG6_110646	C500850CA
OG6_103471	C500860WA
OG6_112813	C500870CA
OG6_112813	C500880CA
OG6_112813	C500890CA
OG6_106265	C500900CA
OG6_100096	C500910CA
OG6_102797	C500920WA
OG6_101885	C500930CA
OG6_101766	C500940CA
OG6_114637	C500950CA
OG6_115881	C500980WA
OG6r21_101828	C501000CA
OG6r21_107075	C501010WA
OG6_105331	C501020CA
OG6_107811	C501040WA
OG6_101282	C501050CA
OG6_102190	C501060CA
OG6_153135	C501070CA
OG6r21_126950	C501080CA
OG6_111804	C501090CA
OG6_500965	C501100CA
OG6_102788	C501110WA
OG6r21_140085	C501120WA
OG6_101849	C501130WA
OG6_100693	C501140CA
OG6_500327	C501170WA
OG6_100327	C501180WA
OG6r21_101026	C501190WA
OG6_166187	C501200WA
OG6_100232	C501210WA
OG6_412754	C501220WA
OG6_102231	C501230CA
OG6_110014	C501240WA
OG6_143127	C501250WA
OG6_170822	C501260WA
OG6_100558	C501270WA
OG6_103846	C501280CA
OG6_104460	C501290CA
OG6_102335	C501300CA
OG6_103077	C501310WA
OG6_100252	C501320WA
OG6r21_140086	C501330WA
OG6_110516	C501340WA
OG6_113012	C501350WA
OG6_114877	C501360WA
OG6_114877	C501380WA
OG6_133040	C501390CA
OG6_500036	C501400WA
OG6_102462	C501410CA
OG6_102636	C501420WA
OG6_104902	C501430CA
OG6_120927	C501440CA
OG6_100109	C501450WA
OG6_102693	C501460WA
OG6_100459	C501470CA
OG6_500730	C501480WA
OG6_100510	C501490CA
OG6_210852	C501500CA
OG6_102085	C501510WA
OG6_101659	C501520CA
OG6r21_102046	C501530CA
OG6_100208	C501540WA
OG6r21_115556	C501550CA
OG6_100315	C501560CA
OG6_500805	C501570CA
OG6_105271	C501580CA
OG6_101722	C501590WA
OG6_102339	C501600CA
OG6_100424	C501610WA
OG6_102942	C501620CA
OG6_102381	C501640WA
OG6_100110	C501650CA
OG6_112012	C501670WA
OG6_121384	C501680CA
OG6_101782	C501690CA
OG6_119806	C501700WA
OG6r21_102274	C501710CA
OG6_113005	C501720CA
OG6r21_101676	C501730WA
OG6_151230	C501740CA
OG6r21_119649	C501750CA
OG6_101543	C501760CA
OG6_102132	C501770CA
OG6_100691	C501780WA
OG6r21_167686	C501790CA
OG6_103579	C501800CA
OG6_133382	C501810WA
OG6_102012	C501820WA
OG6_222546	C501830CA
OG6_222546	C501840CA
OG6_137735	C501850CA
OG6r21_140087	C501860WA
OG6_101670	C501870WA
OG6_103301	C501880CA
OG6r21_112731	C501890WA
OG6_140562	C501900CA
OG6_101988	C501910WA
OG6_119809	C501920CA
OG6_102364	C501930WA
OG6_100211	C501940WA
OG6_143830	C501950CA
OG6_101719	C501960CA
OG6_112509	C501970CA
OG6_120801	C501980CA
OG6r21_140184	C501990WA
OG6_109868	C502000CA
OG6_157281	C502010CA
OG6_102415	C502020CA
OG6_102054	C502030WA
OG6_101203	C502040WA
OG6_102162	C502050WA
OG6r21_112732	C502060WA
OG6_102746	C502070CA
OG6_116982	C502080CA
OG6r21_140088	C502090WA
OG6_116982	C502110WA
OG6_102053	C502120CA
OG6_156743	C502130WA
OG6_127197	C502140CA
OG6_103029	C502150CA
OG6_106126	C502160WA
OG6_101121	C502170CA
OG6_152921	C502180CA
OG6_137841	C502190CA
OG6r21_112733	C502200WA
OG6_103135	C502210WA
OG6_101097	C502220CA
OG6_101718	C502230WA
OG6_110307	C502240WA
OG6_103248	C502260CA
OG6_102837	C502270WA
OG6_104233	C502280CA
OG6_114963	C502290WA
OG6_101729	C502300CA
OG6r21_109265	C502310CA
OG6_104144	C502320CA
OG6r21_140089	C502330WA
OG6_100484	C502340CA
OG6_500809	C502350CA
OG6r21_140090	C502360CA
OG6_103553	C502370CA
OG6_102253	C502380WA
OG6_101672	C502390CA
OG6_100696	C502400WA
OG6_115948	C502410CA
OG6_173339	C502430WA
OG6_101388	C502440CA
OG6r21_112734	C502450WA
OG6_117007	C502460CA
OG6_262253	C502470WA
OG6_103053	C502480WA
OG6_101859	C502490CA
OG6_111629	C502500CA
OG6r21_140091	C502510CA
OG6_105855	C502520WA
OG6_101381	C502530WA
OG6_108525	C502540CA
OG6_102171	C502550CA
OG6_100510	C502560CA
OG6_105463	C502570WA
OG6_117654	C502580WA
OG6r21_102524	C502590CA
OG6_101295	C502600WA
OG6_145763	C502610CA
OG6_129743	C502620CA
OG6_105463	C502630CA
OG6r21_126952	C502640WA
OG6r21_101387	C502650CA
OG6_103242	C502660CA
OG6_101562	C502670WA
OG6r21_101677	C502680WA
OG6_103924	C502690WA
OG6_140875	C502700WA
OG6_101104	C502710WA
OG6_102289	C502720WA
OG6_102166	C502730CA
OG6_119815	C502740WA
OG6_143630	C502750CA
OG6_100687	C502760WA
OG6_101334	C502770WA
OG6r21_101388	C502780WA
OG6_103579	C502790CA
OG6_100053	C502800CA
OG6_102771	C502810WA
OG6_103116	C502820CA
OG6_100996	C502830WA
OG6_100252	C502840CA
OG6_100721	C502860CA
OG6r21_167651	C502870CA
OG6_100304	C502890WA
OG6_114268	C502900WA
OG6_103152	C502910CA
OG6_104988	C502920WA
OG6_100072	C502930CA
OG6_111549	C502940CA
OG6r21_140092	C502950CA
OG6r21_140093	C502960CA
OG6_100574	C502970WA
OG6_116997	C502980CA
OG6_104283	C502990WA
OG6_103235	C503000CA
OG6_103596	C503010WA
OG6_100289	C503020WA
OG6_106613	C503030WA
OG6_105422	C503040WA
OG6_108524	C503050CA
OG6_143804	C503060CA
OG6_100920	C503070WA
OG6_100246	C503080CA
OG6_100670	C503090WA
OG6_118273	C503100CA
OG6_102196	C503110CA
OG6_103076	C503120WA
OG6r21_109281	C503130WA
OG6_105006	C503140CA
OG6_129945	C503150WA
OG6_143677	C503160WA
OG6r21_101533	C503170CA
OG6_424493	C503210CA
OG6_102928	C503240WA
OG6_103554	C503250WA
OG6r21_112735	C503260CA
OG6_101050	C503270WA
OG6_101050	C503280WA
OG6_110914	C503290CA
OG6r21_101829	C503300CA
OG6_112495	C503310CA
OG6r21_126953	C503320CA
OG6_152950	C503330CA
OG6r21_140094	C503340WA
OG6_103720	C503350WA
OG6_101231	C503360WA
OG6_103056	C503370CA
OG6_103845	C503380WA
OG6_100147	C503390CA
OG6_102418	C503400CA
OG6_116994	C503410CA
OG6r21_108073	C503430WA
OG6r21_126954	C503440WA
OG6_104144	C503460CA
OG6_102962	C503470CA
OG6_110824	C503480CA
OG6r21_103128	C503490CA
OG6_103579	C503500WA
OG6_125769	C503510CA
OG6r21_109266	C503520WA
OG6_102109	C503530CA
OG6_100950	C503540CA
OG6_139042	C503550WA
OG6_152964	C503560WA
OG6_115049	C503570WA
OG6_102357	C503580CA
OG6_153159	C503590WA
OG6_100469	C503600WA
OG6_100456	C503610WA
OG6_103487	C503620WA
OG6r21_102827	C503630CA
OG6_101531	C503640WA
OG6_121206	C503650CA
OG6_100477	C503670CA
OG6_153271	C503680WA
OG6_121206	C503690WA
OG6_101531	C503700CA
OG6_127189	C503710CA
OG6r21_167652	C503720CA
OG6_113521	C503730WA
OG6_113521	C503740WA
OG6r21_115557	C503750WA
OG6_103041	C503760CA
OG6_112762	C503770CA
OG6r21_126955	C503780CA
OG6_100603	C503790WA
OG6_103999	C503800WA
OG6r21_115558	C503810CA
OG6_110308	C503820CA
OG6_101921	C503830CA
OG6_101973	C503840WA
OG6r21_126956	C503850WA
OG6_100769	C503860WA
