Gene Names	Accession	Entry	Protein names	Mass
CXQ85_004531	OG6_104401	A0A2V1AUN3	Prokaryotic-type class I peptide chain release factors domain-containing protein	16271
CXQ85_004532	OG6_104735	A0A2V1ATD3	Glutamate 5-kinase	48180
CXQ85_004533	OG6_173107	A0A2V1AT83	CNH domain-containing protein	108367
CXQ85_004534	OG6_101249	A0A2V1AU17	4-hydroxybenzoate polyprenyltransferase, mitochondrial (4-HB polyprenyltransferase) (EC 2.5.1.39) (4-hydroxybenzoate hexaprenyltransferase) (Para-hydroxybenzoate--polyprenyltransferase) (PHB:PPT) (PHB:polyprenyltransferase)	43606
CXQ85_004535	OG6_103498	A0A2V1AS18	Anaphase-promoting complex subunit 11	14577
CXQ85_004536	OG6_100546	A0A2V1AT61	BPL/LPL catalytic domain-containing protein	75482
CXQ85_004537	OG6_105060	A0A2V1AT52	PIH1 N-terminal domain-containing protein	35777
CXQ85_004538	OG6_100026	A0A2V1ASE5	Uncharacterized protein	130513
CXQ85_004539	OG6_100259	A0A2V1AVW7	MATE efflux family protein	51031
CXQ85_004540	OG6_100026	A0A2V1ATD7	Uncharacterized protein	153408
CXQ85_004541	OG6_100026	A0A2V1AUN9	Uncharacterized protein	153389
CXQ85_004542	OG6_104128	A0A2V1ATE3	Low temperature viability protein	58105
CXQ85_004543	OG6_100821	A0A2V1AT92	Casein kinase II subunit alpha (CK II alpha) (EC 2.7.11.1)	38649
CXQ85_004544	OG6_103831	A0A2V1AU26	peptidylprolyl isomerase (EC 5.2.1.8)	40128
CXQ85_004545	OG6_133251	A0A2V1AS29	Diacetyl reductase [(S)-acetoin forming]	27439
CXQ85_004546	OG6_121386	A0A2V1AT70	Major facilitator superfamily (MFS) profile domain-containing protein	64103
CXQ85_004547	OG6_127329	A0A2V1AT62	Agglutinin-like protein N-terminal domain-containing protein	185815
CXQ85_004548	OG6_112012	A0A2V1ASF6	Major facilitator superfamily (MFS) profile domain-containing protein	58190
CXQ85_004549	OG6_105087	A0A2V1AVX6	Hyphally-regulated cell wall protein N-terminal domain-containing protein	74269
CXQ85_004550	OG6_112012	A0A2V1ATE6	Major facilitator superfamily (MFS) profile domain-containing protein	57903
CXQ85_004551	OG6r20_140427	A0A2V1AUP7	Uncharacterized protein	24380
CXQ85_004552	OG6r20_169553	A0A2V1ATF1	Uncharacterized protein	12945
CXQ85_004553	OG6r20_309474	A0A2V1ATA2	Zonadhesin	32909
CXQ85_004554	OG6_117886	A0A2V1AUV3	Thioredoxin domain-containing protein	13251
CXQ85_004555	OG6r20_309454	A0A2V1AYH6	Uncharacterized protein	10956
CXQ85_004556	OG6_170053	A0A2V1AVT0	Phosphatidic acid phosphatase type 2/haloperoxidase domain-containing protein	47198
CXQ85_004557	OG6r20_100255	A0A2V1AX15	Uncharacterized protein	32082
CXQ85_004558	OG6_109758	A0A2V1AVS7	Major facilitator superfamily (MFS) profile domain-containing protein	59005
CXQ85_004559	OG6_107622	A0A2V1AVP1	Glycoside hydrolase family 5 C-terminal domain-containing protein	87670
CXQ85_004560	OG6_124587	A0A2V1AWL0	Amino acid permease/ SLC12A domain-containing protein	63489
CXQ85_004561	OG6_114704	A0A2V1AUS5	candidapepsin (EC 3.4.23.24)	43416
CXQ85_004562	OG6_105688	A0A2V1AVK9	Major facilitator superfamily (MFS) profile domain-containing protein	77211
CXQ85_004563	OG6_109925	A0A2V1AVT1	Hyphally-regulated cell wall protein N-terminal domain-containing protein	126831
CXQ85_004564	OG6_105688	A0A2V1AUW2	Major facilitator superfamily (MFS) profile domain-containing protein	73452
CXQ85_004565	OG6_105688	A0A2V1AYI6	Major facilitator superfamily (MFS) profile domain-containing protein	73344
CXQ85_004566	OG6_107277	A0A2V1AVT8	AB hydrolase-1 domain-containing protein	43493
CXQ85_004567	OG6_104342	A0A2V1AX25	Pantoate--beta-alanine ligase (EC 6.3.2.1) (Pantoate-activating enzyme) (Pantothenate synthetase)	33719
CXQ85_004568	OG6_100085	A0A2V1AVT5	RNA helicase (EC 3.6.4.13)	121468
CXQ85_004569	OG6r20_101664	A0A2V1AVQ0	RRM domain-containing protein	28193
CXQ85_004570	OG6_111140	A0A2V1AWM0	Nucleoporin Nup54 alpha-helical domain-containing protein	55846
CXQ85_004571	OG6_103954	A0A2V1AUT5	NADH-ubiquinone oxidoreductase	19585
CXQ85_004572	OG6_102642	A0A2V1AVM4	Conserved oligomeric Golgi complex subunit 2 (Component of oligomeric Golgi complex 2)	28049
CXQ85_004573	OG6_123090	A0A2V1AVU1	HMG box domain-containing protein	47615
CXQ85_004574	OG6_102453	A0A2V1AUX1	Uncharacterized protein	36756
CXQ85_004575	OG6r20_102802	A0A2V1AYJ6	Uncharacterized protein	42533
CXQ85_004576	OG6_103226	A0A2V1AVU7	Kinetochore protein NDC80	69156
CXQ85_004577	OG6_116994	A0A2V1AX35	54S ribosomal protein L20, mitochondrial	21413
CXQ85_004578	OG6_106921	A0A2V1AVU8	Uncharacterized protein	23724
CXQ85_004579	OG6_198998	A0A2V1AVR1	C2 domain-containing protein	112904
CXQ85_004580	OG6_234871	A0A2V1AWM9	Uncharacterized protein	44602
CXQ85_004581	OG6_170053	A0A2V1AUU6	Phosphatidic acid phosphatase type 2/haloperoxidase domain-containing protein	47075
CXQ85_004582	OG6_500829	A0A2V1AVN1	DNA-directed RNA polymerase III subunit	24301
CXQ85_004583	OG6_102033	A0A2V1AVV1	Uncharacterized protein	58326
CXQ85_004584	OG6_143864	A0A2V1AUY1	Processing of GAS1 and ALP protein 2	16079
CXQ85_004585	OG6_102852	A0A2V1AYK7	CAP-Gly domain-containing protein	27224
CXQ85_004586	OG6_102418	A0A2V1AVV5	Sm domain-containing protein	17478
CXQ85_004587	OG6_100147	A0A2V1AX45	Uracil phosphoribosyltransferase	24521
CXQ85_004588	OG6_103845	A0A2V1AVV6	Actin	44491
CXQ85_004589	OG6_100851	A0A2V1AVR9	EF-hand domain-containing protein	17748
CXQ85_004590	OG6_101231	A0A2V1AWN6	DNA-directed RNA polymerase I, II, and III subunit RPABC2	17272
CXQ85_004591	OG6_103720	A0A2V1AUV5	Cytochrome b-c1 complex subunit 2, mitochondrial (Complex III subunit 2) (Core protein II) (Ubiquinol-cytochrome-c reductase complex core protein 2)	39303
CXQ85_004592	OG6_103076	A0A2V1AVP2	GPI transamidase component GAB1	48326
CXQ85_004593	OG6_102196	A0A2V1AVW1	Sm protein F	12571
CXQ85_004594	OG6_118273	A0A2V1AUZ1	Uncharacterized protein	34472
CXQ85_004595	OG6_100670	A0A2V1AYL7	Vacuolar protein sorting-associated protein 4	47581
CXQ85_004596	OG6_100246	A0A2V1AVW4	Major facilitator superfamily (MFS) profile domain-containing protein	64280
CXQ85_004597	OG6_100920	A0A2V1AX55	40S ribosomal protein S5	24780
CXQ85_004598	OG6_102439	A0A2V1AVW5	OPT family small oligopeptide transporter	88119
CXQ85_004599	OG6_220778	A0A2V1AVS8	Cysteine-rich transmembrane domain-containing protein	14410
CXQ85_004600	OG6r20_309504	A0A2V1AWP5	Killer toxin Kp4 domain-containing protein	16127
CXQ85_004602	OG6_127197	A0A2V1AUW5	Pyridoxamine 5'-phosphate oxidase N-terminal domain-containing protein	20830
CXQ85_004603	OG6_103029	A0A2V1AVQ4	Origin recognition complex subunit 4	77175
CXQ85_004604	OG6_106126	A0A2V1AVX1	RGS domain-containing protein	67286
CXQ85_004605	OG6_101121	A0A2V1AUZ7	protein-synthesizing GTPase (EC 3.6.5.3)	57357
CXQ85_004606	OG6_108531	A0A2V1AYM6	Uncharacterized protein	48370
CXQ85_004607	OG6_102931	A0A2V1AVX5	AAA+ ATPase domain-containing protein	81165
CXQ85_004608	OG6_103803	A0A2V1AX67	CCZ1/INTU/HSP4 first Longin domain-containing protein	76547
CXQ85_004609	OG6_130004	A0A2V1AVX4	DUF3074 domain-containing protein	24647
CXQ85_004610	OG6_137830	A0A2V1AVU0	MYND-type domain-containing protein	97428
CXQ85_004611	OG6_103054	A0A2V1AWQ5	separase (EC 3.4.22.49)	169471
CXQ85_004612	OG6_106953	A0A2V1AUX3	Flavin reductase like domain-containing protein	22693
CXQ85_004613	OG6_113673	A0A2V1AVR5	Uncharacterized protein	101005
CXQ85_004614	OG6_114872	A0A2V1AVY9	glucan endo-1,3-beta-D-glucosidase (EC 3.2.1.39)	42770
CXQ85_004615	OG6r20_101499	A0A2V1AV06	Ribosomal protein S24/S35 mitochondrial conserved domain-containing protein	25872
CXQ85_004616	OG6_103441	A0A2V1AYN6	rRNA methyltransferase 2, mitochondrial	27202
CXQ85_004617	OG6_102269	A0A2V1AVY0	U3 small nucleolar ribonucleoprotein protein MPP10	69018
CXQ85_004618	OG6_121206	A0A2V1AX77	Alpha/beta hydrolase fold-3 domain-containing protein	43588
CXQ85_004619	OG6r20_115446	A0A2V1AVY4	Arrestin C-terminal-like domain-containing protein	82768
CXQ85_004620	OG6_121206	A0A2V1AVV0	Alpha/beta hydrolase fold-3 domain-containing protein	41889
CXQ85_004621	OG6r20_309494	A0A2V1AWR5	Alpha/beta hydrolase fold-3 domain-containing protein	35014
CXQ85_004622	OG6_127524	A0A2V1AUY4	Cell wall mannoprotein PIR1-like C-terminal domain-containing protein	41276
CXQ85_004623	OG6_106377	A0A2V1AVS9	HPP family protein	37814
CXQ85_004624	OG6_118309	A0A2V1AVZ9	Protein SFK1	37821
CXQ85_004625	OG6_101226	A0A2V1AV16	S1 motif domain-containing protein	110438
CXQ85_004626	OG6_100984	A0A2V1AYP7	3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12)	22518
CXQ85_004627	OG6r20_104618	A0A2V1AVZ2	Proteasome assembly chaperone 3	14921
CXQ85_004628	OG6_101168	A0A2V1AX85	tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase)	48581
CXQ85_004629	OG6_101713	A0A2V1AVZ3	non-specific serine/threonine protein kinase (EC 2.7.11.1)	138664
CXQ85_004630	OG6_114145	A0A2V1AVW0	Sin1 middle CRIM domain-containing protein	101607
CXQ85_004631	OG6_102721	A0A2V1AWS5	RNA exonuclease 4	26928
CXQ85_004632	OG6_103500	A0A2V1AV01	Ras-GAP domain-containing protein	297794
CXQ85_004633	OG6_101913	A0A2V1AVT9	Brix domain-containing protein	33389
CXQ85_004634	OG6_100562	A0A2V1AW05	Rhomboid-type serine protease (EC 3.4.21.105)	93098
CXQ85_004635	OG6_100861	A0A2V1AV25	CBS domain-containing protein	63695
CXQ85_004636	OG6_100493	A0A2V1AYQ8	Alkyl transferase (EC 2.5.1.-)	34482
CXQ85_004637	OG6_143667	A0A2V1AW01	Vacuolar ATPase assembly integral membrane protein VPH2	24778
CXQ85_004638	OG6_104566	A0A2V1AX95	Alanyl-transfer RNA synthetases family profile domain-containing protein	49042
CXQ85_004639	OG6_101155	A0A2V1AW00	Small ribosomal subunit protein uS9m (37S ribosomal protein S9, mitochondrial)	35250
CXQ85_004640	OG6_107553	A0A2V1AVW9	SANT domain-containing protein	138510
CXQ85_004641	OG6_100406	A0A2V1AWT5	Cell division control protein	53086
CXQ85_004642	OG6_103667	A0A2V1AV12	Uncharacterized protein	124171
CXQ85_004643	OG6_101049	A0A2V1AVU9	DNA-directed RNA polymerases I, II, and III subunit RPABC1	24941
CXQ85_004644	OG6_101319	A0A2V1AW15	2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase (EC 1.1.1.302) (2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one reductase) (2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate synthase)	31606
CXQ85_004645	OG6_100254	A0A2V1AV35	Elongation of fatty acids protein (EC 2.3.1.-)	36929
CXQ85_004646	OG6_100800	A0A2V1AYR7	Ribokinase (RK) (EC 2.7.1.15)	34467
CXQ85_004647	OG6_102668	A0A2V1AW11	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 110 kDa subunit homolog) (eIF3 p110) (Translation initiation factor eIF3, p110 subunit homolog)	106717
CXQ85_004648	OG6_102632	A0A2V1AXA4	Protein BCP1	34825
CXQ85_004649	OG6_121400	A0A2V1AW10	ubiquitinyl hydrolase 1 (EC 3.4.19.12)	89107
CXQ85_004650	OG6_105748	A0A2V1AVX9	BAR domain-containing protein	29923
CXQ85_004651	OG6_101253	A0A2V1AWU3	Association with the SNF1 complex (ASC) domain-containing protein	66294
CXQ85_004652	OG6_102102	A0A2V1AV21	PHD-type domain-containing protein	79951
CXQ85_004653	OG6_127159	A0A2V1AVV9	TEA domain-containing protein	62054
CXQ85_004654	OG6_101589	A0A2V1AW25	Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21)	61012
CXQ85_004655	OG6r20_110721	A0A2V1AV46	DUF2423 domain-containing protein	11767
CXQ85_004656	OG6_100773	A0A2V1AYS6	Ribosomal protein L19	21816
CXQ85_004657	OG6_115061	A0A2V1AW20	RGS domain-containing protein	56524
CXQ85_004658	OG6_101907	A0A2V1AXB4	C2H2-type domain-containing protein	47488
CXQ85_004659	OG6_101458	A0A2V1AW22	RRM domain-containing protein	23850
CXQ85_004660	OG6_109955	A0A2V1AVY5	UDENN domain-containing protein	71398
CXQ85_004661	OG6r20_101652	A0A2V1AWV5	Uncharacterized protein	12569
CXQ85_004662	OG6_100535	A0A2V1AV30	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	32093
CXQ85_004663	OG6r20_104590	A0A2V1AVW8	GIT Spa2 homology (SHD) domain-containing protein	139403
CXQ85_004664	OG6_102825	A0A2V1AW34	Pre-mRNA-splicing factor CWC15	19824
CXQ85_004665	OG6_105270	A0A2V1AV57	Uncharacterized protein	42649
CXQ85_004666	OG6_143849	A0A2V1AYT7	RNase MRP protein 1 RNA binding domain-containing protein	24334
CXQ85_004667	OG6_108980	A0A2V1AW30	C2H2-type domain-containing protein	57946
CXQ85_004668	OG6_100634	A0A2V1AXC4	Spermidine synthase	35652
CXQ85_004669	OG6_131591	A0A2V1AW28	FAR1 domain-containing protein	49345
CXQ85_004670	OG6_103505	A0A2V1AVZ0	CRAL-TRIO domain-containing protein	59630
CXQ85_004672	OG6_123099	A0A2V1AWW6	AMP-dependent synthetase/ligase domain-containing protein	53477
CXQ85_004673	OG6_104282	A0A2V1AV41	Calcineurin-like phosphoesterase domain-containing protein	67415
CXQ85_004674	OG6_100285	A0A2V1AVX8	Guanine nucleotide-binding protein subunit alpha	47513
CXQ85_004675	OG6_109499	A0A2V1AW44	Uncharacterized protein	46908
CXQ85_004676	OG6r20_102236	A0A2V1AV67	Uncharacterized protein	30453
CXQ85_004677	OG6_102117	A0A2V1AYU4	Small ribosomal subunit protein uS7 domain-containing protein	30043
CXQ85_004678	OG6_104211	A0A2V1AW40	Uncharacterized protein	27268
CXQ85_004679	OG6_103841	A0A2V1AXD0	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit	19319
CXQ85_004681	OG6r20_309462	A0A2V1AW38	Uncharacterized protein	18064
CXQ85_004682	OG6_100255	A0A2V1AW02	Aminotransferase class I/classII large domain-containing protein	49025
CXQ85_004683	OG6_111528	A0A2V1AWX5	Protein-lysine N-methyltransferase EFM2	43426
CXQ85_004685	OG6_127591	A0A2V1AV52	Major facilitator superfamily (MFS) profile domain-containing protein	60638
CXQ85_004686	OG6_104552	A0A2V1AVY3	Succinate dehydrogenase assembly factor 4, mitochondrial	14644
CXQ85_004687	OG6_102347	A0A2V1AW54	Protein arginine methyltransferase NDUFAF7 (EC 2.1.1.320)	56476
CXQ85_004688	OG6_100222	A0A2V1AV77	Serine/threonine-protein phosphatase (EC 3.1.3.16)	58822
CXQ85_004689	OG6_106364	A0A2V1AYV2	Uncharacterized protein	27562
CXQ85_004690	OG6_109416	A0A2V1AW48	C2H2-type domain-containing protein	39156
CXQ85_004691	OG6_100976	A0A2V1AXE1	GTP-binding protein ryh1	23133
CXQ85_004692	OG6_101501	A0A2V1AW47	Programmed cell death protein 5	13685
CXQ85_004693	OG6_102884	A0A2V1AW13	Kinesin-like protein	93635
CXQ85_004694	OG6_102274	A0A2V1AWY5	RING-type domain-containing protein	57629
CXQ85_004695	OG6_500786	A0A2V1AV63	BED-type domain-containing protein	114443
CXQ85_004696	OG6_100393	A0A2V1AVZ1	Heat shock protein 60, mitochondrial	60329
CXQ85_004697	OG6_107650	A0A2V1AW64	Zn(2)-C6 fungal-type domain-containing protein	101498
CXQ85_004699	OG6_103955	A0A2V1AV88	Nitrogen permease regulator 2	68280
CXQ85_004700	OG6_101774	A0A2V1AYV6	Histone H2A	14326
CXQ85_004701	OG6_103296	A0A2V1AW59	OPA3-like protein	22446
CXQ85_004702	OG6_100430	A0A2V1AXF0	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	75856
CXQ85_004703	OG6_104358	A0A2V1AW57	uroporphyrinogen-III synthase (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase)	29276
CXQ85_004704	OG6_114160	A0A2V1AW23	IPT/TIG domain-containing protein	123897
CXQ85_004705	OG6_102469	A0A2V1AWZ5	RRM domain-containing protein	28836
CXQ85_004706	OG6r20_101503	A0A2V1AV74	DUF4210 domain-containing protein	63021
CXQ85_004707	OG6_101292	A0A2V1AW03	thioredoxin-dependent peroxiredoxin (EC 1.11.1.24) (Thioredoxin peroxidase)	28669
CXQ85_004708	OG6_124368	A0A2V1AW78	Calcineurin-like phosphoesterase domain-containing protein	56310
CXQ85_004709	OG6_101031	A0A2V1AVA2	ATP synthase subunit 5, mitochondrial	22276
CXQ85_004710	OG6_100234	A0A2V1AYV7	Ribosomal protein L2	40931
CXQ85_004711	OG6r20_109185	A0A2V1AW68	Uncharacterized protein	20389
CXQ85_004712	OG6_100263	A0A2V1AXG1	Telomere replication protein EST3 (EC 3.1.26.11)	117555
CXQ85_004713	OG6_108039	A0A2V1AW69	Lysophospholipase (EC 3.1.1.5)	62916
CXQ85_004714	OG6_102894	A0A2V1AW32	PNPLA domain-containing protein	105004
CXQ85_004715	OG6_105217	A0A2V1AX06	Zinc/iron permease	26943
CXQ85_004716	OG6_119818	A0A2V1AV87	F-box domain-containing protein	82563
CXQ85_004717	OG6_100900	A0A2V1AW12	Uncharacterized protein	25280
CXQ85_004718	OG6_100516	A0A2V1AW86	Uncharacterized protein	121564
CXQ85_004719	OG6_102544	A0A2V1AVB2	Glutamine amidotransferase type-2 domain-containing protein	69452
CXQ85_004720	OG6_103459	A0A2V1AYW2	Thioesterase domain-containing protein	26503
CXQ85_004721	OG6_113521	A0A2V1AW75	Metallo-beta-lactamase domain-containing protein	30357
CXQ85_004722	OG6_101191	A0A2V1AXH1	EamA domain-containing protein	39850
CXQ85_004723	OG6_106715	A0A2V1AW74	Acid phosphatase	45161
CXQ85_004724	OG6_102153	A0A2V1AW42	Pre-mRNA-splicing factor CWC21	19317
CXQ85_004725	OG6_100395	A0A2V1AX17	Altered inheritance of mitochondria protein 21	91239
CXQ85_004726	OG6r20_115702	A0A2V1AV97	Uncharacterized protein	26211
CXQ85_004727	OG6_101526	A0A2V1AW21	Nuclear transport factor 2	45026
CXQ85_004728	OG6_500405	A0A2V1AW95	F-box domain-containing protein	68681
CXQ85_004729	OG6_115063	A0A2V1AVC2	Gti1/Pac2 family protein	57733
CXQ85_004730	OG6_100484	A0A2V1AYW3	non-specific serine/threonine protein kinase (EC 2.7.11.1)	85858
CXQ85_004731	OG6_110015	A0A2V1AW84	Protein kinase domain-containing protein	69009
CXQ85_004732	OG6_100326	A0A2V1AXI0	cAMP-dependent protein kinase (EC 2.7.11.11)	43309
CXQ85_004733	OG6r20_101498	A0A2V1AW85	Timeless N-terminal domain-containing protein	137170
CXQ85_004734	OG6_106335	A0A2V1AW51	4-hydroxy-4-methyl-2-oxoglutarate aldolase	26580
CXQ85_004735	OG6r20_139741	A0A2V1AX26	Uncharacterized protein	39985
CXQ85_004736	OG6r20_103980	A0A2V1AVA9	Uncharacterized protein	29125
CXQ85_004737	OG6_500269	A0A2V1AW33	DNA-directed RNA polymerase I subunit RPA34	25908
CXQ85_004738	OG6r20_110953	A0A2V1AWA6	Inner centromere protein ARK-binding domain-containing protein	81650
CXQ85_004739	OG6r20_107984	A0A2V1AVD2	Arrestin-like N-terminal domain-containing protein	48701
CXQ85_004740	OG6r20_101797	A0A2V1AYW4	Uncharacterized protein	22967
CXQ85_004741	OG6_101022	A0A2V1AW94	Mitochondrial phosphate carrier protein	32421
CXQ85_004742	OG6r20_140426	A0A2V1AXJ0	RNase III domain-containing protein	56104
CXQ85_004743	OG6_127200	A0A2V1AW99	Major facilitator superfamily (MFS) profile domain-containing protein	63935
CXQ85_004744	OG6_101458	A0A2V1AW61	Chromatin target of PRMT1 protein C-terminal domain-containing protein	23353
CXQ85_004745	OG6_101364	A0A2V1AX36	SAC domain-containing protein	69056
CXQ85_004746	OG6_101801	A0A2V1AVC0	PUL domain-containing protein	83653
CXQ85_004747	OG6_103793	A0A2V1AW43	Replication factor A protein 3	11493
CXQ85_004748	OG6r20_140425	A0A2V1AWB6	Transcription regulator Rua1 C-terminal domain-containing protein	57420
CXQ85_004749	OG6_103198	A0A2V1AVD9	Multifunctional tryptophan biosynthesis protein (EC 4.1.1.48) (EC 4.1.3.27)	60245
CXQ85_004750	OG6_103930	A0A2V1AYW5	GPI ethanolamine phosphate transferase 1 (EC 2.-.-.-)	106109
CXQ85_004751	OG6_233658	A0A2V1AWA5	J domain-containing protein	66951
CXQ85_004752	OG6_100069	A0A2V1AXJ9	Integrase catalytic domain-containing protein	172398
CXQ85_004753	OG6_110260	A0A2V1AWA9	Phosphatidylinositol transfer protein SFH5 (PITP SFH5)	41030
CXQ85_004754	OG6_105111	A0A2V1AW70	OBG-type G domain-containing protein	36469
CXQ85_004755	OG6_117003	A0A2V1AX48	Golgi apparatus membrane protein TVP18 (Golgi apparatus membrane protein tvp18)	19338
CXQ85_004756	OG6_105655	A0A2V1AVD3	CCHC-type domain-containing protein	41285
CXQ85_004757	OG6_142743	A0A2V1AW52	Ferric oxidoreductase domain-containing protein	81636
CXQ85_004758	OG6r20_101353	A0A2V1AWC6	F-box domain-containing protein	65008
CXQ85_004759	OG6_121412	A0A2V1AVF0	Uncharacterized protein	55766
CXQ85_004760	OG6_104140	A0A2V1AYX8	UPF3 domain-containing protein	37874
CXQ85_004761	OG6r20_105299	A0A2V1AWB5	Uncharacterized protein	44501
CXQ85_004762	OG6_113531	A0A2V1AXK9	tRNA-splicing endonuclease subunit Sen54 N-terminal domain-containing protein	19989
CXQ85_004763	OG6_100152	A0A2V1AWB8	AMP-dependent synthetase/ligase domain-containing protein	77683
CXQ85_004764	OG6_102512	A0A2V1AW76	Vacuolar amino acid transporter YPQ3	35354
CXQ85_004765	OG6r20_101016	A0A2V1AX60	Transcription factor domain-containing protein	89070
CXQ85_004766	OG6r20_101016	A0A2V1AVE4	Transcription factor domain-containing protein	94915
CXQ85_004767	OG6_102182	A0A2V1AW62	tRNA (guanine(9)-N1)-methyltransferase (EC 2.1.1.221) (tRNA methyltransferase 10) (tRNA(m1G9)-methyltransferase)	24315
CXQ85_004768	OG6_101682	A0A2V1AWD6	GTP-binding protein RHO1	22045
CXQ85_004769	OG6_103470	A0A2V1AVG0	Zinc finger CHCC-type domain-containing protein	17586
CXQ85_004770	OG6_106830	A0A2V1AYY8	TIGR00659 family protein	52194
CXQ85_004771	OG6_100420	A0A2V1AWC4	Exoribonuclease phosphorolytic domain-containing protein	31026
CXQ85_004772	OG6_101622	A0A2V1AXL9	Band 7 domain-containing protein	34401
CXQ85_004773	OG6_108518	A0A2V1AWD4	Mannosyl phosphorylinositol ceramide synthase SUR1	32520
CXQ85_004774	OG6_103425	A0A2V1AW89	Phospholipid/glycerol acyltransferase domain-containing protein	92200
CXQ85_004775	OG6_103629	A0A2V1AX71	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	31159
CXQ85_004776	OG6_115934	A0A2V1AVF4	Amino-acid acetyltransferase, mitochondrial (EC 2.3.1.1) (Glutamate N-acetyltransferase) (N-acetylglutamate synthase)	81751
CXQ85_004777	OG6_103535	A0A2V1AW72	Chitin synthase (EC 2.4.1.16)	110782
CXQ85_004778	OG6_100545	A0A2V1AWE3	Protein RCC1	53281
CXQ85_004779	OG6_104308	A0A2V1AVH0	GPI ethanolamine phosphate transferase 2	33954
CXQ85_004780	OG6_101830	A0A2V1AZ00	C2H2-type domain-containing protein	41811
CXQ85_004781	OG6_101473	A0A2V1AWC8	3'-5' exonuclease domain-containing protein	151447
CXQ85_004782	OG6_101130	A0A2V1AXN0	Phosphoinositide phospholipase C (EC 3.1.4.11)	148929
CXQ85_004783	OG6_102261	A0A2V1AWE6	Bystin	50104
CXQ85_004784	OG6_100259	A0A2V1AW96	Cell differentiation protein rcd1	80535
CXQ85_004785	OG6_105544	A0A2V1AX81	Superoxide dismutase 1 copper chaperone	124324
CXQ85_004786	OG6_100679	A0A2V1AVG4	Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing])	53031
CXQ85_004787	OG6_102589	A0A2V1AW82	Protein phosphatase methylesterase 1 (PME-1) (EC 3.1.1.-)	42327
CXQ85_004788	OG6_100779	A0A2V1AWF2	CMP/dCMP-type deaminase domain-containing protein	32076
CXQ85_004789	OG6_105785	A0A2V1AVI0	RlpA-like protein double-psi beta-barrel domain-containing protein	25562
CXQ85_004790	OG6_102284	A0A2V1AZ10	VWFA domain-containing protein	39668
CXQ85_004791	OG6_101219	A0A2V1AWD9	Transcription elongation factor SPT5	108733
CXQ85_004792	OG6_101012	A0A2V1AXN8	adenine phosphoribosyltransferase (EC 2.4.2.7)	20056
CXQ85_004793	OG6_101264	A0A2V1AWF9	Dynein light chain	12361
CXQ85_004794	OG6_129919	A0A2V1AWA4	HD domain-containing protein	25511
CXQ85_004795	OG6_100099	A0A2V1AX91	Mediator of RNA polymerase II transcription subunit 13 (Mediator complex subunit 13)	195373
CXQ85_004796	OG6r20_112015	A0A2V1AVH8	Uncharacterized protein	51509
CXQ85_004797	OG6_100199	A0A2V1AW92	BRCT domain-containing protein	141088
CXQ85_004798	OG6_103058	A0A2V1AWG1	ENTH domain-containing protein	55796
CXQ85_004799	OG6r20_106128	A0A2V1AVJ2	Uncharacterized protein	63028
CXQ85_004800	OG6_109780	A0A2V1AZ18	Mannan endo-1,6-alpha-mannosidase (EC 3.2.1.101)	50817
CXQ85_004801	OG6_106436	A0A2V1AWF0	Sorting nexin-4 (Autophagy-related protein 24)	69479
CXQ85_004802	OG6_101701	A0A2V1AXP7	Membrane protein PTM1	65390
CXQ85_004803	OG6_101776	A0A2V1AWG7	PCI domain-containing protein	46649
CXQ85_004804	OG6_111249	A0A2V1AWB4	PX domain-containing protein	70136
CXQ85_004805	OG6_116848	A0A2V1AXA1	Alpha-1,2-mannosyltransferase MNN2	81227
CXQ85_004806	OG6_100931	A0A2V1AVI9	Leucine carboxyl methyltransferase 1 (EC 2.1.1.233)	26723
CXQ85_004807	OG6r20_109182	A0A2V1AWA3	Uncharacterized protein	34253
CXQ85_004808	OG6r20_309484	A0A2V1AWH2	Uncharacterized protein	181446
CXQ85_004809	OG6r20_140775	A0A2V1AVK4	Uncharacterized protein	72508
CXQ85_004810	OG6_100549	A0A2V1AZ29	Methyltransferase type 11 domain-containing protein	21926
CXQ85_004811	OG6_103860	A0A2V1AWF8	Uncharacterized protein	48070
CXQ85_004812	OG6_103964	A0A2V1AXQ7	TAFII28-like protein domain-containing protein	27045
