Gene Names	Accession	Entry	Protein names	Mass
B9J08_004673	OG6_112414	A0A2H0ZG94	AB hydrolase-1 domain-containing protein	45675
B9J08_004674	OG6r20_105286	A0A2H0ZG85	SH3 domain-containing protein	73790
B9J08_004675	OG6_110015	A0A2H0ZG78	Protein kinase domain-containing protein	48787
B9J08_004676	OG6_110287	A0A2H0ZG79	RRM domain-containing protein	61683
B9J08_004677	OG6_514117	A0A2H0ZH45	DH domain-containing protein	57529
B9J08_004678	OG6_102793	A0A2H0ZHA7	Trafficking protein particle complex subunit 6B	24085
B9J08_004679	OG6_101824	A0A2H0ZG91	DNA-directed RNA polymerase (EC 2.7.7.6)	136979
B9J08_004680	OG6_106713	A0A2H0ZCW0	Transcription factor Iwr1 domain-containing protein	35541
B9J08_004681	OG6_100599	A0A2H0ZGB9	3-oxoacyl-[acyl-carrier-protein] reductase	34055
B9J08_004682	OG6_104734	A0A2H0ZG92	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (GAT) (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGS)]	46089
B9J08_004683	OG6_115525	A0A2H0ZHE8	Ribosomal protein/NADH dehydrogenase domain-containing protein	16421
B9J08_004684	OG6_112470	A0A2H0ZC09	PHD-type domain-containing protein	72461
B9J08_004685	OG6_101895	A0A2H0ZHJ3	DNA-binding protein, 42 kDa	43356
B9J08_004686	OG6r20_107967	A0A2H0ZG93	Uncharacterized protein	80892
B9J08_004687	OG6_100064	A0A2H0ZH61	Coatomer subunit beta (Beta-coat protein)	106004
B9J08_004688	OG6r20_101666	A0A2H0ZHC5	Uncharacterized protein	30864
B9J08_004689	OG6_102271	A0A2H0ZGA2	H/ACA ribonucleoprotein complex subunit 2 (Nucleolar protein family A member 2)	16537
B9J08_004690	OG6_127192	A0A2H0ZG96	D-galactonate transporter	64120
B9J08_004691	OG6_112276	A0A2H0ZGD1	t-SNARE coiled-coil homology domain-containing protein	47759
B9J08_004692	OG6_119729	A0A2H0ZGA3	Major facilitator superfamily (MFS) profile domain-containing protein	65461
B9J08_004693	OG6_102357	A0A2H0ZHE6	CAF1B/HIR1 beta-propeller domain-containing protein	50541
B9J08_004694	OG6_152964	A0A2H0ZGA6	Histone deacetylase complex subunit SAP30 Sin3 binding domain-containing protein	17328
B9J08_004695	OG6_103248	A0A2H0ZG99	Phosphatidate cytidylyltransferase, mitochondrial (EC 2.7.7.41) (CDP-diacylglycerol synthase)	25258
B9J08_004696	OG6_102837	A0A2H0ZGA4	threonine synthase (EC 4.2.3.1)	57736
B9J08_004697	OG6_104233	A0A2H0ZH79	Ataxin-10 homolog	37998
B9J08_004698	OG6r20_115422	A0A2H0ZHD9	Uncharacterized protein	30625
B9J08_004699	OG6_100950	A0A2H0ZGB6	40S ribosomal protein S25	14474
B9J08_004700	OG6_139042	A0A2H0ZGA8	RanBD1 domain-containing protein	36142
B9J08_004701	OG6_100469	A0A2H0ZGE2	Chaperone DnaJ	51229
B9J08_004702	OG6_109868	A0A2H0ZGB4	Acetyl-CoA hydrolase (EC 3.1.2.1) (Acetyl-CoA deacylase)	57847
B9J08_004703	OG6r20_112597	A0A2H0ZGC3	DUF3835 domain-containing protein	56375
B9J08_004704	OG6_102415	A0A2H0ZGB5	GPN-loop GTPase 2	37422
B9J08_004705	OG6_102054	A0A2H0ZGB0	MPN domain-containing protein	34525
B9J08_004706	OG6_101203	A0A2H0ZGB2	Protoheme IX farnesyltransferase, mitochondrial (EC 2.5.1.-) (Heme O synthase)	46378
B9J08_004707	OG6_109072	A0A2H0ZH94	XPG N-terminal domain-containing protein	90877
B9J08_004708	OG6r20_126677	A0A2H0ZHD7	Uncharacterized protein	22586
B9J08_004709	OG6_100886	A0A2H0ZGC5	NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)	76254
B9J08_004710	OG6_113489	A0A2H0ZGB7	MAGE domain-containing protein	32372
B9J08_004711	OG6r20_112596	A0A2H0ZGF4	Uncharacterized protein	19095
B9J08_004712	OG6_101238	A0A2H0ZGC9	PH domain-containing protein	95709
B9J08_004714	OG6_100882	A0A2H0ZHC9	Proliferating cell nuclear antigen	28923
B9J08_004715	OG6_100981	A0A2H0ZGC7	tRNA (guanine(37)-N1)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase) (tRNA methyltransferase 5)	52291
B9J08_004716	OG6_101400	A0A2H0ZHD5	Uncharacterized protein	39867
B9J08_004717	OG6_108563	A0A2H0ZGC6	GOLD domain-containing protein	34422
B9J08_004718	OG6_101373	A0A2H0ZHC3	PH domain-containing protein	137503
B9J08_004719	OG6_102834	A0A2H0ZHG7	WD repeat-containing protein JIP5 (WD repeat-containing protein jip5)	58227
B9J08_004720	OG6_101828	A0A2H0ZGD6	Myotubularin phosphatase domain-containing protein	81044
B9J08_004721	OG6_130211	A0A2H0ZGC8	ATPase	78915
B9J08_004722	OG6_127195	A0A2H0ZGG3	Carboxymuconolactone decarboxylase-like domain-containing protein	37394
B9J08_004723	OG6_121320	A0A2H0ZGE1	Uncharacterized protein	18182
B9J08_004725	OG6_110824	A0A2H0ZGF3	Urea transport protein	56921
B9J08_004726	OG6_102062	A0A2H0ZGD9	RecF/RecN/SMC N-terminal domain-containing protein	125552
B9J08_004727	OG6r20_101481	A0A2H0ZGD2	Uncharacterized protein	45120
B9J08_004728	OG6_100866	A0A2H0ZGD8	Membrane insertase YidC/Oxa/ALB C-terminal domain-containing protein	42999
B9J08_004729	OG6_122634	A0A2H0ZHC6	Rho-GAP domain-containing protein	206929
B9J08_004730	OG6_143618	A0A2H0ZHI6	Lysyl-tRNA synthetase	62130
B9J08_004731	OG6_100992	A0A2H0ZGE7	Protein transport protein SEC23	89442
B9J08_004732	OG6r20_104604	A0A2H0ZGD7	FCP1 homology domain-containing protein	24266
B9J08_004733	OG6_102192	A0A2H0ZID4	Protein AF-9 homolog	25678
B9J08_004734	OG6_101787	A0A2H0ZGF1	phosphoinositide 5-phosphatase (EC 3.1.3.36)	126745
B9J08_004735	OG6_100767	A0A2H0ZGG2	Mitochondrial thiamine pyrophosphate carrier 1	33937
B9J08_004736	OG6_100555	A0A2H0ZGF2	Ribonuclease (EC 3.1.26.4)	36591
B9J08_004737	OG6_101258	A0A2H0ZGE3	Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	51513
B9J08_004738	OG6_102745	A0A2H0ZGF0	Alpha-ribazole phosphatase	49913
B9J08_004739	OG6_101328	A0A2H0ZHE4	Septum formation protein Maf	22938
B9J08_004740	OG6_102759	A0A2H0ZHK2	RRM domain-containing protein	27384
B9J08_004741	OG6_129919	A0A5Q7YLY2	HD domain-containing protein	25525
B9J08_004742	OG6_100589	A0A2H0ZGE8	Cytochrome b5 heme-binding domain-containing protein	13788
B9J08_004743	OG6_103146	A0A2H0ZGI5	J domain-containing protein	31084
B9J08_004744	OG6_102026	A0A2H0ZGG5	Signal recognition particle subunit SRP68 (SRP68)	65248
B9J08_004745	OG6_101710	A0A2H0ZGH5	UDP-galactose transporter homolog 1	38168
B9J08_004746	OG6_100499	A0A2H0ZHA2	Palmitoyltransferase (EC 2.3.1.225)	41584
B9J08_004747	OG6_100248	A0A2H0ZGF5	Histone deacetylase (EC 3.5.1.98)	56540
B9J08_004748	OG6_100357	A0A2H0ZGF9	Uncharacterized protein	45846
B9J08_004749	OG6_101645	A0A2H0ZHD4	Uncharacterized protein	99354
B9J08_004750	OG6r20_101232	A0A2H0ZHL2	RING-CH-type domain-containing protein	64073
B9J08_004751	OG6_101523	A0A2H0ZGH2	Nudix hydrolase domain-containing protein	23202
B9J08_004752	OG6_103619	A0A2H0ZIE9	Transcription and mRNA export factor SUS1	11065
B9J08_004753	OG6_100846	A0A2H0ZGJ4	NADH-ubiquinone oxidoreductase 19.3 kDa subunit, mitochondrial	24801
B9J08_004754	OG6_100119	A0A2H0ZGH4	Histone H3	15342
B9J08_004755	OG6r20_115421	A0A2H0ZGI7	Uncharacterized protein	48859
B9J08_004756	OG6_102296	A0A2H0ZH90	RRM domain-containing protein	64279
B9J08_004757	OG6_110145	A0A2H0ZHC4	Septation initiation network scaffold protein cdc11	138717
B9J08_004758	OG6_101849	A0A2H0ZGH1	Protein HRI1	28627
B9J08_004759	OG6_101313	A0A2H0ZHG8	ER-derived vesicles protein ERV14	16210
B9J08_004760	OG6r20_102230	A0A2H0ZH87	Uncharacterized protein	49733
B9J08_004761	OG6_101261	A0A2H0ZGI3	40S ribosomal protein S12	15703
B9J08_004762	OG6_103227	A0A2H0ZGG9	Rab proteins geranylgeranyltransferase	69068
B9J08_004763	OG6_106954	A0A2H0ZGK6	precorrin-2 dehydrogenase (EC 1.3.1.76)	30998
B9J08_004764	OG6_101419	A0A2H0ZH75	glutamate-5-semialdehyde dehydrogenase (EC 1.2.1.41)	47473
B9J08_004765	OG6r20_106989	A0A2H0ZGJ8	Uncharacterized protein	49601
B9J08_004766	OG6_100089	A0A2H0ZGI8	Phospholipid-transporting ATPase (EC 7.6.2.1)	149335
B9J08_004767	OG6_101847	A0A2H0ZHB6	Translation initiation factor eIF2B subunit delta (eIF2B GDP-GTP exchange factor subunit delta)	57299
B9J08_004768	OG6_103321	A0A2H0ZGI1	ARM repeat-containing protein	205332
B9J08_004769	OG6_100667	A0A2H0ZHI4	Polyubiquitin	42840
B9J08_004770	OG6r20_110730	A0A2H0ZH77	ENTH domain-containing protein	24403
B9J08_004771	OG6_499877	A0A2H0ZGJ3	Rab-GAP TBC domain-containing protein	67017
B9J08_004772	OG6_112284	A0A2H0ZGI0	Major facilitator superfamily (MFS) profile domain-containing protein	54521
B9J08_004773	OG6_500193	A0A2H0ZGL7	Fibronectin type-III domain-containing protein	90654
B9J08_004774	OG6_102336	A0A2H0ZGK0	Aromatic amino acid beta-eliminating lyase/threonine aldolase domain-containing protein	43319
B9J08_004775	OG6_114945	A0A2H0ZGK9	Major facilitator superfamily (MFS) profile domain-containing protein	65304
B9J08_004776	OG6_100381	A0A2H0ZGJ6	Alkaline phosphatase (EC 3.1.3.1)	61848
B9J08_004777	OG6r20_126678	A0A2H0ZGI9	Uncharacterized protein	19134
B9J08_004778	OG6_102950	A0A2H0ZGJ2	Ornithine cyclodeaminase	37391
B9J08_004779	OG6r20_115420	A0A2H0ZHJ7	Uncharacterized protein	75225
B9J08_004780	OG6_104723	A0A2H0ZHQ7	Uncharacterized protein	46076
B9J08_004781	OG6_101506	A0A2H0ZH73	3-isopropylmalate dehydratase (EC 4.2.1.33) (Alpha-IPM isomerase) (Isopropylmalate isomerase)	85775
B9J08_004782	OG6_102066	A0A2H0ZGJ1	Cullin family profile domain-containing protein	100433
B9J08_004783	OG6r20_106117	A0A2H0ZGM7	SBE2/SBE22 middle domain-containing protein	99417
B9J08_004784	OG6_102092	A0A2H0ZGL0	Pre-mRNA-splicing factor SYF1	89840
B9J08_004785	OG6_105018	A0A2H0ZGM1	non-specific serine/threonine protein kinase (EC 2.7.11.1)	84562
B9J08_004786	OG6_127524	A0A2H0ZGK5	Cell wall mannoprotein PIR1-like C-terminal domain-containing protein	30082
B9J08_004787	OG6_111631	A0A2H0ZGJ9	C2H2-type domain-containing protein	41841
B9J08_004788	OG6_114981	A0A2H0ZGK2	DUF2433 domain-containing protein	54741
B9J08_004789	OG6_100012	A0A2H0ZHL5	Ankyrin	73971
B9J08_004790	OG6r20_109200	A0A2H0ZHS3	Uncharacterized protein	45954
B9J08_004791	OG6_105075	A0A2H0ZGL5	DNA mismatch repair protein MSH3 (DNA mismatch repair protein msh3) (MutS protein homolog 3)	112496
B9J08_004792	OG6_101137	A0A2H0ZGK1	AB hydrolase-1 domain-containing protein	53866
B9J08_004793	OG6_102636	A0A2H0ZGN6	Stress response RCI peptide	14513
B9J08_004794	OG6r20_110729	A0A2H0ZGM4	TUG ubiquitin-like domain-containing protein	56366
B9J08_004795	OG6_143779	A0A2H0ZGN2	BZIP domain-containing protein	31413
B9J08_004796	OG6_100753	A0A2H0ZGL6	RRM domain-containing protein	24529
B9J08_004797	OG6_100060	A0A0L0NRQ6	Major facilitator superfamily (MFS) profile domain-containing protein	60490
B9J08_004798	OG6_101472	A0A2H0ZGL3	ornithine carbamoyltransferase (EC 2.1.3.3)	37232
B9J08_004799	OG6r20_110728	A0A2H0ZHN2	Uncharacterized protein	33447
B9J08_004800	OG6_102251	A0A2H0ZH50	DNA-directed RNA polymerase III subunit RPC6 (RNA polymerase III subunit C6)	36465
B9J08_004801	OG6_101654	A0A2H0ZGM5	Ribonuclease P protein subunit	30457
B9J08_004802	OG6_101366	A0A2H0ZGL2	Putative lipoate-protein ligase A	52474
B9J08_004803	OG6_118003	A0A2H0ZI84	DUF1989 domain-containing protein	32645
B9J08_004804	OG6_101839	A0A2H0ZH38	3-hydroxyisobutyrate dehydrogenase (EC 1.1.1.31)	39033
B9J08_004805	OG6_115043	A0A2H0ZGP2	Arrestin C-terminal-like domain-containing protein	100715
B9J08_004806	OG6_103511	A0A2H0ZGM6	PEP-CTERM system TPR-repeat lipoprotein	115069
B9J08_004807	OG6_103583	A0A2H0ZGL9	Ribonuclease P/MRP protein subunit POP5 (EC 3.1.26.5)	19760
B9J08_004808	OG6_500198	A0A2H0ZH53	SPT2 chromatin protein	36983
B9J08_004809	OG6_108225	A0A2H0ZHP7	Initiator tRNA phosphoribosyl transferase	51815
B9J08_004810	OG6_151978	A0A2H0ZHU8	Serine hydrolase domain-containing protein	25272
B9J08_004811	OG6_102244	A0A2H0ZGN4	mRNA cap guanine-N(7) methyltransferase (EC 2.1.1.56) (mRNA (guanine-N(7))-methyltransferase) (mRNA cap methyltransferase)	63497
B9J08_004812	OG6_119809	A0A2H0ZIA8	Inositol polyphosphate-related phosphatase domain-containing protein	48016
B9J08_004813	OG6_102364	A0A2H0ZI76	C2H2-type domain-containing protein	59202
B9J08_004814	OG6_100211	A0A2H0ZGP3	CMP/dCMP-type deaminase domain-containing protein	65366
B9J08_004815	OG6_143830	A0A2H0ZGQ2	pH-response regulator protein palH/RIM21	60931
B9J08_004816	OG6_100958	A0A2H0ZGN7	Rab-GAP TBC domain-containing protein	62984
B9J08_004817	OG6_153145	A0A2H0ZGM9	Ubiquitin-like domain-containing protein	22225
B9J08_004818	OG6_101670	A0A2H0ZGN0	PEP-CTERM system TPR-repeat lipoprotein	85775
B9J08_004819	OG6_137735	A0A2H0ZHR4	Zn(2)-C6 fungal-type domain-containing protein	91942
B9J08_004820	OG6_222546	A0A2H0ZHW2	Zn(2)-C6 fungal-type domain-containing protein	98537
B9J08_004821	OG6_102012	A0A2H0ZGP6	STI1 domain-containing protein	65502
B9J08_004822	OG6_133382	A0A2H0ZGN5	BZIP domain-containing protein	41735
B9J08_004823	OG6_100589	A0A2H0ZGR5	Cytochrome b5 heme-binding domain-containing protein	16779
B9J08_004824	OG6_100831	A0A2H0ZGQ3	Arf-GAP domain-containing protein	39207
B9J08_004825	OG6_101022	A0A2H0ZGR2	Mitochondrial phosphate carrier protein	35780
B9J08_004826	OG6_103518	A0A2H0ZGP7	Nucleolar complex protein 14	91302
B9J08_004827	OG6_102183	A0A2H0ZGN9	Autophagy-related protein 9	99402
B9J08_004828	OG6_100721	A0A2H0ZGP1	NAD-dependent epimerase/dehydratase domain-containing protein	39054
B9J08_004829	OG6_100767	A0A2H0ZHS8	Mitochondrial carrier protein	38788
B9J08_004830	OG6_112012	A0A2H0ZHX5	Major facilitator superfamily (MFS) profile domain-containing protein	54824
B9J08_004831	OG6_152918	A0A2H0ZH26	Myb-like domain-containing protein	36338
B9J08_004832	OG6_106489	A0A2H0ZI95	Thiamine-binding protein domain-containing protein	11532
B9J08_004833	OG6_101901	A0A2H0ZGS5	Glycogenin glucosyltransferase	45419
B9J08_004834	OG6_104031	A0A2H0ZGR3	Cell division control protein 10	42986
B9J08_004835	OG6_105363	A0A2H0ZGS2	Large ribosomal subunit protein bL32m	23120
B9J08_004836	OG6_101565	A0A2H0ZGQ5	JmjC domain-containing protein	63992
B9J08_004837	OG6_103552	A0A2H0ZH52	pyridoxal 5'-phosphate synthase (EC 1.4.3.5)	26946
B9J08_004838	OG6_101948	A0A2H0ZGQ1	NAD(P)H:quinone oxidoreductase, type IV	21516
B9J08_004839	OG6_101948	A0A2H0ZHU4	Protoplast secreted protein 2	21228
B9J08_004840	OG6_101948	A0A2H0ZHY4	NAD(P)H:quinone oxidoreductase, type IV	28556
B9J08_004841	OG6_108825	A0A2H0ZGR8	chitin deacetylase (EC 3.5.1.41)	34598
B9J08_004842	OG6r20_109212	A0A2H0ZGQ6	Uncharacterized protein	14048
B9J08_004843	OG6_103242	A0A2H0ZI51	JAB1/MPN/MOV34 metalloenzyme domain-containing protein	35859
B9J08_004844	OG6_101562	A0A2H0ZGS3	Cyclin-like domain-containing protein	33089
B9J08_004845	OG6_133395	A0A2H0ZGT2	Bromodomain associated domain-containing protein	53226
B9J08_004846	OG6_101375	A0A2H0ZGR4	Coatomer subunit zeta	20723
B9J08_004847	OG6_122869	A0A2H0ZH42	SPX domain-containing protein	95118
B9J08_004848	OG6_101235	A0A2H0ZGR1	Ubiquitin-like protease family profile domain-containing protein	56253
B9J08_004849	OG6_111913	A0A2H0ZHV8	Mitochondrial escape protein 2	99109
B9J08_004850	OG6_103164	A0A2H0ZHZ6	AAA+ ATPase domain-containing protein	39564
B9J08_004851	OG6_102915	A0A2H0ZGS8	MI domain-containing protein	108015
B9J08_004852	OG6_100839	A0A2H0ZGR7	23S rRNA (Uracil-5-)-methyltransferase RumA	62837
B9J08_004853	OG6_101499	A0A2H0ZGU6	Structural maintenance of chromosomes protein	141122
B9J08_004854	OG6_100896	A0A2H0ZGT3	Xaa-Pro aminopeptidase P	77936
B9J08_004855	OG6r20_100867	A0A2H0ZGU3	DUF3020 domain-containing protein	118273
B9J08_004856	OG6_101279	A0A2H0ZGS4	UV excision repair protein RAD23	39190
B9J08_004857	OG6_104759	A0A2H0ZGS0	Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase)	25655
B9J08_004858	OG6_102894	A0A2H0ZGS1	Patatin-like phospholipase domain-containing protein (EC 3.1.1.-)	85190
B9J08_004859	OG6_102507	A0A2H0ZHX3	Peptidyl-tRNA hydrolase	21564
B9J08_004860	OG6_474087	A0A2H0ZI08	Transcriptional regulatory protein RXT2 N-terminal domain-containing protein	35804
B9J08_004861	OG6_107650	A0A2H0ZGT7	Zn(2)-C6 fungal-type domain-containing protein	101822
B9J08_004862	OG6_137182	A0A2H0ZGS7	Chromatin modification-related protein	29958
B9J08_004863	OG6r20_126664	A0A2H0ZI38	Uncharacterized protein	8553
B9J08_004864	OG6_100154	A0A2H0ZGU2	Tryptophan synthase beta chain-like PALP domain-containing protein	41569
B9J08_004865	OG6_222620	A0A2H0ZGV3	Uncharacterized protein	48660
B9J08_004866	OG6_100565	A0A2H0ZGZ0	Pantothenate kinase	49985
B9J08_004867	OG6_114248	A0A2H0ZGT1	tRNA ligase kinase domain-containing protein	26178
B9J08_004868	OG6_114248	A0A2H0ZGT0	tRNA ligase (EC 6.5.1.3)	96972
B9J08_004869	OG6_102697	A0A2H0ZHY3	Exocyst complex protein EXO70	68040
B9J08_004870	OG6_106340	A0A2H0ZI18	Homeobox domain-containing protein	22519
B9J08_004871	OG6r20_102790	A0A2H0ZGZ5	Uncharacterized protein	47482
B9J08_004872	OG6_114171	A0A2H0ZGT8	LYC1 C-terminal domain-containing protein	46991
B9J08_004873	OG6_102908	A0A2H0ZGW7	Prefoldin subunit 4	15131
B9J08_004874	OG6_101990	A0A2H0ZGV2	mRNA-capping enzyme subunit alpha (EC 2.7.7.50) (GTP--RNA guanylyltransferase) (mRNA guanylyltransferase)	55586
B9J08_004875	OG6_113007	A0A2H0ZGW3	Uncharacterized protein	173370
B9J08_004876	OG6_102567	A0A2H0ZGU4	U2 small nuclear ribonucleoprotein A'	25881
B9J08_004877	OG6_103934	A0A2H0ZGU1	Uncharacterized protein	52152
B9J08_004878	OG6_100186	A0A2H0ZGU0	Ammonium transporter	54267
B9J08_004879	OG6_124880	A0A2H0ZHZ4	MHD domain-containing protein	96168
B9J08_004880	OG6_129300	A0A2H0ZI28	L-type lectin-like domain-containing protein	51684
B9J08_004881	OG6_103124	A0A2H0ZGV7	Polynucleotide 5'-hydroxyl-kinase GRC3 (Polynucleotide 5'-hydroxyl-kinase grc3)	63236
B9J08_004882	OG6_101248	A0A2H0ZGU7	Amidase domain-containing protein	62640
B9J08_004883	OG6_454230	A0A2H0ZGX9	Zn(2)-C6 fungal-type domain-containing protein	58164
B9J08_004884	OG6_100650	A0A2H0ZGV9	Guanine deaminase	53248
B9J08_004885	OG6_100014	A0A2H0ZGW9	Cytochrome P450	54790
B9J08_004886	OG6_114877	A0A2H0ZGV4	FAD-binding FR-type domain-containing protein	82271
B9J08_004887	OG6_221511	A0A2H0ZGV1	DUF7702 domain-containing protein	32347
B9J08_004888	OG6_114704	A0A2H0ZGU9	candidapepsin (EC 3.4.23.24)	42352
B9J08_004889	OG6_165980	A0A2H0ZI07	Transporter	70523
B9J08_004890	OG6_101248	A0A2H0ZI39	amidase (EC 3.5.1.4)	59523
B9J08_004891	OG6_105463	A0A2H0ZGW6	Alpha-1,3-mannosyltransferase	61507
B9J08_004892	OG6_109925	A0A2H0ZGW1	Hyphally-regulated cell wall protein N-terminal domain-containing protein	176427
B9J08_004893	OG6_116534	A0A2H0ZI17	Major facilitator superfamily (MFS) profile domain-containing protein	56719
B9J08_004894	OG6r20_119433	A0A2H0ZGX0	Uncharacterized protein	12942
B9J08_004895	OG6r20_167123	A0A2H0ZGY9	CCHC-type domain-containing protein	95700
B9J08_004896	OG6_100011	A0A2H0ZGW4	Uncharacterized protein	56919
B9J08_004897	OG6r20_126679	A0A2H0ZC31	Uncharacterized protein	12456
B9J08_004898	OG6_100246	A0A2H0ZC32	Major facilitator superfamily (MFS) profile domain-containing protein	64582
B9J08_004899	OG6r20_101361	A0A2H0ZC46	BioF2-like acetyltransferase domain-containing protein	94474
B9J08_004900	OG6_101230	A0A2H0ZDY2	CRAL-TRIO domain-containing protein	50745
B9J08_004902	OG6_115961	A0A2H0ZC42	Rho-GAP domain-containing protein	98265
B9J08_004903	OG6r20_101108	A0A2H0ZC36	Uncharacterized protein	28899
B9J08_004904	OG6r20_101817	A0A2H0ZC35	Uncharacterized protein	67318
B9J08_004905	OG6_103916	A0A2H0ZC37	Uncharacterized protein	30930
B9J08_004906	OG6_104131	A0A2H0ZDZ4	Nitrogen permease regulator 3 (Required for meiotic nuclear division protein 11)	87901
B9J08_004907	OG6_101765	A0A2H0ZD34	JAB1/MPN/MOV34 metalloenzyme domain-containing protein	279476
B9J08_004908	OG6_170858	A0A2H0ZC45	RING-type domain-containing protein	86549
B9J08_004909	OG6_102559	A0A2H0ZDX9	Aminotransferase class I/classII large domain-containing protein	63981
B9J08_004910	OG6_102790	A0A2H0ZDY3	Cdc23 domain-containing protein	67741
B9J08_004911	OG6_100000	A0A2H0ZC51	Uncharacterized protein	43626
B9J08_004912	OG6_101975	A0A2H0ZC53	Mitochondrial pyruvate carrier	14813
B9J08_004913	OG6_100026	A0A2H0ZC47	Multi drug resistance-associated protein	168344
B9J08_004914	OG6_101426	A0A2H0ZC49	Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.-)	85049
B9J08_004916	OG6_100634	A0A2H0ZC50	Spermidine synthase	33618
B9J08_004917	OG6_104388	A0A2H0ZE04	DNA repair protein	43660
B9J08_004918	OG6_100204	A0A2H0ZD43	Hsp82-like protein	81355
B9J08_004919	OG6_137843	A0A2H0ZC55	RNA polymerase II assembly factor Rtp1 C-terminal domain-containing protein	109126
B9J08_004920	OG6_105985	A0A2H0ZC54	Uncharacterized protein	23683
B9J08_004921	OG6_101265	A0A2H0ZC68	Translation initiation factor IF2/IF5 domain-containing protein	30773
B9J08_004922	OG6r20_101663	A0A5Q7YJN8	MI domain-containing protein	17388
B9J08_004923	OG6_104003	A0A2H0ZC64	non-specific serine/threonine protein kinase (EC 2.7.11.1)	40010
B9J08_004924	OG6r20_101974	A0A2H0ZC59	Mediator of RNA polymerase II transcription subunit 9 (Mediator complex subunit 9)	13761
B9J08_004925	OG6_116870	A0A2H0ZFC2	Rhomboid-type serine protease 2 (EC 3.4.21.105) (Rhomboid protein 2)	30087
B9J08_004926	OG6r20_101516	A0A2H0ZC61	Inheritance of peroxisomes protein 1	83760
B9J08_004927	OG6_101593	A0A2H0ZE14	Mitochondrial import receptor subunit TOM40	41614
B9J08_004928	OG6_100319	A0A2H0ZD57	ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase)	102747
B9J08_004929	OG6_102861	A0A2H0ZC65	Tubulin binding cofactor C-like domain-containing protein	29784
B9J08_004930	OG6_500187	A0A2H0ZC67	Indolepyruvate decarboxylase	69371
B9J08_004931	OG6_100152	A0A2H0ZC79	AMP-dependent synthetase/ligase domain-containing protein	83011
B9J08_004932	OG6_101635	A0A2H0ZC73	RuvB-like helicase (EC 3.6.4.12)	51504
B9J08_004933	OG6_100711	A0A2H0ZDZ2	V-type proton ATPase proteolipid subunit	16553
B9J08_004934	OG6_124902	A0A2H0ZF69	Uncharacterized protein	26422
B9J08_004935	OG6_101564	A0A2H0ZC71	Ras-GAP domain-containing protein	176395
B9J08_004936	OG6_100479	A0A2H0ZC74	Coronin	74941
B9J08_004937	OG6_109383	A0A2H0ZD23	C2H2-type domain-containing protein	26676
B9J08_004938	OG6_107778	A0A2H0ZD62	Phospholipid:diacylglycerol acyltransferase	76510
B9J08_004939	OG6_102211	A0A2H0ZC76	Autophagy-related protein 3 (Autophagy-related E2-like conjugation enzyme ATG3)	35581
B9J08_004940	OG6r20_106986	A0A2H0ZC77	Uncharacterized protein	35339
B9J08_004941	OG6_118235	A0A2H0ZC91	NADP-dependent oxidoreductase domain-containing protein	34131
B9J08_004942	OG6r20_103488	A0A2H0ZC83	PCI domain-containing protein	37582
B9J08_004943	OG6_106167	A0A2H0ZC88	C-8 sterol isomerase (EC 5.-.-.-) (Delta-8--delta-7 sterol isomerase)	24444
B9J08_004944	OG6_100259	A0A2H0ZC81	MATE efflux family protein	62224
B9J08_004945	OG6r20_109196	A0A2H0ZC82	Uncharacterized protein	21883
B9J08_004946	OG6_222615	A0A2H0ZC85	Cyclin-like domain-containing protein	55778
B9J08_004947	OG6_123860	A0A2H0ZE30	Protein ROT1	27340
B9J08_004948	OG6_110729	A0A2H0ZD72	Vacuolar protein sorting-associated protein 27	86271
B9J08_004949	OG6_100277	A0A2H0ZC89	ornithine decarboxylase (EC 4.1.1.17)	51067
B9J08_004950	OG6_100566	A0A2H0ZE15	Serine/threonine-protein phosphatase (EC 3.1.3.16)	64186
B9J08_004951	OG6r20_110662	A0A2H0ZCA2	Protein LOT5	25882
B9J08_004952	OG6_103153	A0A2H0ZC95	Uncharacterized protein	111118
B9J08_004953	OG6_103365	A0A2H0ZC97	Pre-rRNA-processing protein TSR2	23341
B9J08_004954	OG6_100406	A0A2H0ZC90	Origin recognition complex subunit 1	85302
B9J08_004955	OG6_108522	A0A2H0ZFF4	Septum-promoting GTP-binding protein 1	23059
B9J08_004956	OG6_100723	A0A2H0ZC96	Small ribosomal subunit protein eS1	28810
B9J08_004957	OG6_100476	A0A2H0ZE40	Ca2+-dependent lipid-binding protein	160574
