Entry	Gene Names	Protein names	Mass
P38739	WSC4 YHL028W	Cell wall integrity and stress response component 4	63808
P38745	YHL017W	Uncharacterized membrane protein YHL071W	61206
P38746	YLF2 YHL014C	Obg-like ATPase homolog (OLA1 homolog)	45715
P38750	YHL008C	Uncharacterized transporter YHL008C	69969
P38765	YHI9 YHR029C	Uncharacterized isomerase YHI9 (EC 5.1.-.-)	32563
P38767	ERC1 YHR032W	Ethionine resistance-conferring protein 1	64209
P38771	RRF1 FIL1 KIM4 YHR038W	Ribosome-recycling factor, mitochondrial (RRF) (Ribosome-releasing factor, mitochondrial)	26407
P38774	DOG1 YHR044C	2-deoxyglucose-6-phosphate phosphatase 1 (2-DOG-6-P 1) (2-deoxyglucose-6-phosphatase 1) (EC 3.1.3.68)	27100
P38776	YHK8 YHR048W	Probable drug/proton antiporter YHK8	57838
P38784	VMA22 YHR060W	Vacuolar ATPase assembly protein VMA22	21078
P38787	PAN5 YHR063C	2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase) (KPA reductase) (KPR)	42821
P38790	HTD2 RMD12 YHR067W	Hydroxyacyl-thioester dehydratase type 2, mitochondrial (EC 4.2.1.-) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase)	33055
P38804	RTC3 YHR087W	Restriction of telomere capping protein 3	12009
P38809	YHR097C	Uncharacterized protein YHR097C	40663
P38814	SBE22 YHR103W	Protein SBE22	96398
P38819	ERP5 YHR110W	Protein ERP5	24249
P38828	LSM12 YHR121W	Protein LSM12 (Sm-like protein 12)	21314
P38829	YHR122W	MIP18 family protein YHR122W	25675
P38839	SPL2 YHR136C	Putative cyclin-dependent kinase inhibitor SPL2 (Suppressor of PLC1 deletion protein 2)	17036
P38848	PEX28 YHR150W	Peroxisomal membrane protein PEX28 (Peroxin-28)	66148
P38849	MTC6 YHR151C	Maintenance of telomere capping protein 6	59818
P38852	LIN1 YHR156C	Protein LIN1	40369
P38854	TDA11 YHR159W	Topoisomerase I damage affected protein 11	56314
P38872	PFS1 ADY1 YHR185C	Prospore formation at selected spindle poles protein 1 (Accumulates dyads protein 1)	27884
P38884	AIM18 FMP22 YHR198C	Altered inheritance of mitochondria protein 18, mitochondrial (Found in mitochondrial proteome protein 22)	36502
P38885	AIM46 FMP34 YHR199C	Altered inheritance of mitochondria protein 46, mitochondrial (Found in mitochondrial proteome protein 34)	34113
P38887	YHR202W	Uncharacterized protein YHR202W	68998
P38913	FAD1 YDL045C D2702	Flavin adenine dinucleotide synthase (FAD synthase) (EC 2.7.7.2) (FAD pyrophosphorylase) (FMN adenylyltransferase)	35546
P38921	PET8 YNL003C N2012	Putative mitochondrial carrier protein PET8	31027
P38958	PET100 YDR079W D4441	Protein PET100, mitochondrial	13188
P38969	PNT1 YOR266W	Pentamidine resistance factor, mitochondrial	48934
P38971	ALP1 YNL270C N0660	Basic amino-acid permease	64014
P39005	KRE9 YJL174W J0504	Cell wall synthesis protein KRE9 (Killer toxin resistant protein 9)	29989
P39101	CAJ1 YER048C	Protein CAJ1	44855
P39110	CIN4 GTP1 UGX1 YMR138W YM9375.07	GTP-binding protein CIN4 (Chromosome instability protein 4)	22067
P39525	CEM1 YER061C	3-oxoacyl-[acyl-carrier-protein] synthase homolog (EC 2.3.1.41) (Beta-ketoacyl-ACP synthase homolog)	47555
P39551	PRM9 YAR031W FUN58	Pheromone-regulated membrane protein 9 (DUP240 protein PRM9)	35073
P39567	IMD1 YAR073W FUN63	Putative inosine-5'-monophosphate dehydrogenase 1 (IMP dehydrogenase 1) (IMPD 1) (IMPDH 1) (EC 1.1.1.205)	44386
P39682	PRP39 YML046W YM9827.06	Pre-mRNA-processing factor 39	74748
P39708	GDH3 YAL062W FUN51	NADP-specific glutamate dehydrogenase 2 (NADP-GDH 2) (EC 1.4.1.4) (NADP-dependent glutamate dehydrogenase 2)	49627
P39709	SEO1 YAL067C	Probable transporter SEO1	68842
P39718	PEX22 YAL055W	Peroxisome assembly protein 22 (Peroxin-22)	19877
P39937	PAC2 YER007W	Protein PAC2	59258
P39944	UBP5 YER144C	Ubiquitin carboxyl-terminal hydrolase 5 (EC 3.4.19.12) (Deubiquitinating enzyme 5) (Ubiquitin thioesterase 5) (Ubiquitin-specific-processing protease 5)	92261
P39955	SAP1 YER047C	Protein SAP1 (SIN1-associated protein)	100332
P39959	YER130C	Zinc finger protein YER130C	50320
P39961	TOG1 YER184C	Transcription factor TOG1 (Transcriptional regulator of oleate 1)	91077
P39965	AIM10 YER087W	Probable proline--tRNA ligase, mitochondrial (EC 6.1.1.15) (Altered inheritance rate of mitochondria protein 10) (Prolyl-tRNA synthetase) (ProRS)	65880
P39967	UBP9 YER098W	Ubiquitin carboxyl-terminal hydrolase 9 (EC 3.4.19.12) (Deubiquitinating enzyme 9) (Ubiquitin thioesterase 9) (Ubiquitin-specific-processing protease 9)	86244
P39981	AVT2 YEL064C	Vacuolar amino acid transporter 2	53324
P39982	HHY1 YEL059W	Hypersensitivity to hygromycin-B protein 1	11341
P40002	MIT1 YEL007W	Transcriptional regulator MIT1	72534
P40006	IRC22 YEL001C	Increased recombination centers protein 22	24992
P40036	GIP2 YER054C	GLC7-interacting protein 2	62319
P40037	HMF1 HIG1 YER057C	Protein HMF1 (High dosage growth inhibitor) (Homologous mitochondrial matrix factor 1)	13906
P40039	FCY21 FCYY YER060W	Purine-cytosine permease FCY21 (PCP FCY21) (Cytosine/purine transport protein FCY21) (Fluorocytosine resistance protein 21)	58050
P40041	VHR2 YER064C	Transcription factor VHR2 (VHT1 regulator 2)	56638
P40050	MRX1 YER077C	MIOREX complex component 1 (Mitochondrial organization of gene expression protein 1)	79548
P40060	IES5 YER092W	Ino eighty subunit 5	14312
P40081	YER134C	Putative magnesium-dependent phosphatase YER134C (EC 3.1.3.48)	20441
P40095	YER158C	Uncharacterized protein YER158C	63712
P40100	PUG1 YER185W	Protoporphyrin uptake protein 1	33733
P40155	PEX17 PAS9 YNL214W N1319	Peroxisomal membrane protein PEX17 (Peroxin-17)	23169
P40156	RRG9 YNL213C N1323	Required for respiratory growth protein 9, mitochondrial	25274
P40187	PIG2 YIL045W	GSY2-interacting protein PIG2	61938
P40188	RGI2 YIL057C	Respiratory growth induced protein 2	19229
P40210	SIP5 YMR140W YM9375.09	Protein SIP5 (SNF1-interacting protein 5)	55859
P40214	FDO1 YMR144W YM9375.13	Protein FDO1 (FKH1-interacting protein involved in donor preference)	38570
P40309	KHA1 YJL094C J0909	K(+)/H(+) antiporter 1	97111
P40317	SOK1 YDR006C YD8119.12C	Protein SOK1	101082
P40325	HUA1 YGR268C	Proline-rich protein HUA1	22435
P40328	YTA6 YPL074W LPF11C	Probable 26S proteasome subunit YTA6 (Tat-binding homolog 6)	85300
P40342	SWM2 YNR004W N2033	Nucleolar protein SWM2 (Synthetic With MUD2-delta protein 2)	17097
P40354	NTA1 YJR062C J1742	Protein N-terminal amidase (NT-amidase) (EC 3.5.1.-)	51897
P40355	MNN14 YJR061W J1736	Mannosyltransferase regulator 14	108427
P40440	YIL171W YI9402.06A	Putative transporter-like protein YIL171W	11638
P40451	AIM20 YIL158W	Altered inheritance of mitochondria protein 20	22840
P40463	VHS2 YIL135C	Protein VHS2 (Viable in a HAL3 SIT4 background protein 2)	47961
P40464	FLX1 YIL134W	Mitochondrial FAD carrier protein FLX1	34409
P40483	YIL108W	Putative zinc metalloproteinase YIL108W (EC 3.4.24.-)	77414
P40491	FMC1 YIL098C	ATP synthase assembly factor FMC1, mitochondrial (Formation of mitochondrial complexes protein 1)	18364
P40496	RSM25 YIL093C	Small ribosomal subunit protein mS23 (37S ribosomal protein S25, mitochondrial)	30513
P40511	SPO22 YIL073C	Sporulation-specific protein 22	112434
P40525	RPL34B YIL052C	Large ribosomal subunit protein eL34B (60S ribosomal protein L34-B)	13641
P40529	AGE2 YIL044C	ADP-ribosylation factor GTPase-activating protein effector protein 2 (ARF GAP effector protein 2)	32638
P40531	GVP36 YIL041W	Protein GVP36 (36 kDa Golgi vesicle protein)	36670
P40533	TED1 YIL039W	Protein TED1 (Trafficking of EMP24/ERV25-dependent cargo disrupted protein 1)	54928
P40544	YKE4 YIL023C	Zinc transporter YKE4	37418
P40545	HIS6 YIL020C	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (5-proFAR isomerase) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	29557
P40546	FAF1 YIL019W	Protein FAF1 (Forty S assembly factor)	38889
P40561	SGN1 RBP29 YIR001C YIB1C	RNA-binding protein SGN1	28954
P40570	VLD1 YIR014W	Vacuole localized DSC protein 1	27600
P40987	CIN1 YOR349W O6350	Chromosome instability protein 1	116648
P40990	MSS2 YDL107W D2340	Protein MSS2, mitochondrial	41476
P41913	GDS1 YOR355W	Protein GDS1	57048
P42222	ERR3 YMR323W YM9924.15	Enolase-related protein 3 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	47313
P42223	SBE2 YDR351W D9476.7	Protein SBE2 (Suppressor of BEM4 protein 2)	98971
P42834	MDJ2 YNL328C N0315	Mitochondrial DnaJ homolog 2	16474
P42842	EMW1 YNL313C N0364	Essential for maintenance of the cell wall protein 1	102336
P42883	THI12 YNL332W N0295	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase THI12 (HMP-P synthase) (Hydroxymethylpyrimidine phosphate synthase) (EC 2.-.-.-) (Thiamine biosynthesis protein 12) (Thiamine pyrimidine synthase)	38620
P42940	CIR1 YGR207C G7742	Probable electron transfer flavoprotein subunit beta (Beta-ETF) (Changed intracellular redox state protein 1)	28759
P42941	SER2 YGR208W G7744	Phosphoserine phosphatase (PSP) (PSPase) (EC 3.1.3.3) (O-phosphoserine phosphohydrolase)	34207
P42943	CCT7 YJL111W J0804	T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta)	59736
P42948	SET4 YJL105W J0819	SET domain-containing protein 4	63856
P43538	YFL066C	Y' element ATP-dependent helicase YFL066C (EC 3.6.4.12)	43829
P43548	AGP3 YFL055W	General amino acid permease AGP3	61052
P43557	FMP32 YFL046W	Protein FMP32, mitochondrial (Found in mitochondrial proteome protein 32)	24019
P43562	YFL040W	Probable metabolite transport protein YFL040W	60610
P43570	GYP8 YFL027C	GTPase-activating protein GYP8	57619
P43591	YFH7 AIM12 YFR007W	ATP-dependent kinase YFH7 (EC 2.7.1.-) (Altered inheritance of mitochondria protein 12)	39885
P43597	YFR016C	Uncharacterized protein YFR016C	137698
P43598	IGD1 YFR017C	Inhibitor of glycogen debranching 1	21783
P43607	RRT5 YFR032C	Regulator of rDNA transcription protein 5	31865
P43611	OSW7 YFR039C	Outer spore wall protein 7	59360
P43613	ERJ5 YFR041C	ER-localized J domain-containing protein 5	34191
P43615	IRC6 YFR043C	Increased recombination centers protein 6	27879
P43620	RMD8 YFR048W	Sporulation protein RMD8 (Required for meiotic nuclear division protein 8)	75914
P45819	SPO74 YGL170C G1654	Sporulation-specific protein 74	47700
P45820	HUR1 YGL168W G1663	Putative uncharacterized protein HUR1	12515
P46955	NCA3 YJL116C J0748	Beta-glucosidase-like protein NCA3, mitochondrial	35412
P46958	IDS2 YJL146W J0642	IME2-dependent-signaling protein	53216
P46973	HIT1 YJR055W J1705	Protein HIT1	18376
P46983	ATG36 YJL185C J0415	Autophagy-related protein 36	33740
P46993	ASG7 YJL170C J0514	Protein ASG7 (A-specific gene 7 protein)	24946
P46997	JJJ2 YJL162C J0549	J protein JJJ2	67389
P46999	PIR5 YJL160C J0555	Cell wall protein PIR5 (Protein with internal repeats 5)	30215
P47005	DAS1 YJL149W J0634	F-box protein DAS1 (DST1-delta 6-azauracil sensitivity protein 1)	77367
P47007	MRX5 YJL147C J0639	MIOREX complex component 5 (Mitochondrial organization of gene expression protein 5)	44863
P47015	AIM23 YJL131C J0682	Altered inheritance of mitochondria protein 23, mitochondrial	41461
P47018	MTC1 YJL123C J0718	Maintenance of telomere capping protein 1	53477
P47046	IRC8 YJL051W J1156	Uncharacterized protein IRC8 (Increased recombination centers protein 8)	91256
P47048	YJL049W J1162	Uncharacterized protein YJL049W	52849
P47049	UBX6 YJL048C J1164	UBX domain-containing protein 6	45016
P47051	AIM22 YJL046W J1171	Putative lipoate-protein ligase A (EC 6.3.1.20) (Altered inheritance rate of mitochondria protein 22)	47003
P47081	COX16 YJL003W J1403 YJR83.2	Cytochrome c oxidase assembly protein COX16, mitochondrial	14077
P47084	MRX12 YJR003C J1415 YJR83.30	MIOREX complex component 12 (Mitochondrial organization of gene expression protein 12)	59766
P47085	MHO1 YJR008W J1431 YJR83.9	MEMO1 family protein MHO1 (Memo-homolog 1)	38482
P47099	TY1A-JR2 YJRWTy1-2 GAG YJR028W J1565	Transposon Ty1-JR2 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	49112
P47111	VPS55 YJR044C J1637	Vacuolar protein sorting-associated protein 55	15664
P47127	AIM24 FMP26 YJR080C J1847	Altered inheritance of mitochondria protein 24, mitochondrial (Found in mitochondrial proteome protein 26)	44428
P47140	AIM25 YJR100C J1946	Altered inheritance rate of mitochondria protein 25	37480
P47141	RSM26 YJR101W J1952	Small ribosomal subunit protein mS42 (37S ribosomal protein S26, mitochondrial)	30224
P47148	PXP2 YJR111C J2009	Peroxisomal protein 2	32208
P47153	TDA4 YJR116W J2031	Topoisomerase I damage affected protein 4	32011
P47155	ILM1 YJR118C J2033	Protein ILM1 (Increased loss of mitochondrial DNA protein 1)	23645
P47163	EFM3 YJR129C J2061	Protein-lysine N-methyltransferase EFM3 (EC 2.1.1.-) (Elongation factor methyltransferase 3)	39024
P47165	XPT1 YJR133W J2118	Xanthine phosphoribosyltransferase 1 (XPRT) (EC 2.4.2.-)	23671
P47166	SGM1 YJR134C J2120	Protein SGM1 (Slow growth on galactose and mannose protein 1)	81171
P47172	YJR141W J2166	Uncharacterized protein YJR141W	39902
P47175	HMS2 YJR147W J2204	Probable transcription factor HMS2 (High-copy MEP suppressor 2)	41192
P47177	YJR149W J2213	Putative nitronate monooxygenase (EC 1.13.12.16) (Nitroalkane oxidase)	45159
P47183	THI11 YJR156C J2250	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase THI11 (HMP-P synthase) (Hydroxymethylpyrimidine phosphate synthase) (EC 2.-.-.-) (Thiamine biosynthesis protein 11) (Thiamine pyrimidine synthase)	38632
P47187	COS5 YJR161C J2410	Protein COS5	45709
P47976	CTH1 YDR151C YD8358.07C	mRNA decay factor CTH1 (Cysteine-three-histidine protein 1)	36772
P48353	HLJ1 YMR161W YM8520.10	Protein HLJ1	25008
P48362	HGH1 YGR187C G7538	Protein HGH1 (HMG1/2 protein homolog)	44951
P48526	ISM1 YPL040C P7102.10	Isoleucine--tRNA ligase, mitochondrial (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	115794
P48560	TOS6 YNL300W N0430	Protein TOS6	10170
P48564	MRX6 YNL295W N0462	MIOREX complex component 6 (Mitochondrial organization of gene expression protein 6)	61228
P50080	AZR1 YGR224W G8537	Azole resistance protein 1	67169
P50104	STB4 YMR019W YM9711.08	Probable transcriptional regulatory protein STB4	109825
P50112	KNH1 YDL049C	Cell wall synthesis protein KNH1	29753
P50113	LYS5 YGL154C G1867	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase (AASD-PPT) (EC 2.7.8.7)	30683
P50273	ATP22 TCM10 YDR350C D9476.9	Mitochondrial translation factor ATP22	79756
P52290	DIA3 YDL024C D2815	Probable acid phosphatase DIA3 (EC 3.1.3.2) (Digs into agar protein 3)	53076
P52911	EXG2 YDR261C YD9320A.12C	Glucan 1,3-beta-glucosidase 2 (EC 3.2.1.58) (Exo-1,3-beta-glucanase 2)	63508
P52918	MSN5 YDR335W D9651.5	Protein MSN5	142118
P52924	COS10 YNR075W N3820	Protein COS10	43867
P53036	SAP4 YGL229C	SIT4-associating protein SAP4	94729
P53046	ROM1 SKC1 YGR070W	RHO1 GDP-GTP exchange protein 1 (Protein kinase C suppressor SKC1)	131420
P53047	RTA1 YGR213C	Protein RTA1	35486
P53058	VEL1 YGL258W NRA206	Protein VEL1 (Velum formation protein 1)	22152
P53060	RMR1 YGL250W NRC245	Reduced meiotic recombination protein 1	27709
P53072	TAN1 YGL232W	tRNA acetyltransferase TAN1 (EC 2.3.-.-)	33550
P53099	TPN1 YGL186C G1370	Vitamin B6 transporter TPN1 (Transport of pyridoxine protein 1)	64546
P53100	YGL185C G1380	Putative 2-hydroxyacid dehydrogenase YGL185C (EC 1.-.-.-)	42984
P53118	ROG1 YGL144C	Putative lipase ROG1 (EC 3.1.-.-) (Revertant of glycogen synthase kinase mutation protein 1)	78142
P53130	GPG1 YGL121C	Heterotrimeric G protein gamma subunit GPG1	14922
P53139	YGL108C G3070	Uncharacterized protein YGL108C	16037
P53142	VPS73 YGL104C G3090	Vacuolar protein sorting-associated protein 73	54331
P53147	TOS8 YGL096W	Homeobox protein TOS8 (Target of SBF 8)	31257
P53155	YGL082W	Uncharacterized protein YGL082W	43321
P53172	SDS23 YGL056C	Protein SDS23	58098
P53183	YGL039W	Putative uncharacterized oxidoreductase YGL039W (EC 1.1.1.-)	38259
P53200	EFM5 AML1 YGR001C	Protein-lysine N-methyltransferase EFM5 (EC 2.1.1.-) (Elongation factor methyltransferase 5) (N(6)-adenine-specific DNA methyltransferase-like 1)	28582
P53203	PEX31 YGR004W	Peroxisomal membrane protein PEX31 (Peroxin-31)	52943
P53241	VHT1 YGR065C	Vitamin H transporter (H(+)/biotin symporter)	69083
P53248	PEX8 PAS6 YGR077C	Peroxisomal biogenesis factor 8 (Peroxin-8) (Peroxisomal protein PAS6)	68165
P53253	NNF2 YGR089W	Protein NNF2	106466
P53257	TPC1 YGR096W	Mitochondrial thiamine pyrophosphate carrier 1	35137
P53278	YGR130C	Uncharacterized protein YGR130C	92698
P53279	FHN1 YGR131W	Non-classical export protein 2 homolog 1 (Functional homolog of NCE102)	19152
P53285	VPS62 YGR141W	Vacuolar protein sorting-associated protein 62	54515
P53289	RTS3 YGR161C	Protein phosphatase type 2A regulatory subunit RTS3	29263
P53292	MRPS35 YGR165W	Small ribosomal subunit protein mS45 (37S ribosomal protein S35, mitochondrial)	39575
P53304	SLI1 YGR212W	N-acetyltransferase SLI1 (EC 2.3.1.-) (Sphingosine-like immunosuppressant resistant protein 1)	54473
P53305	RSM27 YGR215W	Small ribosomal subunit protein mS33 (Mitochondrial 37S ribosomal protein S27)	12393
P53315	SOL4 YGR248W	6-phosphogluconolactonase 4 (6PGL) (EC 3.1.1.31)	28448
P53316	YGR250C	Uncharacterized RNA-binding protein YGR250C	89513
P53319	GND2 YGR256W G9170	6-phosphogluconate dehydrogenase, decarboxylating 2 (EC 1.1.1.44)	53923
P53338	MAL13 MAL1R YGR288W G9591	Maltose fermentation regulatory protein MAL13	54325
P53394	YPR003C LPZ3C YP9723.03C	Putative sulfate transporter YPR003C	83384
P53438	SOK2 YMR016C YM9711.03C	Protein SOK2	85643
P53630	BIO4 YNR057C N3506	Dethiobiotin synthetase (DTB synthetase) (EC 6.3.3.3) (Dethiobiotin synthase) (DTBS)	26257
P53723	YNR021W N3216	UPF0674 endoplasmic reticulum membrane protein YNR021W	47093
P53724	MRPL50 YNR022C N3220	Large ribosomal subunit protein bL9m (54S ribosomal protein L50, mitochondrial)	16283
P53728	CPR8 YNR028W N3255	Peptidyl-prolyl cis-trans isomerase CYP8 (PPIase CYP8) (EC 5.2.1.8) (Rotamase CYP8)	34946
P53733	RSM19 YNR037C N3300	Small ribosomal subunit protein uS19m (37S ribosomal protein S19, mitochondrial)	10275
P53735	ZRG17 YNR039C N3403	Protein ZRG17 (Zinc-regulated gene 17 protein)	67461
P53744	BIO5 YNR056C N3502	7-keto 8-aminopelargonic acid transporter (KAPA transporter)	62428
P53755	BSC5 YNR069C N3555	Bypass of stop codon protein 5	54831
P53835	PRM1 YNL279W N0605	Plasma membrane fusion protein PRM1 (Pheromone-regulated membrane protein 1)	73353
P53850	RTC4 YNL254C N0856	Restriction of telomere capping protein 4	46212
P53857	YNL234W N1142	Uncharacterized globin-like protein YNL234W	47823
P53873	SWT21 YNL187W N1615	Protein SWT21 (Synthetic With TGS1 protein 21)	40308
P53878	PBR1 YNL181W N1640	Uncharacterized oxidoreductase YNL181W (EC 1.-.-.-) (Potentiates bioactive compound response protein 1)	46503
P53882	TDA7 YNL176C N1661	Topoisomerase I damage affected protein 7	67401
P53883	NOP13 YNL175C N1665	Nucleolar protein 13	45609
P53885	MDG1 YNL173C N1673	Signal transduction protein MDG1 (Multicopy suppressor of defective G-protein 1)	40278
P53892	IBD2 YNL164C N1714	Protein IBD2 (Inhibition of bud division protein 2)	40016
P53898	NSG2 YNL156C N1747	Protein NSG2 (INSIG homolog 2)	33667
P53913	FYV6 YNL133C N1215 N1850	Protein FYV6 (Function required for yeast viability protein 6)	20025
P53918	ESBP6 MCH3 YNL125C N1223 N1882	Uncharacterized transporter ESBP6	73802
P53949	OCA2 YNL056W N2439 YNL2439W	Tyrosine-protein phosphatase-like protein OCA2 (Oxidant-induced cell-cycle arrest protein 2)	22472
P53958	BOP3 YNL042W N2670	Protein BOP3 (Bypass of PAM1 protein 3)	43749
P53960	YNL040W N2679	Putative alanyl-tRNA editing protein alaX (AlaX) (AlaXp) (AlaXp-II) (Alanyl-tRNA deacylase alaX)	50964
P53961	GPI15 YNL038W N2687	Phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI15 (GPI-GlcNAc transferase complex subunit GPI5) (GPI-GnT subunit GPI5) (EC 2.4.1.198) (PIGH homolog)	26817
P53970	EFM6 YNL024C N2809	Protein-lysine N-methyltransferase EFM6 (EC 2.1.1.-) (Elongation factor methyltransferase 6)	27738
P54005	DIA1 YMR316W YM9924.08	Protein DIA1 (Digs into agar protein 1)	38760
P56508	SNA2 YDR525W-A YDR525BW	Protein SNA2	9180
P87262	RPL34A YER056C-A YER056BC	Large ribosomal subunit protein eL34A (60S ribosomal protein L34-A)	13639
P87275	AIM11 GEP8 YER093C-A	Altered inheritance of mitochondria protein 11 (Genetic interactor of prohibitins 8)	15753
P89113	DDR2 YOL052C-A YOL052BC YOL053C-A	Protein DDR2	5955
Q00453	RGM1 YMR182C YM8010.12C	Probable transcription repressor protein RGM1	23855
Q00873	CYT2 YKL087C	Holocytochrome-c1 synthase (EC 4.4.1.17) (Cytochrome c1 heme lyase) (CC1HL)	26076
Q01766	HAL1 YPR005C YP9723.05C	Halotolerance protein HAL1	32994
Q02608	MRPS16 YPL013C LPA4C	Small ribosomal subunit protein bS16m (37S ribosomal protein S16, mitochondrial)	13639
Q02710	ECM23 SRD2 YPL021W	Protein ECM23 (Extracellular mutant protein 23) (SRD1 homolog 2)	20614
Q02772	PET191 YJR034W J1604	Mitochondrial protein PET191	12394
Q02803	OAZ1 YPL052W	Ornithine decarboxylase antizyme (ODC-Az)	34045
Q02863	UBP16 YPL072W LPF12W	Ubiquitin carboxyl-terminal hydrolase 16 (EC 3.4.19.12) (Deubiquitinating enzyme 16) (Ubiquitin thioesterase 16) (Ubiquitin-specific-processing protease 16)	56920
Q02875	SYH1 YPL105C	SMY2 homolog 2	94357
Q02889	MGR2 YPL098C	Protein MGR2 (Mitochondrial genome-required protein 2)	12252
Q02961	YPL113C	Putative 2-hydroxyacid dehydrogenase YPL113C (EC 1.-.-.-)	45014
Q02981	YPL109C LPH17C	ABC1 family protein YPL109C, mitochondrial	76176
Q03029	SPO19 YPL130W	Sporulation-specific protein 19	24989
Q03079	MRX11 YPL041C	MIOREX complex component 11 (Mitochondrial organization of gene expression protein 11)	24166
Q03085	SRL4 YPL033C	Oxidoreductase-like protein SRL4 (Suppressor of RAD53 and LCD1 4) (Suppressor of RAD53 null lethality 4)	31925
Q03153	ATP25 YMR098C YM6543.05C	ATPase synthesis protein 25, mitochondrial (OLI1 mRNA stabilization factor)	70414
Q03201	RSM10 YDR041W YD6888.03	Small ribosomal subunit protein uS10m (37S ribosomal protein S10, mitochondrial)	23424
Q03264	NGL2 YMR285C YM8021.11C	RNA exonuclease NGL2 (EC 3.1.-.-) (Carbon catabolite repressor protein 4 homolog)	59540
Q03266	ABZ2 YMR289W YM8021.15	Aminodeoxychorismate lyase (EC 4.1.3.38) (4-amino-4-deoxychorismate lyase) (ADC lyase) (ADCL)	42640
Q03419	IZH1 YDR492W	ADIPOR-like receptor IZH1 (Implicated in zinc homeostasis protein 1)	36492
Q03441	RMD1 YDL001W	Sporulation protein RMD1 (Required for meiotic nuclear division protein 1)	49932
Q03482	CPP2 YDR210W YD8142.07	Lipid-anchored plasma membrane protein CPP2 (C-terminally palmitoylated protein CPP2) (Cysteine-rich protein CPP2)	8571
Q03483	TY2A-DR2 YDRWTy2-2 GAG YDR210W-A YD8142A.08	Transposon Ty2-DR2 Gag polyprotein (TY2A) (TYA) (Transposon Ty2 protein A) [Cleaved into: Capsid protein (CA); Gag-p4]	49835
Q03516	RSN1 YMR266W YM8156.08	Uncharacterized protein RSN1 (Rescuer of SRO7 at high Nacl protein 1)	107673
Q03525	TMA23 YMR269W YM8156.11 YMR268W-A	Protein TMA23 (23 kDa translation machinery-associated protein)	23949
Q03652	DML1 YMR211W YM8261.05	Protein DML1 (Drosophila melanogaster misato-like protein 1)	55312
Q03667	MIX17 MIC17 YMR002W YM8270.04	Mitochondrial intermembrane space cysteine motif-containing protein MIX17 (Mitochondrial intermembrane space CX(n)C motif protein of 17 kDa)	16669
Q03673	AIM34 YMR003W YM8270.05	Altered inheritance of mitochondria protein 34, mitochondrial	22742
Q03697	YMD8 YML038C	Putative nucleotide-sugar transporter YMD8	49615
Q03760	PML39 YML107C YM8339.12	Pre-mRNA leakage protein 39 (39 kDa pre-mRNA leakage protein)	39207
Q03786	YDR248C	Probable gluconokinase (EC 2.7.1.12) (Gluconate kinase)	22175
Q03796	TPP1 YMR156C YM8520.05C	Polynucleotide 3'-phosphatase (EC 3.1.3.32) (2'(3')-polynucleotidase) (DNA 3'-phosphatase) (Three prime phosphatase)	27383
Q03798	AIM36 FMP39 YMR157C YM8520.06C	Altered inheritance of mitochondria protein 36, mitochondrial (Found in mitochondrial proteome protein 39)	29077
Q03799	MRPS8 YMR158W YM8520.07	Small ribosomal subunit protein uS8m (37S ribosomal protein S8, mitochondrial)	17471
Q03856	TY1A-DR1 YDRCTy1-1 GAG YDR098C-A YD8557.07c	Transposon Ty1-DR1 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	49056
Q03880	PKR1 YMR123W YM8564.05	V-type ATPase assembly factor PKR1	13962
Q03899	YDR131C	F-box protein YDR131C	65243
Q03942	RKM2 YDR198C	Ribosomal lysine N-methyltransferase 2 (EC 2.1.1.-)	55950
Q03964	TY1A-DR2 YDR170W-A YD9395.02	Transposon Ty1-DR2 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	49445
Q03976	RSM24 YDR175C	Small ribosomal subunit protein mS35 (37S ribosomal protein S24, mitochondrial) (Mitochondrial ribosomal small subunit protein 24)	37393
Q04005	ATC1 LIC4 YDR184C YD9395.18c	Protein ATC1/LIC4 (AIP3 complex protein 1) (Lithium comvertas protein 4)	33114
Q04007	SND1 YDR186C	SRP-independent targeting protein 1	98331
Q04083	THI74 YDR438W	Thiamine-repressible mitochondrial transport protein THI74	41385
