Entry	Gene Names	Protein names	Mass
A0A1D8PSR0	CAALFM_CR04350CA orf19.8157	UBR-type domain-containing protein	51408
A0A1D8PSR4	CAALFM_CR04400WA orf19.529.1	Uncharacterized protein	8429
A0A1D8PSR5	CAALFM_CR04410WA orf19.8163	Autophagy-related protein 6	51659
A0A1D8PSR6	CAALFM_CR04500CA orf19.8174	Fe2OG dioxygenase domain-containing protein	42229
A0A1D8PSS3	MIM1 CAALFM_CR04520WA orf19.542.2	Mim1p	14640
A0A1D8PSS6	CAALFM_CR04600WA orf19.8186	JmjC domain-containing protein	63962
A0A1D8PST1	CAALFM_CR04680CA orf19.9304	Uncharacterized protein	11693
A0A1D8PST6	CAALFM_CR04730WA orf19.13695	TMEM14-domain-containing protein	11470
A0A1D8PSU1	CAALFM_CR04750WA orf19.6316.4	Uncharacterized protein	9968
A0A1D8PSU4	DIT1 CAALFM_CR04640WA orf19.9308	Dit1p	58616
A0A1D8PSU5	CAALFM_CR04710WA orf19.9303	Peptidylprolyl isomerase	15828
A0A1D8PSU7	CAALFM_CR04850CA orf19.13685	Uncharacterized protein	30277
A0A1D8PSU9	CAALFM_CR04770CA orf19.13692	Uncharacterized protein	21539
A0A1D8PSW4	CAALFM_CR05010WA orf19.8267	Crossover junction endodeoxyribonuclease	78394
A0A1D8PSW5	CAALFM_CR04940WA orf19.9373	Uncharacterized protein	38375
A0A1D8PSW7	CAALFM_CR05030WA orf19.8264	Outer spore wall assembly protein SHE10	112542
A0A1D8PSW9	CAALFM_CR05150WA orf19.639.1	Large ribosomal subunit protein mL53	10280
A0A1D8PSX3	CAALFM_CR04980CA orf19.8248	Uncharacterized protein	22779
A0A1D8PSX4	CAALFM_CR04860CA orf19.13684	F-box domain-containing protein	54015
A0A1D8PSX6	HGT9 CAALFM_CR05090CA orf19.8258	Hgt9p	62826
A0A1D8PSY0	CAALFM_CR04970CA orf19.8247	Uncharacterized protein	32709
A0A1D8PSY6	CAALFM_CR05330WA orf19.5288.1	Uncharacterized protein	6772
A0A1D8PSY8	CRG1 CAALFM_CR04960CA orf19.633	Crg1p	33834
A0A1D8PSZ0	IFE2 CAALFM_CR05340CA orf19.5288	Ife2p	48503
A0A1D8PSZ5	CAALFM_CR05460WA orf19.3517	Ubiquitin-like domain-containing protein	31526
A0A1D8PT01	CAALFM_CR05450CA orf19.3516	Mitochondrial fission process protein 1 (Mitochondrial 18 kDa protein)	24230
A0A1D8PT10	CAALFM_CR05210WA orf19.8192	Uncharacterized protein	38852
A0A1D8PT15	CAALFM_CR05580CA orf19.13266	Meiosis protein 5	21967
A0A1D8PT21	CAALFM_CR05360CA orf19.5287	Uncharacterized protein	58953
A0A1D8PT24	CAALFM_CR05770WA orf19.13956	Uncharacterized protein	59104
A0A1D8PT31	CAALFM_CR05760CA orf19.13957	Uncharacterized protein	36892
A0A1D8PT35	CAALFM_CR05900WA orf19.13945	Oxidant-induced cell-cycle arrest protein 5	57854
A0A1D8PT42	CAALFM_CR05960WA orf19.458.1	Uncharacterized protein	10273
A0A1D8PT44	CAALFM_CR06010WA orf19.11329	Uncharacterized protein	47618
A0A1D8PT45	SOK1 CAALFM_CR06000WA orf19.8081	Sok1p	92226
A0A1D8PT46	CAALFM_CR06020WA orf19.11332	Uncharacterized protein	41578
A0A1D8PT47	CAALFM_CR05730CA orf19.13960	Uncharacterized protein	55742
A0A1D8PT51	CAALFM_CR06060WA orf19.11339	Transcriptional regulatory protein LGE1	28576
A0A1D8PT54	CAALFM_CR06100CA orf19.11344	SET domain-containing protein	73331
A0A1D8PT61	CAALFM_CR06170WA orf19.11353	Uncharacterized protein	30195
A0A1D8PT62	CAALFM_CR06140WA orf19.11350	Uncharacterized protein	66156
A0A1D8PT64	ZCF19 CAALFM_CR06240CA orf19.11357	Zcf19p	71529
A0A1D8PT65	CAALFM_CR06250WA orf19.11358	F-box domain-containing protein	34136
A0A1D8PT67	CAALFM_CR06260WA orf19.11359	Uncharacterized protein	44544
A0A1D8PT68	CAALFM_CR06290CA orf19.11362	Uncharacterized protein	41227
A0A1D8PT74	CAALFM_CR06380CA orf19.8346	Uncharacterized protein	56791
A0A1D8PT82	GST3 CAALFM_CR06460WA orf19.8339	Gst3p	24961
A0A1D8PT83	CAALFM_CR06510WA orf19.8334	Septicolysin	18529
A0A1D8PT86	RRN11 CAALFM_CR06480CA orf19.8337	Rrn11p	80429
A0A1D8PT91	CAALFM_CR06550CA orf19.711	Histidine-rich glycoprotein-like	13283
A0A1D8PT92	CAALFM_CR06620WA orf19.8316	DUF1776-domain-containing protein	51052
A0A1D8PT93	RGS2 CAALFM_CR06590CA orf19.8314	GTPase-activating protein	49120
A0A1D8PT97	CAALFM_CR06580WA orf19.693	Uncharacterized protein	25869
A0A1D8PTA4	SEO1 CAALFM_CR06660WA orf19.8319	Permease	69602
A0A1D8PTA5	CAALFM_CR06570CA orf19.915	Uncharacterized protein	81911
A0A1D8PTA6	CAALFM_CR06500CA orf19.8335	Septicolysin	18948
A0A1D8PTB7	CAALFM_CR06930WA orf19.178	Uncharacterized protein	37303
A0A1D8PTB8	ATX1 CAALFM_CR06950CA orf19.2369.1	Copper metallochaperone	8107
A0A1D8PTC5	CAALFM_CR06970CA orf19.9904	U5 snRNP complex subunit	48730
A0A1D8PTC7	CAALFM_CR06920WA orf19.9399	Kinetochore protein Sos7 coiled-coil domain-containing protein	44063
A0A1D8PTC9	CAALFM_CR06820WA orf19.9410	Altered inheritance of mitochondria protein 19, mitochondrial	18481
A0A1D8PTD5	CAALFM_CR06990WA orf19.9902	Transcription activator GCR1-like domain-containing protein	97352
A0A1D8PTD6	CAALFM_CR06980WA orf19.9903	Ribosome biosynthesis protein	17272
A0A1D8PTD8	CAALFM_CR07020WA orf19.9899	Thiosulfate sulfurtransferase	20316
A0A1D8PTD9	DSL1 CAALFM_CR06940WA orf19.9906	Dsl1p	79583
A0A1D8PTE1	CAALFM_CR07170WA orf19.8351	Uncharacterized protein	30457
A0A1D8PTE6	CAALFM_CR07110CA orf19.7681	Uncharacterized protein	83721
A0A1D8PTE7	CAALFM_CR07120CA orf19.7682	MARVEL domain-containing protein	43946
A0A1D8PTE9	SPT10 CAALFM_CR07040WA orf19.9897	Spt10p	53070
A0A1D8PTF6	CAALFM_CR07220CA orf19.13567	AAA+ ATPase domain-containing protein	118206
A0A1D8PTF8	FRE30 CAALFM_CR07280WA orf19.13559	Fre30p	33013
A0A1D8PTG1	CAALFM_CR07140CA orf19.7684	Uncharacterized protein	27292
A0A1D8PTG3	CAALFM_CR07310WA orf19.13556	Uncharacterized protein	72289
A0A1D8PTH2	CAALFM_CR07350WA orf19.13553	Sec39 domain-containing protein	94812
A0A1D8PTH4	CAALFM_CR07480WA orf19.13536	Transporter	49521
A0A1D8PTH5	CAALFM_CR07340CA orf19.13554	Uncharacterized protein	40915
A0A1D8PTH8	CAALFM_CR07500WA orf19.10151	Uncharacterized protein	26283
A0A1D8PTI1	CAALFM_CR07460CA orf19.13538	Galactose oxidase	75517
A0A1D8PTI6	CAALFM_CR07540CA orf19.10155	Uncharacterized protein	71102
A0A1D8PTJ3	CAALFM_CR07640CA orf19.13665	VPS4-associated protein 1	23294
A0A1D8PTJ6	CAALFM_CR07700WA orf19.1984	Protein kinase domain-containing protein	45540
A0A1D8PTJ7	CAALFM_CR07740WA orf19.2633.1	Uncharacterized protein	6810
A0A1D8PTK2	CAALFM_CR07680CA orf19.13661	RRM domain-containing protein	92026
A0A1D8PTK4	CAALFM_CR07690WA orf19.3487	Uncharacterized protein	12551
A0A1D8PTL2	CAALFM_CR07760WA orf19.3704.1	Mitochondrial 37S ribosomal protein RSM19	10375
A0A1D8PTL3	CAALFM_CR07780WA orf19.11191	Alcohol dehydrogenase-like N-terminal domain-containing protein	69799
A0A1D8PTL4	CAALFM_CR07920WA orf19.8239	F-box domain-containing protein	73284
A0A1D8PTN9	CAALFM_CR08310CA orf19.13756	TauD/TfdA-like domain-containing protein	43352
A0A1D8PTP0	CAALFM_CR08110WA orf19.13728	Uncharacterized protein	48856
A0A1D8PTP3	CAALFM_CR08270WA orf19.13749	Uncharacterized protein	35090
A0A1D8PTP4	ATS1 CAALFM_CR08320WA orf19.13757	Ats1p	32534
A0A1D8PTP5	CAALFM_CR08290WA orf19.13751	Arf-GAP domain-containing protein	47703
A0A1D8PTQ7	CAALFM_CR08380CA orf19.13763	Outer spore wall protein RRT8	33748
A0A1D8PTR1	CAALFM_CR08520CA orf19.6419.1	Uncharacterized protein	12398
A0A1D8PTR7	TPM2 CAALFM_CR08460WA orf19.6414.3	Tropomyosin	18969
A0A1D8PTS8	CAALFM_CR08650CA orf19.13798	Ubiquitin-protein ligase	81739
A0A1D8PTT3	CAALFM_CR08880CA orf19.7283	Uncharacterized protein	13316
A0A1D8PTT5	TAR1 CAALFM_CR08820CA orf19.6834.10	Tar1p	10310
A0A1D8PTT8	CAALFM_CR08830WA orf19.7279.1	Uncharacterized protein	9544
A0A1D8PTU2	CAALFM_CR08900CA orf19.7285	Cleavage polyadenylation factor subunit	40536
A0A1D8PTU7	ASR2 CAALFM_CR08890CA orf19.7284	Asr2p	27778
A0A1D8PTV2	CAALFM_CR09050CA	HTH CENPB-type domain-containing protein	67490
A0A1D8PTV5	CAALFM_CR09070CA orf19.7304	Uncharacterized protein	57312
A0A1D8PTV6	NIT2 CAALFM_CR08840CA orf19.7279	Hydrolase	33584
A0A1D8PTV7	CAALFM_CR09010CA orf19.7297	Cystathionine beta-lyase	42406
A0A1D8PTV8	CAALFM_CR09060WA orf19.7303	Uncharacterized protein	29373
A0A1D8PTV9	CAALFM_CR09040WA orf19.7300	Uncharacterized protein	32071
A0A1D8PTW1	CAALFM_CR09190CA orf19.7316	Phytanoyl-CoA dioxygenase domain-containing protein 1	34180
A0A1D8PTW2	CAALFM_CR09140CA orf19.7310	Meiotic sister chromatid recombination protein 1	91563
A0A1D8PTW5	CAALFM_CR09150WA orf19.7311	Uncharacterized protein	22883
A0A1D8PTW8	CAALFM_CR08980CA orf19.7295	Protein SCD5	58159
A0A1D8PTW9	CAALFM_CR09100CA orf19.7306	Pyridoxine 4-dehydrogenase	39012
A0A1D8PTX0	CAALFM_CR09230CA orf19.7321	Striatin N-terminal domain-containing protein	68530
A0A1D8PTX5	FCY24 CAALFM_CR09360WA orf19.7331	Fcy24p	59142
A0A1D8PTX8	CAALFM_CR09090CA orf19.7305	Uncharacterized protein	48675
A0A1D8PTX9	PHO88 CAALFM_CR09320CA orf19.7327	Pho88p	20955
A0A1D8PTY3	CAALFM_CR09410WA orf19.7337	Leucine-rich repeat-containing protein	77597
A0A1D8PTY9	CAALFM_CR09440CA orf19.7341	Uncharacterized protein	35791
A0A1D8PTZ2	CAALFM_CR09490WA orf19.7344	Uncharacterized protein	97288
A0A1D8PTZ3	CAALFM_CR09460CA orf19.7341.1	Uncharacterized protein	10864
A0A1D8PTZ4	AXL1 CAALFM_CR09470WA orf19.7342	Axl1p	157684
A0A1D8PTZ5	CAALFM_CR09350CA orf19.7330	Thiaminase-2/PQQC domain-containing protein	28060
A0A1D8PTZ7	CAALFM_CR09530CA orf19.6608	DDE-1 domain-containing protein	83613
A0A1D8PTZ9	CAALFM_CR09500CA orf19.7345	ATP-dependent kinase	38993
A0A1D8PU00	CAALFM_CR09560CA orf19.6606	Uncharacterized protein	51731
A0A1D8PU01	CAALFM_CR09570WA orf19.6605	Vacuolar membrane protein	34240
A0A1D8PU05	CAALFM_CR09640CA orf19.6599.1	Translation machinery-associated protein 7	6655
A0A1D8PU09	CAALFM_CR09580CA orf19.6604	Proteasome assembly chaperone 2	47805
A0A1D8PU11	CAALFM_CR09620CA orf19.6600	PRELI/MSF1 domain-containing protein	23057
A0A1D8PU12	CAALFM_CR09610CA orf19.6601	Uncharacterized protein	46913
A0A1D8PU13	CAALFM_CR09660WA orf19.6597	Cyclin-D1-binding protein 1-like N-terminal domain-containing protein	45159
A0A1D8PU14	PCD1 CAALFM_CR09710WA orf19.6591	8-oxo-dGTP diphosphatase	44566
A0A1D8PU18	IFA14 CAALFM_CR09780CA orf19.7550	Ifa14p	79195
A0A1D8PU19	SSF1 CAALFM_CR09730CA orf19.6589	rRNA-binding ribosome biosynthesis protein	51186
A0A1D8PU20	VMA22 CAALFM_CR09720WA orf19.6590	Vma22p	22091
A0A1D8PU21	CAALFM_CR09700WA orf19.6592	Major facilitator superfamily (MFS) profile domain-containing protein	64868
A0A1D8PU26	CAALFM_CR09810WA orf19.7553	Spindle pole component BBP1	28524
A0A1D8PU28	CAALFM_CR09750CA orf19.7547	Phosphatidylinositol-3-phosphate-binding ubiquitin-protein ligase	41100
A0A1D8PU32	CAALFM_CR09990WA orf19.7574	BTB domain-containing protein	163391
A0A1D8PU34	GNP3 CAALFM_CR09910WA orf19.7565	Gnp3p	61819
A0A1D8PU35	CAALFM_CR09840CA orf19.7556	Uncharacterized protein	25084
A0A1D8PU39	CAALFM_CR09930WA orf19.7567	Subtelomeric hrmA-associated cluster protein AFUB-079030/YDR124W-like helical bundle domain-containing protein	49811
A0A1D8PU41	CAALFM_CR09940WA orf19.7568	Uncharacterized protein	31182
A0A1D8PU42	CAALFM_CR10120CA orf19.7588	Required for respiratory growth protein 7, mitochondrial	31320
A0A1D8PU44	MSS51 CAALFM_CR10010CA orf19.7577	Mss51p	50834
A0A1D8PU47	CAALFM_CR10000CA orf19.7576	6-O-methylguanine-DNA methyltransferase (DNA repair MTase) (O-6-methylguanine-DNA-alkyltransferase)	14973
A0A1D8PU52	CAALFM_CR10060WA orf19.7581	U2 snRNP complex subunit	54090
A0A1D8PU53	CAALFM_CR10040WA orf19.7580	Uncharacterized protein	11108
A0A1D8PU54	CAALFM_CR10130WA orf19.7589	ER membrane protein complex subunit 10	27615
A0A1D8PU55	CAALFM_CR10230WA orf19.7598	Protein AHC1	48989
A0A1D8PU57	CAALFM_CR10200WA orf19.7596	Phosphomutase-like protein 3	37320
A0A1D8PU62	CAALFM_CR10280WA orf19.7603	Cytochrome c oxidase assembly factor 6	12663
A0A1D8PU63	CAALFM_CR10310WA orf19.7606	Uncharacterized protein	15612
A0A1D8PU64	CAALFM_CR10260WA orf19.7601	rRNA methyltransferase 2, mitochondrial	31285
A0A1D8PU68	CAALFM_CR10320WA orf19.7608	Secreted protein	13195
A0A1D8PU70	CAALFM_CR10380CA orf19.7614	Hap4 transcription factor heteromerisation domain-containing protein	38786
A0A1D8PU73	CAALFM_CR10290CA orf19.7604	Trs120p	143162
A0A1D8PU80	CAALFM_CR10400WA orf19.7617	Peptide alpha-N-acetyltransferase complex A subunit	24049
A0A1D8PU82	CAALFM_CR10430CA orf19.7620	Spp2/MOS2 G-patch domain-containing protein	21888
A0A1D8PU87	CAALFM_CR10440WA orf19.7621	Telomere length regulation protein ELG1	103395
A0A1D8PU90	CAALFM_CR10530WA orf19.7632	Uncharacterized protein	56044
A0A1D8PU91	CAALFM_CR10500CA orf19.7627	Serine aminopeptidase S33 domain-containing protein	33110
A0A1D8PU95	PRO1 CAALFM_CR10580WA orf19.7638	Glutamate 5-kinase	46342
A0A1D8PUA0	CAALFM_CR10590WA orf19.7642	CORVET complex subunit	91519
A0A1D8PUA1	BPL1 CAALFM_CR10620CA orf19.7645	Biotin--[acetyl-CoA-carboxylase] ligase	73544
A0A1D8PUA5	CAALFM_CR10770WA orf19.7666	Major facilitator superfamily (MFS) profile domain-containing protein	59790
A0A1D8PUA8	POP3 CAALFM_CR10690WA orf19.7657	Pop3p	27980
A0A1D8PUB3	CAALFM_CR10730CA orf19.7662	CID domain-containing protein	38306
A0A1D8PUC0	CTA26 CAALFM_CR10860CA orf19.7680	Cta26p	31220
A0A1D8PUC3	CAALFM_CR10750CA orf19.7664	Zinc finger C2H2 LYAR-type domain-containing protein	15167
A0A1D8PUC5	CAALFM_CR10830CA orf19.7675	Mitochondrial 54S ribosomal protein YmL25	18506
G1UAZ9	CAALFM_C703030WA orf19.12625	Uncharacterized protein	19729
Q59K70	CAALFM_C208390WA orf19.9007	Serine aminopeptidase S33 domain-containing protein	46718
Q59KG7	CAALFM_C208340CA orf19.8929	Uncharacterized protein	16317
Q59KM6	PEX22 CAALFM_C206690CA orf19.8811	Peroxisome assembly protein 22	23452
Q59KQ3	CAALFM_CR05200CA orf19.8191	Uncharacterized protein	16252
Q59KZ4	CAALFM_C104440WA orf19.6833.2	Uncharacterized protein	13011
Q59L42	RRN3 CAALFM_C200030WA orf19.9479	rDNA-binding RNA polymerase I transcriptional factor	63952
Q59L46	CAALFM_C200060CA orf19.9473	Alpha/beta hydrolase fold-3 domain-containing protein	43225
Q59LD5	CAALFM_C403860CA orf19.12508	Uncharacterized protein	41570
Q59LF8	CAALFM_C604070CA orf19.8803	F-box domain-containing protein	52812
Q59LK8	CAALFM_C204770WA orf19.7820	Uncharacterized protein	38130
Q59LP6	AIM11 CAALFM_C300840CA CaO19.6156	Altered inheritance of mitochondria protein 11	18562
Q59LT5	OPT4 CAALFM_CR02490WA orf19.11202	Opt4p	41592
Q59LT6	CAALFM_CR02500WA orf19.7808	Uncharacterized protein	59046
Q59LU6	CAALFM_CR02570CA orf19.7798	Triglyceride lipase	45631
Q59LX2	CAALFM_C110580CA orf19.9389	Uncharacterized protein	12432
Q59LZ7	CAALFM_C702660CA orf19.11182	Uncharacterized protein	25678
Q59LZ8	CAALFM_C702670WA orf19.11181	Factor arrest protein 11	116206
Q59M32	CAALFM_C112610WA orf19.11239	Mitochondrial 54S ribosomal protein YmL15	24641
Q59M47	CAALFM_CR05500CA orf19.13274	Armadillo-like helical domain-containing protein	101194
Q59MF4	VPS33 CAALFM_C205940CA orf19.12681	Tethering complex ATP-binding subunit	80084
Q59MG2	CAALFM_C205830CA orf19.12673	Hsp90 cochaperone	59148
Q59MG4	CAALFM_C205810WA orf19.12671	Uncharacterized protein	59347
Q59MK8	CAALFM_C503960WA orf19.10727	Cysteine-rich transmembrane domain-containing protein	14139
Q59MT3	CAALFM_CR06770CA orf19.9415	N-acetyltransferase domain-containing protein	25729
Q59MT5	CAALFM_CR06790CA orf19.9413	Transporter SEO1	69484
Q59MV2	CAALFM_CR07850WA orf19.11199	Uncharacterized protein	69888
Q59MV3	CAALFM_CR07840CA orf19.11198	Uncharacterized protein	23446
Q59MV4	CAALFM_CR07830CA orf19.11197	Uncharacterized protein	16240
Q59MW1	PTC6 CAALFM_CR07770CA orf19.11189	Type 2C protein phosphatase	48663
Q59MZ6	CAALFM_CR04760CA orf19.13693	Protein FMP42	61834
Q59N01	CAALFM_CR04820WA orf19.13688	Uncharacterized protein	11433
Q59N02	CAALFM_CR04830CA orf19.13687	Myosin-binding domain-containing protein	92313
Q59N30	CAALFM_C501610WA orf19.13676	Pseudouridine synthase	57308
Q59N64	CAALFM_C503710CA orf19.8722	Phytanoyl-CoA dioxygenase	33737
Q59N72	CAALFM_C503780CA orf19.8713	Uncharacterized protein	23870
Q59N76	BUD7 CAALFM_C503820CA orf19.8709	Exomer complex subunit	86205
Q59N79	CAALFM_C503850WA orf19.8706	Small ribosomal subunit protein mS38	14921
Q59N81	CAALFM_C503870CA orf19.8704	Protein kinase	21409
Q59N83	CAALFM_C503910CA orf19.8701	Uncharacterized protein	18367
Q59NG3	CAALFM_C600520WA orf19.11683	Uncharacterized protein	11934
Q59NG6	CAALFM_C600550WA orf19.11680	Mitochondrial 37S ribosomal protein PET123	35257
Q59P08	CAALFM_C405390WA orf19.9362	Glyoxylate reductase	40678
Q59P41	CAALFM_C206320WA orf19.12950	RRM domain-containing protein	122203
Q59P89	CAALFM_C404230WA orf19.9003	Major facilitator superfamily (MFS) profile domain-containing protein	56094
Q59P92	CAALFM_C404250WA orf19.9000	Nodulin-like domain-containing protein	62688
Q59P95	CAALFM_C404270WA orf19.8997	Ureidoglycolate hydrolase	23656
Q59P99	CAALFM_C404300CA orf19.8993	Uncharacterized protein	13443
Q59PA4	CAALFM_C404350WA orf19.8988	Uncharacterized protein	24418
Q59PD4	CAALFM_C112640WA orf19.13716	Uncharacterized protein	15693
Q59PD9	CAALFM_C112690CA orf19.13711	Uncharacterized protein	25217
Q59PP1	CAALFM_C703460WA orf19.8910	F-box domain-containing protein	69278
Q59PR1	MTG2 CAALFM_CR05620CA orf19.13974	GTPase	61221
Q59PR4	CAALFM_CR05640CA orf19.13971	DUF202 domain-containing protein	21738
Q59PS0	CAALFM_CR05680CA orf19.13965	Uncharacterized protein	15180
Q59PS3	CAALFM_CR05710CA orf19.13962	F-box domain-containing protein	32610
Q59PS7	CAALFM_CR05750WA orf19.13958	Uncharacterized protein	38517
Q59PT4	LCL2 CAALFM_CR05800CA CaO19.13952 CaO19.6630	Long chronological lifespan protein 2	15117
Q59PT7	CAALFM_CR05860WA orf19.13948	DUF2470 domain-containing protein	26059
Q59PT8	CAALFM_CR05880WA orf19.13947	Transposase Tc1-like domain-containing protein	23907
Q59PU5	CAALFM_C107470CA orf19.10316	Double-stranded DNA-dependent ATPase	75451
Q59PU6	CAALFM_C107480CA orf19.10315	Uncharacterized protein	71390
Q59PV3	SWD2 CAALFM_C107550WA orf19.10306	WD-repeat containing protein	39802
Q59PW4	CAALFM_C107650WA orf19.10295	Uncharacterized protein	18642
Q59Q01	CAALFM_CR06650CA orf19.8318	MUG2-like C-terminal domain-containing protein	14653
Q59Q31	CAALFM_C206570CA orf19.7704	F-box domain-containing protein	12013
Q59Q35	CAALFM_C206530WA orf19.7700	DNA replication factor Cdt1 C-terminal domain-containing protein	37569
Q59Q42	CAALFM_C206440CA orf19.7693	Protein SYM1	28600
Q59Q77	CAALFM_C406020CA orf19.11890	Deoxycytidyl transferase	128119
Q59QD0	CAF16 CAALFM_C108430WA orf19.8018	ATP-binding cassette family ATPase	36445
Q59QR8	BUB3 CAALFM_C503240WA orf19.10178	Bub3p	42875
Q59QS1	TEF4 CAALFM_C503270WA orf19.10175	Tef4p	25109
Q59QT1	CAALFM_C503370CA orf19.10165	Mlc2p	19328
Q59QT2	ARP1 CAALFM_C503380WA orf19.10164	Actin-related protein 1	46742
Q59QT3	FUR1 CAALFM_C503390CA orf19.10163	Uracil phosphoribosyltransferase	24476
Q59QT4	CAALFM_C503410CA orf19.10162	Mitochondrial 54S ribosomal protein YmL20	20611
Q59QT5	CAALFM_C503430WA orf19.10161	Protein BIG1	31993
Q59QW9	CAALFM_C604320CA orf19.8691	Uncharacterized protein	13442
Q59R13	CAALFM_C703500WA orf19.13975	Serine/threonine-protein phosphatase	44326
Q59R26	CAALFM_C703620CA orf19.13986	Bromo domain-containing protein	74692
Q59R27	CAALFM_C703610CA orf19.13985	Uncharacterized protein	131527
Q59R30	CAALFM_C703580CA orf19.13982	Uncharacterized protein	79612
Q59RB0	CAALFM_C104580CA orf19.14142	Uncharacterized protein	31622
Q59RB2	CAALFM_C104560WA orf19.14140	Ubiquitin-protein ligase	66308
Q59RB7	CAALFM_C104510WA orf19.14135	F-box domain-containing protein	55923
Q59RC2	CAALFM_C104470CA orf19.14130	Uncharacterized protein	19799
Q59RC4	CAALFM_C104460CA orf19.14128	Uncharacterized protein	28863
Q59RH2	CAALFM_C604550CA orf19.9696	STAS domain-containing protein	84005
Q59RI7	CAALFM_C604480CA orf19.9679	JAB1/MPN/MOV34 metalloenzyme domain-containing protein	26227
Q59RJ5	CAALFM_C604400WA orf19.9671	Uncharacterized protein	12135
Q59RK4	CAALFM_C600380CA orf19.8791	Uncharacterized protein	38087
Q59RQ4	MRPL8 CAALFM_CR07390CA orf19.13548	Mitochondrial 54S ribosomal protein YmL8	29389
Q59RR5	CAALFM_CR07470WA orf19.13537	Guanine nucleotide exchange factor	17103
Q59S74	CAALFM_C602250WA orf19.10970	rRNA methyltransferase 2, mitochondrial	44604
Q59SC9	CAALFM_C208920WA orf19.7847	Uncharacterized protein	64030
Q59SD0	RPN12 CAALFM_C208930WA orf19.7845	Proteasome regulatory particle lid subunit	32138
Q59SE2	STB3 CAALFM_C209010WA orf19.7833	Stb3p	54844
Q59SI3	CAALFM_C400530CA orf19.11666	Survival protein SurE-like phosphatase/nucleotidase domain-containing protein	41137
Q59SJ2	SEC72 CAALFM_C400630CA orf19.11656	Sec63 complex subunit	23368
Q59SJ3	CAALFM_C400640WA orf19.11655	Uncharacterized protein	20318
Q59SJ6	CAALFM_C400660WA orf19.11652	Mitochondrial 37S ribosomal protein MRPS17	28909
Q59SM3	ORC5 CAALFM_CR06960WA orf19.9905	Origin recognition complex subunit 5	57043
Q59SS6	CAALFM_C303740WA orf19.14205	Uncharacterized protein	12056
Q59SS9	CAALFM_C303770CA orf19.14201	Uncharacterized protein	33048
Q59ST0	CAALFM_C303780WA orf19.6940	Uncharacterized protein	16117
Q59ST9	SOL1 CAALFM_C303850CA orf19.14192	Sol1p	26686
Q59SU0	CAALFM_C303860WA orf19.14191	Mg-dependent acid phosphatase	20362
Q59T30	CAALFM_C205760CA orf19.14176	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1	13127
Q59T32	SPO7 CAALFM_C205740WA orf19.14174	Nem1-Spo7 phosphatase regulatory subunit	57829
Q59T45	CAALFM_C205590CA orf19.14161	Amidotransferase	34215
Q59T47	CAALFM_C205580WA orf19.14160	Uncharacterized protein	150253
Q59T48	CAALFM_C205570CA orf19.14158	Enoyl reductase (ER) domain-containing protein	39091
Q59T49	CAALFM_C205560WA orf19.14157	NAD-dependent epimerase/dehydratase domain-containing protein	37303
Q59T87	NRI2 CAALFM_C101800WA orf19.12019	Uncharacterized protein	26892
Q59T92	CAALFM_C101840CA orf19.12014	Rho GDP-dissociation inhibitor	21298
Q59T93	CAALFM_C101850CA orf19.12013	RRM domain-containing protein	31220
Q59TA2	CAALFM_C101940CA orf19.12004	Signal recognition particle subunit	18628
Q59TA9	CAALFM_C102030CA orf19.11997	Cytochrome b5 heme-binding domain-containing protein	16453
Q59TB4	TIF33 CAALFM_C204370WA orf19.11992	PCI domain-containing protein	46541
Q59TC1	CAALFM_C204430WA orf19.11985	F-box domain-containing protein	12188
Q59TD2	CAALFM_C204520CA orf19.11974	Uncharacterized protein	27812
Q59TL8	CAALFM_C403580WA orf19.8898	Uncharacterized protein	41625
Q59TM5	SPO75 CAALFM_C403670WA orf19.8891	Spo75p	99170
Q59TS3	BTA1 CAALFM_C111490CA orf19.8764	Bta1p	85632
Q59TS7	CAALFM_C111530CA orf19.8760	Sulfonate dioxygenase	43744
Q59TT2	CAALFM_C111580WA orf19.8755	DOPA-dioxygenase	14777
Q59TT6	CAALFM_C111620WA orf19.8750	Uncharacterized protein	34704
Q59TT8	FUS1 CAALFM_C111630CA orf19.8748	Fus1p	42691
Q59TT9	DPP2 CAALFM_C111640CA orf19.8747	Phosphatidate phosphatase	31941
Q59TV1	CAALFM_C111740WA orf19.8736	Uncharacterized protein	46671
Q59TV8	CAALFM_C111800CA orf19.8729	AP complex subunit sigma	17361
Q59TZ9	CAALFM_CR07160CA orf19.8352	Transporter	49537
Q59U07	CAALFM_CR06430WA orf19.8344	Uncharacterized protein	30723
Q59U54	CAALFM_C207370WA orf19.9453	Transcription activator GCR1-like domain-containing protein	39661
Q59U89	CAALFM_C207630CA orf19.9418	Ribosome maturation protein SDO1/SBDS N-terminal domain-containing protein	13139
Q59UE6	CAALFM_CR03080CA orf19.9956	Uncharacterized protein	21711
Q59UG6	CAALFM_CR03250CA orf19.9934	Uncharacterized protein	31684
Q59UG9	IME2 CAALFM_CR03290CA orf19.9931	Protein kinase	59082
Q59UI0	MTG1 CAALFM_CR03380WA orf19.9920	GTPase	42119
Q59UI3	CAALFM_CR03410WA orf19.9917	Uncharacterized protein	36790
Q59UP3	DUR4 CAALFM_C400480WA orf19.13122	Dur4p	71623
